step,Cor_view_jk_10
49,0.6000864505767822
99,0.6805322170257568
149,0.6410588026046753
199,0.5840123891830444
249,0.676145076751709
299,0.6870257258415222
349,0.643685519695282
399,0.7334225177764893
449,0.6222957372665405
499,0.721983790397644
549,0.7878828048706055
599,0.6927000284194946
649,0.6946934461593628
699,0.6809875965118408
749,0.6329759359359741
799,0.6635420322418213
849,0.6358722448348999
899,0.6242043972015381
949,0.6067975163459778
999,0.6508243083953857
1049,0.667449951171875
1099,0.6777735948562622
1149,0.6875041127204895
1199,0.8201894760131836
1249,0.7315775752067566
1299,0.6410346031188965
1349,0.7007200717926025
1399,0.6348281502723694
1449,0.6020389795303345
1499,0.599953293800354
1549,0.6625961065292358
1599,0.6117855310440063
1649,0.6111200451850891
1699,0.5836185812950134
1749,0.6307340264320374
1799,0.5405564308166504
1849,0.6950210332870483
1899,0.6090155839920044
1949,0.6258150935173035
1999,0.5780810117721558
2049,0.6909485459327698
2099,0.606724202632904
2149,0.5858043432235718
2199,0.5943468809127808
2249,0.6090384721755981
2299,0.6393927931785583
2349,0.6610995531082153
2399,0.5928828716278076
2449,0.6191622614860535
2499,0.6133800745010376
2549,0.6938871145248413
2599,0.70183926820755
2649,0.7312282919883728
2699,0.6268454790115356
2749,0.5817955732345581
2799,0.5782131552696228
2849,0.5818349123001099
2899,0.605027973651886
2949,0.6102454662322998
2999,0.6734617948532104
3049,0.6000673770904541
3099,0.6002856492996216
3149,0.564993679523468
3199,0.5938577651977539
3249,0.6212204098701477
3299,0.6207180619239807
3349,0.5433440804481506
3399,0.5486538410186768
3449,0.5977624654769897
3499,0.6191749572753906
3549,0.5865053534507751
3599,0.5918292999267578
3649,0.5954327583312988
3699,0.6223623752593994
3749,0.6005309224128723
3799,0.6005254983901978
3849,0.5598496198654175
3899,0.5667343735694885
3949,0.5877872109413147
3999,0.594390869140625
4049,0.5693088173866272
4099,0.5639952421188354
4149,0.5574146509170532
4199,0.5725618600845337
4249,0.6309330463409424
4299,0.6045072078704834
4349,0.6645985841751099
4399,0.6076747179031372
4449,0.5814517736434937
4499,0.5846668481826782
4549,0.6184868812561035
4599,0.5471177101135254
4649,0.6308802366256714
4699,0.626751720905304
4749,0.5529135465621948
4799,0.6254814863204956
4849,0.5803403854370117
4899,0.56219482421875
4949,0.5732750296592712
4999,0.6217300295829773
5049,0.5793910026550293
5099,0.5677239894866943
5149,0.5934511423110962
5199,0.6021511554718018
5249,0.5774692893028259
5299,0.523690938949585
5349,0.6118003129959106
5399,0.6352828741073608
5449,0.6024799346923828
5499,0.6562598943710327
5549,0.5516980886459351
5599,0.5370499491691589
5649,0.5743924379348755
5699,0.5445964336395264
5749,0.5459554195404053
5799,0.5590406656265259
5849,0.6287117004394531
5899,0.6167482137680054
5949,0.5908975601196289
5999,0.5691945552825928
6049,0.6016746163368225
6099,0.554473876953125
6149,0.6208058595657349
6199,0.5995321273803711
6249,0.6414276361465454
6299,0.5386718511581421
6349,0.5858074426651001
6399,0.6033775210380554
6449,0.5741335153579712
6499,0.6036137342453003
6549,0.629098653793335
6599,0.6395857334136963
6649,0.5870602130889893
6699,0.5808274745941162
6749,0.5993334054946899
6799,0.5604828596115112
6849,0.614540159702301
6899,0.5850468873977661
6949,0.5386629700660706
6999,0.692288339138031
7049,0.5641767978668213
7099,0.596464216709137
7149,0.5452591776847839
7199,0.6216428279876709
7249,0.5746519565582275
7299,0.566910982131958
7349,0.5643432140350342
7399,0.59848552942276
7449,0.5897771120071411
7499,0.6331948637962341
7549,0.565093994140625
7599,0.5940282344818115
7649,0.5661110281944275
7699,0.5263816118240356
7749,0.5938991904258728
7799,0.627648115158081
7849,0.6003435254096985
7899,0.6400864124298096
7949,0.6597170829772949
7999,0.5862809419631958
8049,0.5888784527778625
8099,0.5700238943099976
8149,0.5660903453826904
8199,0.6113400459289551
8249,0.6553462743759155
8299,0.5804014205932617
8349,0.535640299320221
8399,0.6371554732322693
8449,0.5948518514633179
8499,0.5996601581573486
8549,0.6080763936042786
8599,0.5546709299087524
8649,0.6071572303771973
8699,0.5831850171089172
8749,0.5741497278213501
8799,0.5823585987091064
8849,0.5308055877685547
8899,0.5991595983505249
8949,0.5709582567214966
8999,0.6099898815155029
9049,0.5719406604766846
9099,0.6221466660499573
9149,0.5703938007354736
9199,0.598862886428833
9249,0.5690397620201111
9299,0.5498188138008118
9349,0.6031182408332825
9399,0.6293035745620728
9449,0.5990776419639587
9499,0.5702148675918579
9549,0.6180850267410278
9599,0.5262942314147949
9649,0.5809677839279175
9699,0.585892915725708
9749,0.5767287015914917
9799,0.5644921064376831
9849,0.5940383672714233
9899,0.58625328540802
9949,0.5627243518829346
9999,0.5493602752685547
10049,0.6279779672622681
10099,0.6627584099769592
10149,0.5637229681015015
10199,0.6892356872558594
10249,0.6588353514671326
10299,0.5913352966308594
10349,0.5609836578369141
10399,0.5718674659729004
10449,0.5586508512496948
10499,0.5721995830535889
10549,0.5857644081115723
10599,0.5286015272140503
10649,0.6014255285263062
10699,0.5635162591934204
10749,0.5519849061965942
10799,0.5325803756713867
10849,0.6290919780731201
10899,0.5936175584793091
10949,0.5791215896606445
10999,0.6360342502593994
11049,0.5206382870674133
11099,0.6002839207649231
11149,0.6306705474853516
11199,0.561819314956665
11249,0.606449544429779
11299,0.636038064956665
11349,0.6096286773681641
11399,0.5592242479324341
11449,0.5842203497886658
11499,0.5410490036010742
11549,0.545795738697052
11599,0.5947087407112122
11649,0.5607949495315552
11699,0.5507420301437378
11749,0.5565226078033447
11799,0.5370635986328125
11849,0.5522376298904419
11899,0.5610485076904297
11949,0.6202247738838196
11999,0.6388039588928223
12049,0.5543918609619141
12099,0.6111010313034058
12149,0.5774370431900024
12199,0.5852973461151123
12249,0.6017143726348877
12299,0.6015281081199646
12349,0.5572608709335327
12399,0.5562041997909546
12449,0.5937837362289429
12499,0.5678848624229431
12549,0.578154444694519
12599,0.5587862730026245
12649,0.5709604024887085
12699,0.5757548809051514
12749,0.5724700689315796
12799,0.5772547125816345
12849,0.5523512363433838
12899,0.5809158086776733
12949,0.5489307045936584
12999,0.5436861515045166
13049,0.6135302186012268
13099,0.5651437044143677
13149,0.6280718445777893
13199,0.5666203498840332
13249,0.5927509069442749
13299,0.5557656288146973
13349,0.5197020769119263
13399,0.5378521680831909
13449,0.5685523748397827
13499,0.5609158277511597
13549,0.5609359741210938
13599,0.5685171484947205
13649,0.5548604726791382
13699,0.6384177803993225
13749,0.5993345975875854
13799,0.5988882780075073
13849,0.5516749620437622
13899,0.5705801248550415
13949,0.536191463470459
13999,0.6003663539886475
14049,0.5545386075973511
14099,0.5712103843688965
14149,0.5804779529571533
14199,0.5778550505638123
14249,0.6548832654953003
14299,0.5396862030029297
14349,0.5663539171218872
14399,0.5597927570343018
14449,0.5643841028213501
14499,0.5497379899024963
14549,0.6294277310371399
14599,0.572012722492218
14649,0.5888663530349731
14699,0.6227289438247681
14749,0.5798584222793579
14799,0.6505181789398193
14849,0.6004585027694702
14899,0.6365561485290527
14949,0.585486650466919
14999,0.6302245855331421
15049,0.5733898878097534
15099,0.5556930303573608
15149,0.5947698354721069
15199,0.6173312664031982
15249,0.601235568523407
15299,0.546342134475708
15349,0.5624192953109741
15399,0.554031252861023
15449,0.5645310878753662
15499,0.5916392207145691
15549,0.5403771996498108
15599,0.572099506855011
15649,0.6017334461212158
15699,0.5636506080627441
15749,0.5356062650680542
15799,0.5848029851913452
15849,0.5804723501205444
15899,0.550908088684082
15949,0.6003658771514893
15999,0.6172666549682617
16049,0.6001896858215332
16099,0.5632656812667847
16149,0.5918736457824707
16199,0.5873112678527832
16249,0.5464551448822021
16299,0.5883981585502625
16349,0.5463305711746216
16399,0.60696941614151
16449,0.5648497343063354
16499,0.5345262885093689
16549,0.568626344203949
16599,0.5814081430435181
16649,0.5652320384979248
16699,0.5647351741790771
16749,0.6057190895080566
16799,0.5382454991340637
16849,0.6158031225204468
16899,0.6435961127281189
16949,0.5383251905441284
16999,0.5904353857040405
17049,0.5740021467208862
17099,0.5705927610397339
17149,0.6850227117538452
17199,0.5467433333396912
17249,0.5793676376342773
17299,0.6277728080749512
17349,0.5799586176872253
17399,0.565231442451477
17449,0.5910460948944092
17499,0.5610934495925903
17549,0.6145836114883423
17599,0.5529582500457764
