step,Cor_feature_ij_00
49,0.1994977444410324
99,0.191009983420372
149,0.18418847024440765
199,0.18292129039764404
249,0.1800672709941864
299,0.178911030292511
349,0.1737706959247589
399,0.17399592697620392
449,0.1702728420495987
499,0.17178858816623688
549,0.169137105345726
599,0.16900596022605896
649,0.16951967775821686
699,0.16508160531520844
749,0.16488493978977203
799,0.1653953492641449
849,0.16431546211242676
899,0.16367381811141968
949,0.16175183653831482
999,0.1618625372648239
1049,0.16178154945373535
1099,0.1646108776330948
1149,0.1622767597436905
1199,0.15951772034168243
1249,0.16015008091926575
1299,0.16026757657527924
1349,0.1572808027267456
1399,0.15491823852062225
1449,0.15741626918315887
1499,0.15425686538219452
1549,0.15627139806747437
1599,0.15565654635429382
1649,0.15576665103435516
1699,0.15547120571136475
1749,0.15302316844463348
1799,0.15354055166244507
1849,0.15310996770858765
1899,0.15221688151359558
1949,0.15166126191616058
1999,0.15229575335979462
2049,0.15168453752994537
2099,0.15271224081516266
2149,0.1513054221868515
2199,0.15104016661643982
2249,0.1520460844039917
2299,0.15179592370986938
2349,0.149848073720932
2399,0.15054312348365784
2449,0.1498558521270752
2499,0.1505754142999649
2549,0.1501356065273285
2599,0.1498686820268631
2649,0.14974072575569153
2699,0.14963141083717346
2749,0.1476598083972931
2799,0.1484881490468979
2849,0.1478731334209442
2899,0.1489138901233673
2949,0.14722277224063873
2999,0.14810416102409363
3049,0.1487274020910263
3099,0.14836354553699493
3149,0.14771251380443573
3199,0.1464328169822693
3249,0.1465066522359848
3299,0.14812737703323364
3349,0.14579880237579346
3399,0.14566563069820404
3449,0.1431831419467926
3499,0.1446990668773651
3549,0.14383913576602936
3599,0.14267072081565857
3649,0.14484474062919617
3699,0.14399762451648712
3749,0.14376792311668396
3799,0.14328837394714355
3849,0.14357970654964447
3899,0.14293605089187622
3949,0.14390765130519867
3999,0.13968810439109802
4049,0.14257797598838806
4099,0.1405402421951294
4149,0.13987483084201813
4199,0.13998425006866455
4249,0.14191359281539917
4299,0.1422652155160904
4349,0.14032864570617676
4399,0.1411115527153015
4449,0.14140541851520538
4499,0.14134560525417328
4549,0.13846834003925323
4599,0.13717623054981232
4649,0.1380559355020523
4699,0.13874830305576324
4749,0.13779886066913605
4799,0.13781403005123138
4849,0.13936229050159454
4899,0.13870832324028015
4949,0.13747179508209229
4999,0.1366008222103119
5049,0.1363331526517868
5099,0.13398948311805725
5149,0.13590401411056519
5199,0.13497239351272583
5249,0.13554516434669495
5299,0.13692252337932587
5349,0.13527263700962067
5399,0.13547036051750183
5449,0.13623376190662384
5499,0.13411937654018402
5549,0.13523879647254944
5599,0.13204091787338257
5649,0.13555291295051575
5699,0.13289617002010345
5749,0.13355937600135803
5799,0.13380782306194305
5849,0.13161011040210724
5899,0.13245362043380737
5949,0.13110366463661194
5999,0.13325569033622742
6049,0.13414983451366425
6099,0.13283710181713104
6149,0.13303981721401215
6199,0.1313902735710144
6249,0.13198402523994446
6299,0.1303926706314087
6349,0.13274620473384857
6399,0.13166482746601105
6449,0.13319672644138336
6499,0.1300048530101776
6549,0.13001222908496857
6599,0.13039882481098175
6649,0.13013571500778198
6699,0.13034288585186005
6749,0.12830416858196259
6799,0.1300104409456253
6849,0.13001829385757446
6899,0.1274327039718628
6949,0.1273455172777176
6999,0.12828747928142548
7049,0.12845991551876068
7099,0.12908223271369934
7149,0.12617960572242737
7199,0.12618902325630188
7249,0.12778888642787933
7299,0.12560884654521942
7349,0.127601757645607
7399,0.12757523357868195
7449,0.1255573034286499
7499,0.1267729252576828
7549,0.1260966807603836
7599,0.1262781172990799
7649,0.12503287196159363
7699,0.12536774575710297
7749,0.12695543467998505
7799,0.12552011013031006
7849,0.12365376204252243
7899,0.1255284994840622
7949,0.12365534901618958
7999,0.12446926534175873
8049,0.12422508001327515
8099,0.12409836798906326
8149,0.1227342039346695
8199,0.12266948074102402
8249,0.12210220843553543
8299,0.12234684079885483
8349,0.12333515286445618
8399,0.12234693020582199
8449,0.12386433035135269
8499,0.12256219238042831
8549,0.122695192694664
8599,0.12300854921340942
8649,0.122483029961586
8699,0.12096799165010452
8749,0.12066801637411118
8799,0.12276138365268707
8849,0.1214282363653183
8899,0.12228111177682877
8949,0.12141058593988419
8999,0.12060575187206268
9049,0.12155478447675705
9099,0.12223000079393387
9149,0.12080897390842438
9199,0.12191066145896912
9249,0.12113437801599503
9299,0.12107650190591812
9349,0.12117704749107361
9399,0.12123149633407593
9449,0.12185899913311005
9499,0.12164173275232315
9549,0.1209341362118721
9599,0.12150063365697861
9649,0.12063603103160858
9699,0.12267263978719711
9749,0.12063556909561157
