step,Cov_batch_ik_00_emb
49,0.08088187128305435
99,0.08827539533376694
149,0.07736671715974808
199,0.05133902281522751
249,0.06037840247154236
299,0.057685334235429764
349,0.04504411667585373
399,0.04281838983297348
449,0.045658908784389496
499,0.03262979909777641
549,0.02794400230050087
599,0.02842153236269951
649,0.024934185668826103
699,0.020802589133381844
749,0.021693717688322067
799,0.017562877386808395
849,0.017597608268260956
899,0.013993797823786736
949,0.012848525308072567
999,0.01141955703496933
1049,0.009249224327504635
1099,0.010187366977334023
1149,0.00840388797223568
1199,0.007658185437321663
1249,0.007030208129435778
1299,0.005202398635447025
1349,0.005008237436413765
1399,0.005152084399014711
1449,0.0041093043982982635
1499,0.0038356080185621977
1549,0.0031709170434623957
1599,0.003035019850358367
1649,0.0028008215595036745
1699,0.0027135531418025494
1749,0.002154231071472168
1799,0.0020548771135509014
1849,0.0017583082662895322
1899,0.0016335666878148913
1949,0.0015746322460472584
1999,0.001460270257666707
2049,0.0013059979537501931
2099,0.0011280595790594816
2149,0.0009904906619340181
2199,0.0008707547094672918
2249,0.0008172678062692285
2299,0.0006977065932005644
2349,0.0006594702717848122
2399,0.0006099401507526636
2449,0.0005465277936309576
2499,0.0004887821269221604
2549,0.00045313534792512655
2599,0.0004068200069013983
2649,0.0003780264814849943
2699,0.00033161218743771315
2749,0.00028418743750080466
2799,0.00026297764270566404
2849,0.00023076546494849026
2899,0.00021342732361517847
2949,0.00023015233455225825
2999,0.0001929167192429304
3049,0.00016059067274909467
3099,0.0001481056388001889
3149,0.00013353742542676628
3199,0.0001218702454934828
3249,0.0001147697985288687
3299,9.775030048331246e-05
3349,9.083561599254608e-05
3399,8.245853678090498e-05
3449,7.770101365167648e-05
3499,6.821630813647062e-05
3549,6.0314843722153455e-05
3599,6.2189283198677e-05
3649,5.4568517953157425e-05
3699,4.621657353709452e-05
3749,4.064494714839384e-05
3799,4.054605233250186e-05
3849,3.883334284182638e-05
3899,3.611727152019739e-05
3949,3.478110011201352e-05
3999,2.817508539010305e-05
4049,2.9393797376542352e-05
4099,2.771016806946136e-05
4149,2.3896658603916876e-05
4199,2.373309325776063e-05
4249,2.0564049918903038e-05
4299,2.0293919078540057e-05
4349,1.7845110050984658e-05
4399,1.481174876971636e-05
4449,1.5334257113863714e-05
4499,1.3021335689700209e-05
4549,1.3907443644711748e-05
4599,1.3378871699387673e-05
4649,1.2150434486102313e-05
4699,1.1203303984075319e-05
4749,9.35486241360195e-06
4799,8.707174856681377e-06
4849,8.056831575231627e-06
4899,8.025046554394066e-06
4949,7.594879662065068e-06
4999,7.146944881242234e-06
5049,6.567576292582089e-06
5099,6.648127509834012e-06
5149,6.344715984596405e-06
5199,5.626757683785399e-06
5249,5.326555310602998e-06
5299,5.029428848501993e-06
5349,4.719855496659875e-06
5399,4.399190856929636e-06
5449,3.997179646830773e-06
5499,3.953882696805522e-06
5549,3.7969675759086385e-06
5599,3.4949655400851043e-06
5649,3.6745400393556338e-06
5699,3.4429242532496573e-06
5749,3.0863550364301773e-06
5799,2.8301842576183844e-06
5849,2.719446456467267e-06
5899,2.6505185815040022e-06
5949,2.7075391244579805e-06
5999,2.3758068437018665e-06
6049,2.3972395410964964e-06
6099,2.2608478502661455e-06
6149,2.287136339873541e-06
6199,2.059012103927671e-06
6249,1.9624328615464037e-06
6299,2.0062354906258406e-06
6349,1.812554728530813e-06
6399,1.749798343553266e-06
6449,1.8149804645872791e-06
6499,1.6152255284396233e-06
6549,1.5397133665828733e-06
6599,1.55343548158271e-06
6649,1.4814213500358164e-06
6699,1.3454352938424563e-06
6749,1.3695588449991192e-06
6799,1.2668039062191383e-06
6849,1.185823180094303e-06
6899,1.2202835932839662e-06
6949,1.1753767239497392e-06
6999,1.098581947189814e-06
7049,1.0447720342199318e-06
7099,1.1267105719525716e-06
7149,1.0444526878927718e-06
7199,9.966554443963105e-07
7249,9.692338380773435e-07
7299,9.866885193332564e-07
7349,8.963358482105832e-07
7399,9.627810868551023e-07
7449,9.006698746816255e-07
7499,8.405427820434852e-07
7549,8.458115985376935e-07
7599,8.841664111969294e-07
7649,8.665455197842675e-07
7699,7.647841471225547e-07
7749,7.995788564585382e-07
7799,8.246440756920492e-07
7849,7.90874310041545e-07
7899,7.533298003181699e-07
7949,7.115141897884314e-07
7999,6.994022783146647e-07
8049,6.692941951769171e-07
8099,6.807832733102259e-07
8149,6.977830366849957e-07
8199,6.459230803557148e-07
8249,7.040816853987053e-07
8299,6.481645300482342e-07
8349,6.453482228607754e-07
8399,6.796905154260457e-07
8449,6.132178214102169e-07
8499,6.518266104649229e-07
8549,6.693574619021092e-07
8599,6.190230124047957e-07
8649,6.394221827576985e-07
8699,6.2916058141127e-07
8749,6.351251045089157e-07
8799,6.156272434054699e-07
8849,6.558346967722173e-07
8899,5.996644745209778e-07
8949,5.890803436159331e-07
8999,6.07198614943627e-07
9049,5.923778871874674e-07
9099,5.727159759771894e-07
9149,5.931760824751109e-07
9199,5.977442469884409e-07
9249,6.054359005247534e-07
9299,5.998294909659307e-07
9349,5.702860903511464e-07
9399,5.817781811856548e-07
9449,5.938651383985416e-07
9499,5.696408038602385e-07
9549,5.716068471883773e-07
9599,5.846015938004712e-07
9649,5.875172064406797e-07
9699,5.484350822371198e-07
9749,6.111218908699811e-07
