step,kNN_accuracy
1949,31.86681365966797
3899,31.9768009185791
5849,31.70682716369629
7799,33.75662612915039
9749,33.976600646972656
11699,35.676429748535156
13649,39.146087646484375
15599,37.216278076171875
17549,37.476253509521484
19499,37.57624435424805
