step,Cor_view_jk_00_emb
49,0.6263048052787781
99,0.6288434863090515
149,0.6541900038719177
199,0.6236433386802673
249,0.5961030125617981
299,0.7388742566108704
349,0.6392653584480286
399,0.6780451536178589
449,0.5044990181922913
499,0.49783122539520264
549,0.7852113246917725
599,0.6210445165634155
649,0.40625476837158203
699,0.5760095715522766
749,0.6494680643081665
799,0.6060853004455566
849,0.5917045474052429
899,0.5722123980522156
949,0.6510752439498901
999,0.6425015926361084
1049,0.5907006859779358
1099,0.6420490741729736
1149,0.6703827381134033
1199,0.6611922979354858
1249,0.6497125625610352
1299,0.6602283120155334
1349,0.6606675386428833
1399,0.6467330455780029
1449,0.6542807817459106
1499,0.6098709106445312
1549,0.6048192977905273
1599,0.5882475972175598
1649,0.6543556451797485
1699,0.6664671897888184
1749,0.7063007354736328
1799,0.6356382966041565
1849,0.6180416941642761
1899,0.6809090375900269
1949,0.6401666402816772
1999,0.7201941013336182
2049,0.640667736530304
2099,0.6355171203613281
2149,0.6296000480651855
2199,0.714085578918457
2249,0.6624494194984436
2299,0.579817533493042
2349,0.6777330636978149
2399,0.640048086643219
2449,0.6909558773040771
2499,0.6814641356468201
2549,0.6432029008865356
2599,0.5848886370658875
2649,0.6862000823020935
2699,0.586679995059967
2749,0.6998562812805176
2799,0.6849657893180847
2849,0.6515864133834839
2899,0.6493945121765137
2949,0.5883196592330933
2999,0.607633113861084
3049,0.7094693183898926
3099,0.6125060319900513
3149,0.6866812705993652
3199,0.634200394153595
3249,0.726496696472168
3299,0.7434773445129395
3349,0.6655999422073364
3399,0.6913371086120605
3449,0.7147834897041321
3499,0.6527246236801147
3549,0.6492381691932678
3599,0.6258495450019836
3649,0.6272886991500854
3699,0.6425132155418396
3749,0.7505133748054504
3799,0.7365846633911133
3849,0.6272756457328796
3899,0.6128136515617371
3949,0.38806286454200745
3999,0.6401655077934265
4049,0.6347558498382568
4099,0.5913231372833252
4149,0.6431347131729126
4199,0.7018717527389526
4249,0.6497781872749329
4299,0.4486069977283478
4349,0.6712706685066223
4399,0.5964200496673584
4449,0.6523028016090393
4499,0.6318272948265076
4549,0.62209153175354
4599,0.60423344373703
4649,0.5996007919311523
4699,0.6411973834037781
4749,0.6650035381317139
4799,0.6859999895095825
4849,0.678701639175415
4899,0.6431278586387634
4949,0.593426525592804
4999,0.6578207015991211
5049,0.6696580052375793
5099,0.6276804804801941
5149,0.646659255027771
5199,0.7512271404266357
5249,0.7104535102844238
5299,0.600537896156311
5349,0.6037894487380981
5399,0.6459357142448425
5449,0.70562344789505
5499,0.7995113730430603
5549,0.6482992768287659
5599,0.6347402930259705
