step,std_view_emb
49,0.6724761724472046
99,0.6465549468994141
149,0.589576005935669
199,0.5624470114707947
249,0.551373302936554
299,0.5377579927444458
349,0.5149823427200317
399,0.5108288526535034
449,0.4849381446838379
499,0.4533967971801758
549,0.44972848892211914
599,0.4454308748245239
649,0.4203988313674927
699,0.4308933615684509
749,0.3862346410751343
799,0.39912572503089905
849,0.3700801730155945
899,0.3623962998390198
949,0.35838645696640015
999,0.33798080682754517
1049,0.33147746324539185
1099,0.3150019645690918
1149,0.30764469504356384
1199,0.31021648645401
1249,0.2947319447994232
1299,0.2885374128818512
1349,0.2740705907344818
1399,0.26937732100486755
1449,0.25757190585136414
1499,0.2470504641532898
1549,0.24971406161785126
1599,0.23693561553955078
1649,0.23060742020606995
1699,0.22317814826965332
1749,0.2164764702320099
1799,0.20772956311702728
1849,0.19736987352371216
1899,0.20141705870628357
1949,0.19154128432273865
1999,0.18330860137939453
2049,0.1808348000049591
2099,0.17464300990104675
2149,0.16773545742034912
2199,0.16769549250602722
2249,0.16112318634986877
2299,0.1557682305574417
2349,0.15231746435165405
2399,0.14693236351013184
2449,0.13872236013412476
2499,0.14180603623390198
2549,0.13932567834854126
2599,0.13560336828231812
2649,0.12879298627376556
2699,0.1267915666103363
2749,0.12331882864236832
2799,0.11951278150081635
2849,0.11764469742774963
2899,0.11559911072254181
2949,0.1130819246172905
2999,0.10934273153543472
3049,0.10427692532539368
3099,0.10578610748052597
3149,0.09912365674972534
3199,0.09907394647598267
3249,0.09693420678377151
3299,0.09308762848377228
3349,0.09351673722267151
3399,0.08876526355743408
3449,0.08917257189750671
3499,0.08605767041444778
3549,0.08178843557834625
3599,0.08291208744049072
3649,0.0796235054731369
3699,0.0755566656589508
3749,0.07624365389347076
3799,0.0746222585439682
3849,0.07180522382259369
3899,0.07188112288713455
3949,0.07164090871810913
3999,0.06831569224596024
4049,0.06605785340070724
4099,0.06235978752374649
4149,0.06458289921283722
4199,0.06284905225038528
4249,0.0603557713329792
4299,0.0594426691532135
4349,0.05920257046818733
4399,0.05904007703065872
4449,0.05730801075696945
4499,0.056594572961330414
4549,0.05449642241001129
4599,0.0562090128660202
4649,0.05363202095031738
4699,0.05146089568734169
4749,0.051843658089637756
4799,0.05111895501613617
4849,0.050952404737472534
4899,0.048764340579509735
4949,0.04989109933376312
4999,0.047051869332790375
5049,0.048403821885585785
5099,0.04741303622722626
5149,0.044649798423051834
5199,0.04406756907701492
5249,0.044674988836050034
5299,0.04403622820973396
5349,0.043603986501693726
5399,0.041814904659986496
5449,0.04169326275587082
5499,0.04126017913222313
5549,0.040133148431777954
5599,0.039592668414115906
5649,0.03970916569232941
5699,0.03943319246172905
5749,0.03723718971014023
5799,0.03749728202819824
5849,0.03813818097114563
5899,0.03630789741873741
5949,0.03822297975420952
5999,0.03515075892210007
6049,0.035969726741313934
6099,0.03520282357931137
6149,0.0353805311024189
6199,0.03462620824575424
6249,0.03443099558353424
6299,0.034097760915756226
6349,0.03359445929527283
6399,0.03291914612054825
6449,0.03190927952528
6499,0.03212974965572357
6549,0.032056793570518494
6599,0.031864311546087265
6649,0.031477682292461395
6699,0.03079473040997982
6749,0.03046458028256893
6799,0.031039956957101822
6849,0.03053331933915615
6899,0.02977478876709938
6949,0.02990919165313244
6999,0.029763173311948776
7049,0.028930552303791046
7099,0.029818933457136154
7149,0.029671993106603622
7199,0.02803192101418972
7249,0.028791965916752815
7299,0.028425700962543488
7349,0.028794022276997566
7399,0.027390796691179276
7449,0.028216203674674034
7499,0.027367884293198586
7549,0.026592424139380455
7599,0.027385015040636063
7649,0.026938367635011673
7699,0.027843374758958817
7749,0.02702459506690502
7799,0.026995427906513214
7849,0.02683977410197258
7899,0.026600943878293037
7949,0.026345068588852882
7999,0.026340022683143616
8049,0.025763418525457382
8099,0.025446048006415367
8149,0.0257005263119936
8199,0.02505393512547016
8249,0.026357922703027725
8299,0.025639688596129417
8349,0.025039926171302795
8399,0.025778431445360184
8449,0.024562764912843704
8499,0.024317149072885513
8549,0.024846279993653297
8599,0.025378108024597168
8649,0.025204431265592575
8699,0.025691881775856018
8749,0.025201020762324333
8799,0.02451474964618683
8849,0.0255521759390831
8899,0.0250112134963274
8949,0.025052055716514587
8999,0.024674901738762856
9049,0.024740297347307205
9099,0.023942746222019196
9149,0.023682842031121254
9199,0.025853779166936874
9249,0.024035122245550156
9299,0.02422734722495079
9349,0.02433617413043976
9399,0.024205684661865234
9449,0.02416250854730606
9499,0.02383841574192047
9549,0.02437480539083481
9599,0.025080295279622078
9649,0.024598512798547745
9699,0.023332688957452774
9749,0.024356171488761902
