step,kNN_accuracy
974,54.80452346801758
1949,59.644039154052734
2924,61.69382858276367
3899,64.21357727050781
4874,66.83332061767578
5849,69.42305755615234
6824,71.5428466796875
7799,72.74272155761719
8774,73.98260498046875
9749,74.64253234863281
