step,kNN_accuracy
1949,39.4660530090332
3899,46.30537033081055
5849,50.944908142089844
7799,52.96470642089844
9749,54.55454635620117
11699,56.39436340332031
13649,56.004398345947266
15599,56.44435119628906
17549,56.45435333251953
19499,56.75432586669922
