step,std_view_emb
49,0.4962102770805359
99,0.4923304319381714
149,0.4612552523612976
199,0.4015025794506073
249,0.40866819024086
299,0.3565220832824707
349,0.36676257848739624
399,0.3246040940284729
449,0.39267289638519287
499,0.32889294624328613
549,0.3634428381919861
599,0.334361732006073
649,0.3107050955295563
699,0.29564499855041504
749,0.31365013122558594
799,0.30190175771713257
849,0.30268555879592896
899,0.31184113025665283
949,0.3080868124961853
999,0.3178044855594635
1049,0.3442482352256775
1099,0.28704798221588135
1149,0.27801430225372314
1199,0.24438443779945374
1249,0.2558255195617676
1299,0.24891865253448486
1349,0.26587581634521484
1399,0.2980089783668518
1449,0.2471545934677124
1499,0.24913042783737183
1549,0.2542126178741455
1599,0.26710522174835205
1649,0.22261877357959747
1699,0.23690739274024963
1749,0.2330179661512375
1799,0.23680022358894348
1849,0.2252928614616394
1899,0.2230202555656433
1949,0.19640237092971802
1999,0.22846144437789917
2049,0.21026679873466492
2099,0.20073913037776947
2149,0.2039712369441986
2199,0.21359604597091675
2249,0.19522975385189056
2299,0.1686488687992096
2349,0.19145923852920532
2399,0.17922455072402954
2449,0.19531157612800598
2499,0.1725946068763733
2549,0.20227636396884918
2599,0.1829112023115158
2649,0.19042381644248962
2699,0.1656416356563568
2749,0.18151451647281647
2799,0.1564192920923233
2849,0.19263198971748352
2899,0.15842169523239136
2949,0.1501714140176773
2999,0.15559729933738708
3049,0.1354820281267166
3099,0.1500413417816162
3149,0.16056257486343384
3199,0.1447524130344391
3249,0.12987075746059418
3299,0.12710121273994446
3349,0.13498547673225403
3399,0.15146377682685852
3449,0.14675529301166534
3499,0.13482198119163513
3549,0.13391298055648804
3599,0.12611454725265503
3649,0.15860094130039215
3699,0.12158846110105515
3749,0.13915374875068665
3799,0.13978782296180725
3849,0.12233538925647736
3899,0.10579821467399597
3949,0.11416984349489212
3999,0.12370841950178146
4049,0.1250450611114502
4099,0.10579869896173477
4149,0.10159026086330414
4199,0.13046744465827942
4249,0.11656874418258667
4299,0.11084183305501938
4349,0.11009415984153748
4399,0.09861260652542114
4449,0.09951943904161453
4499,0.10170988738536835
4549,0.10072347521781921
4599,0.09969299286603928
4649,0.09996028244495392
4699,0.08334144949913025
4749,0.08455535769462585
4799,0.08344072848558426
4849,0.09058508276939392
4899,0.1039205938577652
4949,0.09040673077106476
4999,0.09689486771821976
5049,0.10208888351917267
5099,0.09006879478693008
5149,0.08576030284166336
5199,0.09395626187324524
5249,0.0812162309885025
5299,0.07554305344820023
5349,0.08710266649723053
5399,0.0806165263056755
5449,0.0832577496767044
5499,0.08452320843935013
5549,0.07814492285251617
5599,0.08285900950431824
5649,0.09205901622772217
5699,0.0660720095038414
5749,0.06719427555799484
5799,0.07665297389030457
5849,0.06561589241027832
5899,0.07328908145427704
5949,0.06823331117630005
5999,0.08447922021150589
6049,0.059922605752944946
6099,0.07137951254844666
6149,0.07257230579853058
6199,0.06305626779794693
6249,0.0733613669872284
6299,0.06469947844743729
6349,0.06320882588624954
6399,0.07200732827186584
6449,0.06369393318891525
6499,0.06280888617038727
6549,0.05563974380493164
6599,0.05735711753368378
6649,0.057330839335918427
6699,0.061042286455631256
6749,0.07250185310840607
6799,0.058530814945697784
6849,0.05056199058890343
6899,0.05046728253364563
6949,0.05108024552464485
6999,0.0537915974855423
7049,0.051932476460933685
7099,0.0531599298119545
7149,0.05656572803854942
7199,0.05226833373308182
7249,0.049058958888053894
7299,0.04743007943034172
7349,0.042985618114471436
7399,0.046120647341012955
7449,0.045983023941516876
7499,0.05384961515665054
7549,0.053388431668281555
7599,0.05359891057014465
7649,0.05106724798679352
7699,0.053142376244068146
7749,0.0427444688975811
7799,0.04441571608185768
7849,0.04155900329351425
7899,0.04449624940752983
7949,0.04076553136110306
7999,0.04086074233055115
8049,0.039526425302028656
8099,0.041108857840299606
8149,0.039735712110996246
8199,0.04381934553384781
8249,0.04009442776441574
8299,0.04307970777153969
8349,0.039368607103824615
8399,0.04286164045333862
8449,0.035850364714860916
8499,0.036056116223335266
8549,0.03536166623234749
8599,0.034438733011484146
8649,0.03473901003599167
8699,0.033808477222919464
8749,0.03904368728399277
8799,0.03794006258249283
8849,0.03460739180445671
8899,0.036411531269550323
8949,0.03647724166512489
8999,0.03303287923336029
9049,0.03468687832355499
9099,0.035039860755205154
9149,0.035756830126047134
9199,0.033645518124103546
9249,0.03701014071702957
9299,0.03688132017850876
9349,0.03051755204796791
9399,0.033021796494722366
9449,0.03484294191002846
9499,0.037193529307842255
9549,0.03138182684779167
9599,0.03581240773200989
9649,0.03017278015613556
9699,0.033201660960912704
9749,0.030086973682045937
9799,0.03364070877432823
9849,0.031800489872694016
9899,0.03088645078241825
9949,0.027783941477537155
9999,0.03213423117995262
10049,0.028939727693796158
10099,0.029224388301372528
10149,0.0312783382833004
10199,0.03063509613275528
10249,0.032467879354953766
10299,0.031402237713336945
10349,0.030674686655402184
10399,0.030390959233045578
10449,0.029981257393956184
10499,0.029371973127126694
10549,0.02869720757007599
10599,0.026193296536803246
10649,0.028950799256563187
10699,0.026583164930343628
10749,0.024540740996599197
10799,0.02583528496325016
10849,0.024508371949195862
10899,0.02554565668106079
10949,0.026638634502887726
10999,0.027023134753108025
11049,0.02508668228983879
11099,0.02344628982245922
11149,0.02665894664824009
11199,0.023100990802049637
11249,0.026696834713220596
11299,0.023885419592261314
11349,0.0223238505423069
11399,0.02517472766339779
11449,0.022132523357868195
11499,0.024313004687428474
11549,0.024073345586657524
11599,0.025163058191537857
11649,0.025312207639217377
11699,0.02402598224580288
11749,0.02316153049468994
11799,0.022442270070314407
11849,0.02450050786137581
11899,0.024029279127717018
11949,0.02032426744699478
11999,0.019694888964295387
12049,0.02076222561299801
12099,0.021707238629460335
12149,0.021230731159448624
12199,0.021999483928084373
12249,0.02136792056262493
12299,0.021499041467905045
12349,0.020753301680088043
12399,0.020862024277448654
12449,0.02341136336326599
12499,0.019940007477998734
12549,0.020840469747781754
12599,0.01995452493429184
12649,0.022272782400250435
12699,0.02156675234436989
12749,0.02204705774784088
12799,0.02000134438276291
12849,0.02112641930580139
12899,0.02030038647353649
12949,0.017876189202070236
12999,0.019136525690555573
13049,0.020874178037047386
13099,0.019967978820204735
13149,0.018375519663095474
13199,0.0197730865329504
13249,0.020617706701159477
13299,0.021292896941304207
13349,0.020388729870319366
13399,0.019852738827466965
13449,0.020443875342607498
13499,0.01892290636897087
13549,0.019756009802222252
13599,0.018623176962137222
13649,0.021255571395158768
13699,0.01894979737699032
13749,0.020088814198970795
13799,0.01693253591656685
13849,0.01909475401043892
13899,0.017195913940668106
13949,0.0171153973788023
13999,0.01722853258252144
14049,0.018892310559749603
14099,0.017760716378688812
14149,0.016129428520798683
14199,0.01912562921643257
14249,0.016486216336488724
14299,0.018876098096370697
14349,0.017534304410219193
14399,0.018450358882546425
14449,0.01782495155930519
14499,0.017567509785294533
14549,0.01802130788564682
14599,0.01874879002571106
14649,0.01570892333984375
14699,0.01713963970541954
14749,0.0167671088129282
14799,0.018882878124713898
14849,0.015529530122876167
14899,0.017954792827367783
14949,0.017044294625520706
14999,0.016490165144205093
15049,0.01729709655046463
15099,0.017346631735563278
15149,0.016720250248908997
15199,0.01744901016354561
15249,0.016806015744805336
15299,0.01727021485567093
15349,0.018204759806394577
15399,0.017328599467873573
15449,0.015140319243073463
15499,0.016534289345145226
15549,0.015345080755650997
15599,0.017794949933886528
15649,0.015880480408668518
15699,0.014787398278713226
15749,0.014854496344923973
15799,0.015381379052996635
15849,0.016462935134768486
15899,0.01691344752907753
15949,0.015482454560697079
15999,0.014962416142225266
16049,0.016278408467769623
16099,0.014755791053175926
16149,0.015464937314391136
16199,0.01636013202369213
16249,0.01718515157699585
16299,0.017135970294475555
16349,0.015149151906371117
16399,0.013663461431860924
16449,0.015573915094137192
16499,0.015208021737635136
16549,0.015979357063770294
16599,0.013733270578086376
16649,0.014099577441811562
16699,0.016881410032510757
16749,0.015082018449902534
16799,0.015313173644244671
16849,0.014292346313595772
16899,0.015079924836754799
16949,0.013810412958264351
16999,0.013980163261294365
17049,0.015403592959046364
17099,0.01461959257721901
17149,0.014424175955355167
17199,0.01559542678296566
17249,0.01441214606165886
17299,0.016216110438108444
17349,0.01354040764272213
17399,0.013249967247247696
17449,0.015504701063036919
17499,0.01389350276440382
17549,0.016055308282375336
17599,0.014468669891357422
17649,0.014087043702602386
17699,0.01404761802405119
17749,0.0150232445448637
17799,0.014421846717596054
17849,0.015712058171629906
17899,0.015547042712569237
17949,0.014657004736363888
17999,0.0146735068410635
18049,0.014033932238817215
18099,0.013305267319083214
18149,0.013908484019339085
18199,0.014215994626283646
18249,0.01462985947728157
18299,0.013686654157936573
18349,0.015528924763202667
18399,0.014006350189447403
18449,0.014730306342244148
18499,0.012845980934798717
18549,0.013618226163089275
18599,0.01577603444457054
18649,0.015534821897745132
18699,0.01451849564909935
18749,0.01373596303164959
18799,0.016048796474933624
18849,0.01616279035806656
18899,0.014457697048783302
18949,0.015299004502594471
18999,0.013373302295804024
19049,0.01397155225276947
19099,0.01507857907563448
19149,0.016160741448402405
19199,0.014243384823203087
19249,0.015746572986245155
19299,0.016003862023353577
19349,0.01537016499787569
19399,0.015021583996713161
19449,0.013145722448825836
19499,0.015905633568763733
