step,std_feature
49,0.05658430606126785
99,0.0710965022444725
149,0.10838249325752258
199,0.1525634378194809
249,0.18921367824077606
299,0.22064469754695892
349,0.24466702342033386
399,0.26248276233673096
449,0.27736395597457886
499,0.289969801902771
549,0.2956814765930176
599,0.3001582622528076
649,0.3040359616279602
699,0.30148351192474365
749,0.30248183012008667
799,0.2986876368522644
849,0.2922470271587372
899,0.28973251581192017
949,0.2820620536804199
999,0.2776740491390228
1049,0.2746483087539673
1099,0.2689671516418457
1149,0.2614051103591919
1199,0.2535720765590668
1249,0.2492152452468872
1299,0.24322275817394257
1349,0.23772744834423065
1399,0.2329966425895691
1449,0.22771653532981873
1499,0.22161409258842468
1549,0.21597525477409363
1599,0.21385197341442108
1649,0.20662567019462585
1699,0.20275406539440155
1749,0.19792668521404266
1799,0.19345366954803467
1849,0.18855226039886475
1899,0.18424896895885468
1949,0.1822824478149414
1999,0.17712900042533875
2049,0.17247378826141357
2099,0.16959653794765472
2149,0.1670123189687729
2199,0.1637355536222458
2249,0.15968666970729828
2299,0.15754210948944092
2349,0.15644845366477966
2399,0.1537565439939499
2449,0.14973002672195435
2499,0.14559857547283173
2549,0.14335618913173676
2599,0.1407473087310791
2649,0.1376567929983139
2699,0.1342780590057373
2749,0.13411851227283478
2799,0.13185995817184448
2849,0.13046406209468842
2899,0.1276707947254181
2949,0.12605354189872742
2999,0.12415476888418198
3049,0.12276971340179443
3099,0.12124140560626984
3149,0.1189502477645874
3199,0.11838585138320923
3249,0.11668743938207626
3299,0.11531376838684082
3349,0.11271916329860687
3399,0.1119534820318222
3449,0.11058642715215683
3499,0.11042200028896332
3549,0.1084141731262207
3599,0.10647618025541306
3649,0.1061147153377533
3699,0.10483592748641968
3749,0.1035059317946434
3799,0.10215967893600464
3849,0.10119631886482239
3899,0.10077685117721558
3949,0.09896623343229294
3999,0.09768297523260117
4049,0.09700310230255127
4099,0.09689172357320786
4149,0.09498213231563568
4199,0.09376406669616699
4249,0.09394973516464233
4299,0.09284394979476929
4349,0.09129812568426132
4399,0.09025758504867554
4449,0.08990433067083359
4499,0.08830182254314423
4549,0.08813796937465668
4599,0.0863935798406601
4649,0.08638931810855865
4699,0.08577754348516464
4749,0.08425965160131454
4799,0.08358371257781982
4849,0.08310973644256592
4899,0.08201797306537628
4949,0.08145356178283691
4999,0.08097171783447266
5049,0.08110206574201584
5099,0.07999953627586365
5149,0.079105906188488
5199,0.07854901999235153
5249,0.07847319543361664
5299,0.07746095210313797
5349,0.07584335654973984
5399,0.0751757025718689
5449,0.07436196506023407
5499,0.07250575721263885
5549,0.07293251156806946
5599,0.07233576476573944
5649,0.07212558388710022
5699,0.07074964046478271
5749,0.07070820778608322
5799,0.07041425257921219
5849,0.06995753943920135
5899,0.06923120468854904
5949,0.069419264793396
5999,0.06926390528678894
6049,0.06830079108476639
6099,0.06842443346977234
6149,0.06763483583927155
6199,0.06767939776182175
6249,0.06680271029472351
6299,0.06594222784042358
6349,0.06562530994415283
6399,0.06514061987400055
6449,0.06441295892000198
6499,0.06410762667655945
6549,0.06354281306266785
6599,0.06370899081230164
6649,0.06288819015026093
6699,0.06297875940799713
6749,0.06155935674905777
6799,0.061655014753341675
6849,0.06126285716891289
6899,0.060325946658849716
6949,0.06076474115252495
6999,0.06074320524930954
7049,0.06087531894445419
7099,0.0604584738612175
7149,0.059757307171821594
7199,0.059242647141218185
7249,0.05871450901031494
7299,0.05859578400850296
7349,0.05754552036523819
7399,0.057133495807647705
7449,0.05659424513578415
7499,0.05584992468357086
7549,0.05514773353934288
7599,0.0549425408244133
7649,0.05557752773165703
7699,0.054139554500579834
7749,0.054701052606105804
7799,0.05454608425498009
7849,0.054905764758586884
7899,0.05413530021905899
7949,0.0542757622897625
7999,0.05378973111510277
8049,0.05328153073787689
8099,0.05283745750784874
8149,0.0526454858481884
8199,0.05263350531458855
8249,0.05190620571374893
8299,0.051778268069028854
8349,0.051724713295698166
8399,0.05138424038887024
8449,0.05062652379274368
8499,0.05005120858550072
8549,0.04998200386762619
8599,0.05048361420631409
8649,0.05033225566148758
8699,0.050306640565395355
8749,0.05039408057928085
8799,0.0501541793346405
8849,0.04926063120365143
8899,0.04930189996957779
8949,0.049176257103681564
8999,0.04801810905337334
9049,0.04749656841158867
9099,0.04732552170753479
9149,0.047091852873563766
9199,0.04684241861104965
9249,0.04639759659767151
9299,0.04535976052284241
9349,0.045812301337718964
9399,0.04584931582212448
9449,0.04499727487564087
9499,0.044650301337242126
9549,0.04413118213415146
9599,0.04420381784439087
9649,0.044306278228759766
9699,0.043425552546978
9749,0.04344279691576958
9799,0.043531835079193115
9849,0.043219178915023804
9899,0.04256358742713928
9949,0.04256223142147064
9999,0.042277611792087555
10049,0.04200155660510063
10099,0.042137663811445236
10149,0.04136256128549576
10199,0.04152991250157356
10249,0.041181016713380814
10299,0.04064664989709854
10349,0.040542688220739365
10399,0.040188729763031006
10449,0.040417954325675964
10499,0.040424905717372894
10549,0.0398324690759182
10599,0.04013433679938316
10649,0.04010415077209473
10699,0.03999602049589157
10749,0.039381563663482666
10799,0.03940807282924652
10849,0.0388839989900589
10899,0.03862068057060242
10949,0.03905922919511795
10999,0.038417935371398926
11049,0.03843800351023674
11099,0.03807412087917328
11149,0.037802085280418396
11199,0.0376436673104763
11249,0.03736072778701782
11299,0.03723115101456642
11349,0.03705689311027527
11399,0.036848023533821106
11449,0.03658045083284378
11499,0.03670560568571091
11549,0.03664024919271469
11599,0.03623276576399803
11649,0.036530591547489166
11699,0.036203715950250626
11749,0.035699401050806046
11799,0.03563901409506798
11849,0.03558657318353653
11899,0.03525703400373459
11949,0.03499895706772804
11999,0.034786805510520935
12049,0.03452556952834129
12099,0.03421950712800026
12149,0.03432353213429451
12199,0.03379276394844055
12249,0.033851951360702515
12299,0.03377837687730789
12349,0.03350219130516052
12399,0.03323086351156235
12449,0.033154670149087906
12499,0.03278627246618271
12549,0.0324552096426487
12599,0.03249947726726532
12649,0.032108984887599945
12699,0.03172377124428749
12749,0.03188072890043259
12799,0.031446393579244614
12849,0.031393468379974365
12899,0.03135065734386444
12949,0.03118133544921875
12999,0.030883437022566795
13049,0.03065170906484127
13099,0.030218016356229782
13149,0.03012225776910782
13199,0.029834812507033348
13249,0.029646940529346466
13299,0.029387986287474632
13349,0.029240384697914124
13399,0.029635539278388023
13449,0.029480647295713425
13499,0.02910153567790985
13549,0.0289173424243927
13599,0.0290185809135437
13649,0.02872103452682495
13699,0.028427060693502426
13749,0.02847001515328884
13799,0.027954820543527603
13849,0.027987152338027954
13899,0.027845561504364014
13949,0.02782888524234295
13999,0.027514880523085594
14049,0.027548229321837425
14099,0.027126725763082504
14149,0.027147701010107994
14199,0.02680550143122673
14249,0.026715099811553955
14299,0.02657967060804367
14349,0.026208948343992233
14399,0.026172738522291183
14449,0.0263053085654974
14499,0.025817178189754486
14549,0.025881405919790268
14599,0.02568289451301098
14649,0.02561330422759056
14699,0.025522153824567795
14749,0.025172075256705284
14799,0.025407172739505768
14849,0.02497069165110588
14899,0.02499532699584961
14949,0.024560539051890373
14999,0.02449071779847145
15049,0.02431321144104004
15099,0.02422798052430153
15149,0.02375440113246441
15199,0.024060463532805443
15249,0.02368093654513359
15299,0.02365885302424431
15349,0.02369029074907303
15399,0.023739246651530266
15449,0.023292480036616325
15499,0.02314654365181923
15549,0.02295421063899994
15599,0.022956766188144684
15649,0.02297092042863369
15699,0.022685084491968155
15749,0.022692173719406128
15799,0.022614922374486923
15849,0.022460155189037323
15899,0.02236291393637657
15949,0.022458747029304504
15999,0.022179022431373596
16049,0.022071760147809982
16099,0.021906381472945213
16149,0.022001035511493683
16199,0.021824628114700317
16249,0.02167293056845665
16299,0.021567579358816147
16349,0.021742772310972214
16399,0.021480975672602654
16449,0.02108030579984188
16499,0.021093476563692093
16549,0.021258842200040817
16599,0.021009385585784912
16649,0.02086612582206726
16699,0.02056809514760971
16749,0.020513787865638733
16799,0.02055095136165619
16849,0.02035481482744217
16899,0.020610688254237175
16949,0.02053741365671158
16999,0.020549844950437546
17049,0.02023061364889145
17099,0.020221158862113953
17149,0.02017853781580925
17199,0.020000699907541275
17249,0.020124580711126328
17299,0.019785255193710327
17349,0.020043734461069107
17399,0.01990671642124653
17449,0.019857516512274742
17499,0.01988215371966362
17549,0.019757835194468498
17599,0.019687533378601074
17649,0.019658740609884262
17699,0.019792264327406883
17749,0.019622130319476128
17799,0.019525237381458282
17849,0.019202008843421936
17899,0.019262082874774933
17949,0.01918172463774681
17999,0.019216757267713547
18049,0.019434619694948196
18099,0.01916646771132946
18149,0.01929699443280697
18199,0.019138013944029808
18249,0.019173746928572655
18299,0.019062668085098267
18349,0.019090672954916954
18399,0.018995996564626694
18449,0.018977481871843338
18499,0.019104845821857452
18549,0.019041355699300766
18599,0.018956921994686127
18649,0.018988726660609245
18699,0.01893596164882183
18749,0.01900281384587288
18799,0.018812328577041626
18849,0.018844520673155785
18899,0.01874234527349472
18949,0.018876414746046066
18999,0.018818121403455734
19049,0.01873479038476944
19099,0.018996987491846085
19149,0.01889762096107006
19199,0.018703816458582878
19249,0.019041579216718674
19299,0.018894560635089874
19349,0.018791481852531433
19399,0.01865321397781372
19449,0.018874451518058777
19499,0.01871640980243683
