step,Cor_view_jk_10_emb
49,0.3413378894329071
99,0.4043612480163574
149,0.37197303771972656
199,0.39161819219589233
249,0.3743020296096802
299,0.3905707895755768
349,0.3957969546318054
399,0.3706786334514618
449,0.4514017403125763
499,0.373619019985199
549,0.38726943731307983
599,0.3729906976222992
649,0.3901880383491516
699,0.40321412682533264
749,0.3920549154281616
799,0.38787344098091125
849,0.3854159414768219
899,0.43827497959136963
949,0.3876679539680481
999,0.37759074568748474
1049,0.43144530057907104
1099,0.3905366063117981
1149,0.38821226358413696
1199,0.4115787446498871
1249,0.4132537841796875
1299,0.4095779061317444
1349,0.41209083795547485
1399,0.4656922221183777
1449,0.40179815888404846
1499,0.4426717162132263
1549,0.37977147102355957
1599,0.4040156602859497
1649,0.44814687967300415
1699,0.4109879732131958
1749,0.39816251397132874
1799,0.4250205457210541
1849,0.37930741906166077
1899,0.4006536900997162
1949,0.38589197397232056
1999,0.4149753153324127
2049,0.4435091018676758
2099,0.4056169390678406
2149,0.3744244873523712
2199,0.41047364473342896
2249,0.39610302448272705
2299,0.4088488519191742
2349,0.3999629318714142
2399,0.3758057951927185
2449,0.4601978659629822
2499,0.38835108280181885
2549,0.39787518978118896
2599,0.43746417760849
2649,0.4153844714164734
2699,0.3952043652534485
2749,0.4203653931617737
2799,0.4191626310348511
2849,0.40851739048957825
2899,0.40944862365722656
2949,0.3759286403656006
2999,0.467664897441864
3049,0.392961323261261
3099,0.40445804595947266
3149,0.447162389755249
3199,0.4069724678993225
3249,0.3995458483695984
3299,0.4106125235557556
3349,0.4114985466003418
3399,0.4145088791847229
3449,0.38771116733551025
3499,0.44402047991752625
3549,0.4086393415927887
3599,0.4445618987083435
3649,0.42361193895339966
3699,0.41088202595710754
3749,0.46315300464630127
3799,0.4457155466079712
3849,0.408945232629776
3899,0.4120475649833679
3949,0.41207802295684814
3999,0.42874664068222046
4049,0.4281763434410095
4099,0.43357300758361816
4149,0.4172952175140381
4199,0.42638659477233887
4249,0.41231608390808105
4299,0.44156962633132935
4349,0.39493656158447266
4399,0.4302508234977722
4449,0.39275890588760376
4499,0.4173785150051117
