step,Cor_batch_ik_00_emb
49,0.3205734193325043
99,0.27577483654022217
149,0.33591169118881226
199,0.33410847187042236
249,0.3090828061103821
299,0.31246039271354675
349,0.3186257779598236
399,0.3058728575706482
449,0.33983713388442993
499,0.2836461365222931
549,0.36985525488853455
599,0.33831122517585754
649,0.3263751268386841
699,0.330272376537323
749,0.3433944582939148
799,0.32395419478416443
849,0.3229203522205353
899,0.29087936878204346
949,0.2768860459327698
999,0.3134949803352356
1049,0.31667497754096985
1099,0.33686354756355286
1149,0.3002447187900543
1199,0.3114006817340851
1249,0.304537832736969
1299,0.268311083316803
1349,0.2922728657722473
1399,0.310524582862854
1449,0.2654130160808563
1499,0.2966856360435486
1549,0.30400970578193665
1599,0.2998518645763397
1649,0.3002733290195465
1699,0.2950167655944824
1749,0.2768133282661438
1799,0.2666536569595337
1849,0.31118613481521606
1899,0.300550639629364
1949,0.2607523500919342
1999,0.28785356879234314
2049,0.27767401933670044
2099,0.2952987849712372
2149,0.26077699661254883
2199,0.28804394602775574
2249,0.27460092306137085
2299,0.287192702293396
2349,0.27562060952186584
2399,0.2510547637939453
2449,0.26020097732543945
2499,0.2784758508205414
2549,0.28950318694114685
2599,0.26996925473213196
2649,0.2666659951210022
2699,0.2811660170555115
2749,0.26561829447746277
2799,0.27420637011528015
2849,0.2943696975708008
2899,0.25753122568130493
2949,0.2546091079711914
2999,0.2748100161552429
3049,0.28175637125968933
3099,0.25052571296691895
3149,0.219037264585495
3199,0.222726970911026
3249,0.24284835159778595
3299,0.2618568241596222
3349,0.23209501802921295
3399,0.27849259972572327
3449,0.22547639906406403
3499,0.2638412415981293
3549,0.2230760008096695
3599,0.26700571179389954
3649,0.2420315146446228
3699,0.2432699203491211
3749,0.24189889430999756
3799,0.2638179361820221
3849,0.23900477588176727
3899,0.25007209181785583
3949,0.21905730664730072
3999,0.23567833006381989
4049,0.2178412824869156
4099,0.21941915154457092
4149,0.25166597962379456
4199,0.2449864000082016
4249,0.24476727843284607
4299,0.23026268184185028
4349,0.24385309219360352
4399,0.2727501094341278
4449,0.25343796610832214
4499,0.2256486415863037
4549,0.2337927222251892
4599,0.23681578040122986
4649,0.24405141174793243
4699,0.23657281696796417
4749,0.23978975415229797
4799,0.23839129507541656
4849,0.21967603266239166
4899,0.2532658874988556
4949,0.22173132002353668
4999,0.258420467376709
5049,0.2217043787240982
5099,0.23760263621807098
5149,0.2263028621673584
5199,0.23550283908843994
5249,0.20831644535064697
5299,0.2178650200366974
5349,0.2236858457326889
5399,0.1859138309955597
5449,0.14956611394882202
5499,0.21944913268089294
5549,0.2117358297109604
5599,0.22622337937355042
5649,0.1527509093284607
5699,0.2209470570087433
5749,0.19491131603717804
5799,0.1589493751525879
5849,0.22149741649627686
5899,0.15632560849189758
5949,0.154205784201622
5999,0.17133568227291107
6049,0.164059579372406
