step,Cor_view_jk_01_emb
49,0.42118585109710693
99,0.5099829435348511
149,0.4965640902519226
199,0.42749395966529846
249,0.5149675607681274
299,0.49880725145339966
349,0.48460379242897034
399,0.5107288360595703
449,0.45963582396507263
499,0.4178512990474701
549,0.5621018409729004
599,0.5006462931632996
649,0.5371517539024353
699,0.50210040807724
749,0.4986517131328583
799,0.5599122643470764
849,0.5082968473434448
899,0.46732035279273987
949,0.48963356018066406
999,0.48746803402900696
1049,0.5501785278320312
1099,0.5036497116088867
1149,0.5247066020965576
1199,0.49843600392341614
1249,0.5245150327682495
1299,0.4961301386356354
1349,0.4336950480937958
1399,0.516750693321228
1449,0.5015345215797424
1499,0.5976862907409668
1549,0.5572616457939148
1599,0.5173431038856506
1649,0.5036081671714783
1699,0.5165754556655884
1749,0.552381157875061
1799,0.49899664521217346
1849,0.45075246691703796
1899,0.5148383378982544
1949,0.47987446188926697
1999,0.5051514506340027
2049,0.589642345905304
2099,0.49869489669799805
2149,0.4784242510795593
2199,0.5327763557434082
2249,0.49273523688316345
2299,0.5734441876411438
2349,0.5454389452934265
2399,0.47980940341949463
2449,0.48533549904823303
2499,0.4986540377140045
2549,0.4788558781147003
2599,0.5021977424621582
2649,0.4673680067062378
2699,0.5068610310554504
2749,0.4535471200942993
2799,0.47018569707870483
2849,0.5732801556587219
2899,0.4270516633987427
2949,0.5048477649688721
2999,0.4774285554885864
3049,0.5367092490196228
3099,0.5676321387290955
3149,0.49473175406455994
3199,0.4843958914279938
3249,0.5319452881813049
3299,0.5068415403366089
3349,0.49341684579849243
3399,0.5023159980773926
3449,0.5189948678016663
3499,0.4974629282951355
3549,0.42679426074028015
3599,0.53667151927948
3649,0.4923754334449768
3699,0.47100603580474854
3749,0.502402126789093
3799,0.5274461507797241
3849,0.5645431876182556
3899,0.43272581696510315
3949,0.5400995016098022
3999,0.5212715268135071
4049,0.5046494007110596
4099,0.477643758058548
4149,0.5176615118980408
4199,0.4632679224014282
4249,0.4483649730682373
4299,0.5075453519821167
4349,0.4789472818374634
4399,0.45252367854118347
4449,0.5139082074165344
4499,0.5110017657279968
4549,0.5431603193283081
4599,0.5093860030174255
4649,0.47237950563430786
4699,0.5370455384254456
4749,0.4899747371673584
4799,0.4618765711784363
4849,0.4639580249786377
4899,0.5074359178543091
4949,0.48375996947288513
4999,0.6094761490821838
5049,0.4960695207118988
5099,0.47369885444641113
5149,0.46302399039268494
5199,0.5019122958183289
5249,0.4322684705257416
5299,0.4554711878299713
5349,0.5812765955924988
5399,0.5306305885314941
5449,0.48480817675590515
5499,0.49717411398887634
5549,0.42775705456733704
5599,0.4763585031032562
5649,0.5521742105484009
5699,0.5074787735939026
5749,0.584465503692627
5799,0.5391932725906372
5849,0.5239233374595642
5899,0.48661160469055176
5949,0.4482026696205139
5999,0.5460580587387085
6049,0.5238016843795776
6099,0.4846430718898773
6149,0.5480186939239502
6199,0.44889065623283386
6249,0.435588002204895
6299,0.5231170654296875
6349,0.542026162147522
6399,0.4531986713409424
6449,0.5102636218070984
6499,0.5010308623313904
6549,0.46619927883148193
6599,0.5348519086837769
6649,0.4690539538860321
6699,0.5451631546020508
6749,0.5562078952789307
6799,0.470874547958374
6849,0.45020705461502075
6899,0.4741303026676178
6949,0.5063463449478149
6999,0.4479864239692688
7049,0.5267788171768188
7099,0.5177420377731323
7149,0.46043655276298523
7199,0.4882787764072418
7249,0.4580995440483093
7299,0.4467725157737732
7349,0.49253374338150024
7399,0.4889926314353943
7449,0.44212862849235535
7499,0.46020781993865967
7549,0.5188884139060974
7599,0.5014949440956116
7649,0.5038820505142212
7699,0.49115461111068726
7749,0.5200068354606628
7799,0.4508267939090729
7849,0.45572003722190857
7899,0.5651518106460571
7949,0.41345861554145813
7999,0.5559622049331665
8049,0.4651910066604614
8099,0.46295276284217834
8149,0.4861159324645996
8199,0.49665334820747375
8249,0.493376225233078
8299,0.5322296619415283
8349,0.49602413177490234
8399,0.6055335998535156
8449,0.5012937784194946
8499,0.5177173614501953
8549,0.4731729328632355
8599,0.5718526840209961
8649,0.46585845947265625
8699,0.4804272949695587
8749,0.45055335760116577
8799,0.5769409537315369
8849,0.4945620596408844
8899,0.5036227703094482
8949,0.472135066986084
8999,0.5195191502571106
9049,0.4781598150730133
9099,0.5168206691741943
9149,0.4844170808792114
9199,0.536592423915863
9249,0.574312150478363
9299,0.49669262766838074
9349,0.47913655638694763
9399,0.5057269334793091
9449,0.48514047265052795
9499,0.5098060965538025
9549,0.5001487135887146
9599,0.5036957263946533
9649,0.5047200918197632
9699,0.4537464380264282
9749,0.49733492732048035
