step,epoch
49,0
99,0
149,0
199,0
249,0
299,0
349,0
399,1
449,1
499,1
549,1
599,1
649,1
699,1
749,1
799,2
849,2
899,2
949,2
999,2
1049,2
1099,2
1149,2
1199,3
1249,3
1299,3
1349,3
1399,3
1449,3
1499,3
1549,3
1599,4
1649,4
1699,4
1749,4
1799,4
1849,4
1899,4
1949,4
1949,4
1999,5
2049,5
2099,5
2149,5
2199,5
2249,5
2299,5
2349,6
2399,6
2449,6
2499,6
2549,6
2599,6
2649,6
2699,6
2749,7
2799,7
2849,7
2899,7
2949,7
2999,7
3049,7
3099,7
3149,8
3199,8
3249,8
3299,8
3349,8
3399,8
3449,8
3499,8
3549,9
3599,9
3649,9
3699,9
3749,9
3799,9
3849,9
3899,9
3899,9
3949,10
3999,10
4049,10
4099,10
4149,10
4199,10
4249,10
4299,11
4349,11
4399,11
4449,11
4499,11
4549,11
4599,11
4649,11
4699,12
4749,12
4799,12
4849,12
4899,12
4949,12
4999,12
5049,12
5099,13
5149,13
5199,13
5249,13
5299,13
5349,13
5399,13
5449,13
5499,14
5549,14
5599,14
5649,14
5699,14
5749,14
5799,14
5849,14
5849,14
5899,15
5949,15
5999,15
6049,15
6099,15
6149,15
6199,15
6249,16
6299,16
6349,16
6399,16
6449,16
6499,16
6549,16
6599,16
6649,17
6699,17
6749,17
6799,17
6849,17
6899,17
6949,17
6999,17
7049,18
7099,18
7149,18
7199,18
7249,18
7299,18
7349,18
7399,18
7449,19
7499,19
7549,19
7599,19
7649,19
7699,19
7749,19
7799,19
7799,19
7849,20
7899,20
7949,20
7999,20
8049,20
8099,20
8149,20
8199,21
8249,21
8299,21
8349,21
8399,21
8449,21
8499,21
8549,21
8599,22
8649,22
8699,22
8749,22
8799,22
8849,22
8899,22
8949,22
8999,23
9049,23
