step,kNN_accuracy
179,36.025474548339844
359,38.42038345336914
539,43.18471145629883
719,46.726112365722656
899,50.44586181640625
1079,53.29936218261719
1259,56.20382308959961
1439,58.6751594543457
1619,61.22292709350586
1799,62.77707290649414
1979,65.29936218261719
2159,66.44585418701172
2339,68.28025817871094
2519,70.36943054199219
2699,72.05094909667969
2879,72.20381927490234
3059,73.3503189086914
3239,74.57324981689453
3419,75.0063705444336
3599,76.61146545410156
3779,77.29936218261719
3959,78.01274108886719
4139,78.16560363769531
4319,78.90445709228516
4499,79.4649658203125
4679,80.5350341796875
4859,80.91719818115234
5039,81.8853530883789
5219,81.96178436279297
5399,82.39490509033203
5579,82.6496810913086
5759,83.03184509277344
5939,82.7515869140625
6119,83.41400909423828
6299,83.41400909423828
6479,83.41400909423828
6659,83.61783599853516
6839,83.74522399902344
7019,83.74522399902344
7199,83.41400909423828
