step,kNN_accuracy
1949,20.417959213256836
3899,23.47765350341797
5849,31.52684783935547
7799,38.00619888305664
9749,41.835819244384766
11699,44.27557373046875
13649,44.415557861328125
15599,46.34536361694336
17549,46.795318603515625
19499,47.1552848815918
