step,kNN_accuracy
974,58.274173736572266
1949,63.153682708740234
2924,65.36346435546875
3899,67.90320587158203
4874,70.24298095703125
5849,71.78282165527344
6824,72.28277587890625
7799,74.27257537841797
8774,75.35246276855469
9749,75.41246032714844
