step,kNN_accuracy
1949,38.47615051269531
3899,39.766021728515625
5849,38.37615966796875
7799,39.98600387573242
9749,40.26597595214844
11699,41.37586212158203
13649,41.435855865478516
15599,42.07579040527344
17549,42.625736236572266
19499,42.625736236572266
