step,Cor_feature_ij_01_emb
49,0.6543347239494324
99,0.5816456079483032
149,0.6313867568969727
199,0.6368695497512817
249,0.6216990351676941
299,0.6516402363777161
349,0.6610754132270813
399,0.6224162578582764
449,0.7352136373519897
499,0.6745045781135559
549,0.6369743347167969
599,0.6613701581954956
649,0.7105245590209961
699,0.6761493682861328
749,0.7106021642684937
799,0.6075437068939209
849,0.6692683696746826
899,0.7441999316215515
949,0.6265882253646851
999,0.6225809454917908
1049,0.6492953300476074
1099,0.6541249752044678
1149,0.700863778591156
1199,0.7229112386703491
1249,0.6735572814941406
1299,0.6749656200408936
1349,0.6967492699623108
1399,0.6664704084396362
1449,0.6736118793487549
1499,0.7167435884475708
1549,0.6968024969100952
1599,0.6724773645401001
1649,0.6331866383552551
1699,0.6816140413284302
1749,0.708280086517334
1799,0.6833734512329102
1849,0.7023573517799377
1899,0.6747558116912842
1949,0.6880199909210205
1999,0.6946017742156982
2049,0.6989979147911072
2099,0.7055498361587524
2149,0.7113949060440063
2199,0.7303451895713806
2249,0.7077075839042664
2299,0.7091089487075806
2349,0.6721726059913635
2399,0.7036584615707397
2449,0.6932780742645264
2499,0.7116291522979736
2549,0.7106949687004089
2599,0.7425389289855957
2649,0.6817018389701843
2699,0.6780558228492737
2749,0.7471334338188171
2799,0.7145590782165527
2849,0.7083539366722107
2899,0.7475832104682922
2949,0.7150362730026245
2999,0.7449739575386047
3049,0.7118936777114868
3099,0.7419085502624512
3149,0.7368228435516357
3199,0.6808638572692871
3249,0.7570098042488098
3299,0.7177403569221497
3349,0.7079976201057434
3399,0.7484062910079956
3449,0.7473176717758179
3499,0.7707422971725464
3549,0.7157405614852905
3599,0.6891697645187378
3649,0.7287722826004028
3699,0.7470797896385193
3749,0.7450864315032959
3799,0.6703873872756958
3849,0.7134547233581543
3899,0.6898760795593262
3949,0.7461857795715332
3999,0.7715997099876404
4049,0.7394022941589355
4099,0.7472840547561646
4149,0.7620260715484619
4199,0.7469985485076904
4249,0.7290992140769958
4299,0.7232693433761597
4349,0.727440595626831
4399,0.7140381336212158
4449,0.7211534380912781
4499,0.7427859306335449
4549,0.7319568991661072
4599,0.7569224834442139
4649,0.7680359482765198
4699,0.7452300786972046
4749,0.7756730914115906
4799,0.7423648834228516
4849,0.7254543304443359
4899,0.7336317896842957
4949,0.726325273513794
4999,0.7282118797302246
5049,0.7312948107719421
5099,0.7429559230804443
5149,0.7449323534965515
5199,0.7505428194999695
5249,0.7603693604469299
5299,0.7249700427055359
5349,0.7651283144950867
5399,0.7270928621292114
5449,0.7233973145484924
5499,0.7160953283309937
5549,0.7271589636802673
5599,0.7375874519348145
5649,0.7106977701187134
5699,0.6977706551551819
5749,0.7331146001815796
5799,0.7385561466217041
5849,0.6802757978439331
5899,0.7051253318786621
5949,0.7143653631210327
5999,0.7027295231819153
6049,0.7354952096939087
6099,0.699317216873169
6149,0.7030737400054932
6199,0.7037448287010193
6249,0.7153006196022034
6299,0.6832157969474792
6349,0.6929671764373779
6399,0.6874276399612427
6449,0.7218214869499207
6499,0.7151656150817871
6549,0.7074184417724609
6599,0.7138303518295288
6649,0.702286958694458
6699,0.7160753011703491
6749,0.7064241170883179
6799,0.7142177820205688
6849,0.715674102306366
6899,0.7124075889587402
6949,0.6894782185554504
6999,0.6872621774673462
7049,0.6822899580001831
7099,0.6836839318275452
7149,0.6850180625915527
7199,0.7170810699462891
7249,0.692326545715332
7299,0.6672378778457642
7349,0.727920413017273
7399,0.6664858460426331
7449,0.6846976280212402
7499,0.707133948802948
7549,0.6716961860656738
7599,0.6604785919189453
7649,0.7069606184959412
7699,0.6874728202819824
7749,0.6945925951004028
7799,0.7133469581604004
7849,0.6909047961235046
7899,0.6642345190048218
7949,0.6683721542358398
7999,0.6855815649032593
8049,0.7066068053245544
8099,0.6720442175865173
8149,0.6607389450073242
8199,0.6806998252868652
8249,0.6879823207855225
8299,0.6728191375732422
8349,0.6624573469161987
8399,0.6497159004211426
8449,0.6784235835075378
8499,0.6697307229042053
8549,0.6560792922973633
8599,0.6893312931060791
8649,0.6671831011772156
8699,0.6600355505943298
8749,0.6575356721878052
8799,0.6966049671173096
8849,0.6914231777191162
8899,0.653221070766449
8949,0.6640636920928955
8999,0.6494866609573364
9049,0.6657952070236206
9099,0.6831539869308472
9149,0.6926589012145996
9199,0.6643735766410828
9249,0.6659306883811951
9299,0.6540470123291016
9349,0.6700520515441895
9399,0.6808397173881531
9449,0.684820294380188
9499,0.6606098413467407
9549,0.6807428598403931
9599,0.7023375034332275
9649,0.6518003940582275
9699,0.6644357442855835
9749,0.679796576499939
9799,0.6843026876449585
9849,0.6599010229110718
9899,0.6754052639007568
9949,0.6688753366470337
9999,0.6673461198806763
10049,0.6286827921867371
10099,0.6774898767471313
10149,0.6750438809394836
10199,0.6456527709960938
10249,0.6766002178192139
10299,0.6784098148345947
10349,0.6741081476211548
10399,0.6443248391151428
10449,0.6906023025512695
10499,0.6623700857162476
10549,0.6500314474105835
10599,0.6536070108413696
10649,0.6393508911132812
10699,0.6816655397415161
10749,0.6748854517936707
10799,0.6600456237792969
10849,0.6644571423530579
10899,0.6671619415283203
10949,0.6907973289489746
10999,0.6733360290527344
11049,0.647117018699646
11099,0.6647176146507263
11149,0.6563913822174072
11199,0.6876626014709473
11249,0.6907312273979187
11299,0.6529520750045776
11349,0.6604020595550537
11399,0.6724739074707031
11449,0.6989653706550598
11499,0.624305784702301
11549,0.6848081946372986
11599,0.6396334767341614
11649,0.6627804040908813
11699,0.6347404718399048
11749,0.6742669343948364
11799,0.6728110909461975
11849,0.6562877893447876
11899,0.6630955934524536
11949,0.6598237752914429
11999,0.6630347371101379
12049,0.6577696800231934
12099,0.6648948788642883
12149,0.6710982322692871
12199,0.6904940605163574
12249,0.6617980003356934
12299,0.6630200147628784
12349,0.6768579483032227
12399,0.6629084944725037
12449,0.6803073883056641
12499,0.6762465238571167
12549,0.6484246253967285
12599,0.67596834897995
12649,0.6530712842941284
12699,0.6810199022293091
12749,0.6529872417449951
12799,0.6886484622955322
12849,0.6867481470108032
12899,0.6659750938415527
12949,0.6684021949768066
12999,0.6809680461883545
13049,0.6681545972824097
13099,0.6748749017715454
13149,0.6573873162269592
13199,0.6948138475418091
13249,0.6755515933036804
13299,0.6775574684143066
13349,0.6711046695709229
13399,0.6941315531730652
13449,0.6859712600708008
13499,0.682660698890686
13549,0.6939237713813782
13599,0.6585597395896912
13649,0.6666240692138672
13699,0.6591881513595581
13749,0.6720466613769531
13799,0.6934930086135864
13849,0.64273601770401
13899,0.6782712340354919
13949,0.6468977928161621
13999,0.6846035718917847
14049,0.6723576188087463
14099,0.6872913837432861
14149,0.652381181716919
14199,0.6462578773498535
14249,0.689070463180542
14299,0.6658128499984741
14349,0.7051423192024231
14399,0.6639094352722168
14449,0.6838949918746948
14499,0.6671373248100281
14549,0.6790638566017151
14599,0.6624270677566528
14649,0.6740053296089172
14699,0.6758885979652405
14749,0.6245723962783813
14799,0.6589441895484924
14849,0.6800604462623596
14899,0.6659612655639648
14949,0.6803689002990723
14999,0.6768069267272949
15049,0.6761153340339661
15099,0.6730800271034241
15149,0.6444401144981384
15199,0.6627693176269531
15249,0.6528375148773193
15299,0.657275915145874
15349,0.6710021495819092
15399,0.6897693872451782
15449,0.6824155449867249
15499,0.6563220024108887
15549,0.6636620759963989
15599,0.6741360425949097
15649,0.6397745609283447
15699,0.7015961408615112
15749,0.6627416610717773
15799,0.6890669465065002
15849,0.6666558384895325
15899,0.6706035137176514
15949,0.6256043314933777
15999,0.6961488127708435
16049,0.6565514802932739
16099,0.7038701772689819
16149,0.6620374917984009
16199,0.6847495436668396
16249,0.70806884765625
16299,0.7169437408447266
16349,0.6943086981773376
16399,0.6900705099105835
16449,0.6724387407302856
16499,0.6638461351394653
16549,0.6502432227134705
16599,0.6702538132667542
16649,0.6797382831573486
16699,0.6944351196289062
16749,0.6490339636802673
16799,0.6512476205825806
16849,0.6857568025588989
16899,0.6678073406219482
16949,0.6705374717712402
16999,0.6559581756591797
17049,0.6988323330879211
17099,0.6836498975753784
17149,0.6886117458343506
17199,0.6633666157722473
17249,0.6751070022583008
17299,0.6875936985015869
17349,0.658344566822052
17399,0.639923095703125
17449,0.6815990209579468
17499,0.6566543579101562
17549,0.6908189654350281
17599,0.6567763090133667
17649,0.6640908718109131
17699,0.6733955144882202
17749,0.6729936599731445
17799,0.6899511814117432
17849,0.6751608848571777
17899,0.6904020309448242
17949,0.6819756031036377
17999,0.6495619416236877
18049,0.7034146189689636
18099,0.6850560903549194
18149,0.6883411407470703
18199,0.6814942359924316
18249,0.7014609575271606
18299,0.6833961009979248
18349,0.6803110241889954
18399,0.6910358667373657
18449,0.6859349012374878
18499,0.656022310256958
18549,0.6684014797210693
18599,0.6683592796325684
18649,0.6887191534042358
18699,0.6744892597198486
18749,0.6791689395904541
18799,0.6741039752960205
18849,0.7044001221656799
18899,0.6632059216499329
18949,0.6758512854576111
18999,0.6755832433700562
19049,0.6919891834259033
19099,0.6886310577392578
19149,0.6808086633682251
19199,0.6896259784698486
19249,0.6810149550437927
19299,0.6799967288970947
19349,0.6780554056167603
19399,0.681897759437561
19449,0.6694360971450806
19499,0.6837389469146729
