step,kNN_accuracy
974,33.34666442871094
1949,35.376461029052734
2924,37.61623764038086
3899,39.4660530090332
4874,40.57594299316406
5849,42.715728759765625
6824,44.86551284790039
7799,46.65533447265625
8774,47.52524948120117
9749,47.965206146240234
