step,std_feature_emb
49,0.2130376100540161
99,0.4553404748439789
149,0.6289629936218262
199,0.725060224533081
249,0.7516137957572937
299,0.7312689423561096
349,0.6886579990386963
399,0.6329146027565002
449,0.578425407409668
499,0.5217716693878174
549,0.46852779388427734
599,0.42227572202682495
649,0.3780137598514557
699,0.33839142322540283
749,0.3033730685710907
799,0.2708542048931122
849,0.2430005818605423
899,0.21843919157981873
949,0.19573962688446045
999,0.17629626393318176
1049,0.15883539617061615
1099,0.1430564820766449
1149,0.1293298900127411
1199,0.11715446412563324
1249,0.10637703537940979
1299,0.09677492827177048
1349,0.08835123479366302
1399,0.08070098608732224
1449,0.0740831196308136
1499,0.06799658387899399
1549,0.06283251941204071
1599,0.05814877897500992
1649,0.05390504375100136
1699,0.050159189850091934
1749,0.04677017778158188
1799,0.043793853372335434
1849,0.041057758033275604
1899,0.03860192000865936
1949,0.036376237869262695
1999,0.034363891929388046
2049,0.032514799386262894
2099,0.030841929838061333
2149,0.029300015419721603
2199,0.027873286977410316
2249,0.026576578617095947
2299,0.025363683700561523
2349,0.02424589917063713
2399,0.025417925789952278
2449,0.027935972437262535
2499,0.029026754200458527
2549,0.029230359941720963
2599,0.028927788138389587
2649,0.028340039774775505
2699,0.027598606422543526
2749,0.02678631991147995
2799,0.025950074195861816
2849,0.025115035474300385
2899,0.024295508861541748
2949,0.02349935844540596
2999,0.02337169460952282
3049,0.027147367596626282
3099,0.029320551082491875
3149,0.030232500284910202
3199,0.030397692695260048
3249,0.030125178396701813
3299,0.02960183098912239
3349,0.028939174488186836
3399,0.028204038739204407
3449,0.027436181902885437
3499,0.0266600102186203
3549,0.025890588760375977
3599,0.02513796091079712
3649,0.024404961615800858
3699,0.023692911490797997
3749,0.023001622408628464
3799,0.022331176325678825
3849,0.0253329798579216
3899,0.02886241301894188
3949,0.030636440962553024
3999,0.031339459121227264
4049,0.03140544518828392
4099,0.031096545979380608
4149,0.03057132288813591
4199,0.029925109818577766
4249,0.02921525202691555
4299,0.028476331382989883
4349,0.027733156457543373
4399,0.02699762023985386
4449,0.026274725794792175
4499,0.025567330420017242
4549,0.02487688884139061
4599,0.024204028770327568
4649,0.02354893460869789
4699,0.022912032902240753
4749,0.02229689061641693
4799,0.02170201577246189
4849,0.02215222269296646
4899,0.026604650542140007
4949,0.02919536456465721
4999,0.030421018600463867
5049,0.030828170478343964
5099,0.030750706791877747
5149,0.030394598841667175
5199,0.029878534376621246
5249,0.02927350252866745
5299,0.028622232377529144
5349,0.027950365096330643
5399,0.02727324143052101
5449,0.026599880307912827
5499,0.025938112288713455
5549,0.025294285267591476
5599,0.024667557328939438
5649,0.024057134985923767
5699,0.023462310433387756
5749,0.022882694378495216
5799,0.02231774851679802
5849,0.02176690474152565
5899,0.02123313397169113
5949,0.020717410370707512
5999,0.020824505016207695
6049,0.02426202781498432
6099,0.026308856904506683
6149,0.027271615341305733
6199,0.02758347988128662
6249,0.02750816009938717
6299,0.027210449799895287
6349,0.026786768808960915
6399,0.02629251405596733
6449,0.02576105296611786
6499,0.02521255984902382
6549,0.024658890441060066
6599,0.024107223376631737
6649,0.023562442511320114
6699,0.02303210459649563
6749,0.02251635678112507
6799,0.022013818845152855
6849,0.021523499861359596
6899,0.021044611930847168
6949,0.02057678811252117
6999,0.02011958509683609
7049,0.019673891365528107
7099,0.019244782626628876
7149,0.021566463634371758
7199,0.023670580238103867
7249,0.02472512796521187
7299,0.02514118142426014
7349,0.02517569251358509
7399,0.024983789771795273
7449,0.024662358686327934
7499,0.024272171780467033
7549,0.02384464628994465
7599,0.023398449644446373
7649,0.022944871336221695
7699,0.022490626201033592
7749,0.022039642557501793
7799,0.021594293415546417
7849,0.021159633994102478
7899,0.020738160237669945
7949,0.020327867940068245
7999,0.01992739364504814
8049,0.01953590102493763
8099,0.01915252022445202
8149,0.01877705752849579
8199,0.018409227952361107
8249,0.018053533509373665
8299,0.018867546692490578
8349,0.019900964573025703
8399,0.020376376807689667
8449,0.02050846628844738
8499,0.020435603335499763
8549,0.020241625607013702
8599,0.019977929070591927
8649,0.019680237397551537
8699,0.01936529576778412
8749,0.019042206928133965
8799,0.018716609105467796
8849,0.018391789868474007
8899,0.0180699173361063
8949,0.01775195635855198
8999,0.0174398273229599
9049,0.017137933522462845
9099,0.017392199486494064
9149,0.019266491755843163
9199,0.020342092961072922
9249,0.020847368985414505
9299,0.021009502932429314
9349,0.020966481417417526
9399,0.020804299041628838
9449,0.020577020943164825
9499,0.020312665030360222
9549,0.020027928054332733
9599,0.019732803106307983
9649,0.019433218985795975
9699,0.019132936373353004
9749,0.018834313377738
9799,0.018542032688856125
9849,0.018258413299918175
9899,0.017981447279453278
9949,0.01771014928817749
9999,0.017444003373384476
10049,0.017182448878884315
10099,0.016925232484936714
10149,0.016672272235155106
10199,0.016427358612418175
10249,0.016190290451049805
10299,0.015959372743964195
10349,0.0157333854585886
10399,0.015511593781411648
10449,0.015926528722047806
10499,0.017271190881729126
10549,0.018014775589108467
10599,0.018364818766713142
10649,0.018478889018297195
10699,0.018451543524861336
10749,0.018340039998292923
10799,0.018178801983594894
10849,0.01798859052360058
10899,0.017781969159841537
10949,0.01756802201271057
10999,0.0173554178327322
11049,0.01714518293738365
11099,0.016937274485826492
11149,0.01673169806599617
11199,0.016528431326150894
11249,0.01632753200829029
11299,0.01612897217273712
11349,0.01593472994863987
11399,0.015747733414173126
11449,0.015565983019769192
11499,0.015388132072985172
11549,0.015213461592793465
11599,0.015041586942970753
11649,0.014872086234390736
11699,0.014704735949635506
11749,0.014542064629495144
11799,0.01438529696315527
11849,0.014232698827981949
11899,0.014083322137594223
11949,0.013936453498899937
11999,0.013791529461741447
12049,0.013648398220539093
12099,0.013507082127034664
12149,0.013370499946177006
12199,0.013238501735031605
12249,0.013109888881444931
12299,0.012983886525034904
12349,0.012859909795224667
12399,0.012737634591758251
12449,0.012616810388863087
12499,0.012938386760652065
12549,0.013572660274803638
12599,0.013916529715061188
12649,0.014075586572289467
12699,0.014123240485787392
12749,0.014103919267654419
12799,0.014044401235878468
12849,0.013960939832031727
12899,0.013864531181752682
12949,0.013763921335339546
12999,0.013661353848874569
13049,0.013557925820350647
13099,0.013454253785312176
13149,0.01335076428949833
13199,0.01324771810323
13249,0.013145267963409424
13299,0.013044917955994606
13349,0.012948768213391304
13399,0.012855546548962593
13449,0.01276426576077938
13499,0.012674449943006039
13549,0.012585760094225407
13599,0.01249790284782648
13649,0.012410659343004227
13699,0.012326203286647797
13749,0.012245474383234978
13799,0.01216714084148407
13849,0.01209036260843277
13899,0.012014790438115597
13949,0.011940088123083115
13999,0.011866151355206966
14049,0.011792793869972229
14099,0.011722303926944733
14149,0.011654744856059551
14199,0.011589101515710354
14249,0.011524771340191364
14299,0.011461369693279266
14349,0.01139860413968563
14399,0.011336357332766056
14449,0.011274904012680054
14499,0.01121627539396286
14549,0.011160111054778099
14599,0.01110557559877634
14649,0.011052035726606846
14699,0.01099911518394947
14749,0.01094666589051485
14799,0.010894610546529293
14849,0.010843508876860142
14899,0.010795152746140957
14949,0.01074870117008686
14999,0.010703440755605698
15049,0.010659022256731987
15099,0.0106152119114995
