step,kNN_accuracy
974,24.107589721679688
1949,25.51744842529297
2924,30.60694122314453
3899,39.09608840942383
4874,45.665435791015625
5849,50.06499481201172
6824,51.794822692871094
7799,53.624637603759766
8774,54.49454879760742
9749,54.48455047607422
