step,train_loss
49,-0.7166532278060913
99,-0.7418931126594543
149,-0.7653133273124695
199,-0.7862507700920105
249,-0.8099241256713867
299,-0.8556097149848938
349,-0.8406368494033813
399,-0.8447040319442749
449,-0.8247127532958984
499,-0.8285516500473022
549,-0.8309681415557861
599,-0.8067463040351868
649,-0.8105409145355225
699,-0.8264442682266235
749,-0.8225004076957703
799,-0.8273873925209045
849,-0.8463560938835144
899,-0.807874858379364
949,-0.8597042560577393
999,-0.8096913695335388
1049,-0.8287672996520996
1099,-0.8372568488121033
1149,-0.8093854188919067
1199,-0.8109578490257263
1249,-0.8466846942901611
1299,-0.79871666431427
1349,-0.8365973234176636
1399,-0.8187744617462158
1449,-0.842859148979187
1499,-0.837451696395874
1549,-0.8281446695327759
1599,-0.809224009513855
1649,-0.8110241293907166
1699,-0.8319053649902344
1749,-0.839645504951477
1799,-0.8147349953651428
1849,-0.8231033086776733
1899,-0.83527010679245
1949,-0.8203809261322021
1999,-0.8223084211349487
2049,-0.8164365291595459
2099,-0.8202258348464966
2149,-0.8361663222312927
2199,-0.8484193086624146
2249,-0.8268921375274658
2299,-0.8148331642150879
2349,-0.8470020294189453
2399,-0.8258910775184631
2449,-0.8355404734611511
2499,-0.8103271722793579
2549,-0.8285735845565796
2599,-0.8205122947692871
2649,-0.8104220628738403
2699,-0.8224248290061951
2749,-0.8208459615707397
2799,-0.8464269638061523
2849,-0.8346656560897827
2899,-0.8369154930114746
2949,-0.8189375996589661
2999,-0.8404443264007568
3049,-0.8404990434646606
3099,-0.8372189998626709
3149,-0.8065018653869629
3199,-0.8375799059867859
3249,-0.8279439806938171
3299,-0.8192570209503174
3349,-0.8216400146484375
3399,-0.8238909840583801
3449,-0.8294004201889038
3499,-0.8280931711196899
3549,-0.806675910949707
3599,-0.8492770195007324
3649,-0.8264274597167969
3699,-0.8260814547538757
3749,-0.8195841312408447
3799,-0.8281373381614685
3849,-0.8180991411209106
3899,-0.82841557264328
3949,-0.83690345287323
3999,-0.8095470666885376
4049,-0.833867073059082
4099,-0.8190714716911316
4149,-0.8336286544799805
4199,-0.8281750679016113
4249,-0.8205552697181702
4299,-0.8336958289146423
4349,-0.8358595371246338
4399,-0.8396570682525635
4449,-0.8160834312438965
4499,-0.820193886756897
4549,-0.8260972499847412
4599,-0.822990894317627
4649,-0.8058972954750061
4699,-0.8193070292472839
4749,-0.8322573900222778
4799,-0.8141720294952393
4849,-0.8189208507537842
4899,-0.8236861228942871
4949,-0.8312387466430664
4999,-0.8131686449050903
5049,-0.8156406283378601
5099,-0.8246546387672424
5149,-0.8188410997390747
5199,-0.8363531231880188
5249,-0.8277143239974976
5299,-0.8107734322547913
5349,-0.8508833050727844
5399,-0.832489013671875
5449,-0.8325753211975098
5499,-0.8177598714828491
5549,-0.8302735090255737
5599,-0.8187118172645569
5649,-0.8459541201591492
5699,-0.8493940830230713
5749,-0.8348453640937805
5799,-0.81256502866745
5849,-0.8505969047546387
5899,-0.8431999683380127
5949,-0.8064419031143188
5999,-0.8289177417755127
6049,-0.8354446887969971
6099,-0.8252072334289551
6149,-0.8289155960083008
6199,-0.8380435705184937
6249,-0.8240835070610046
6299,-0.8266164064407349
6349,-0.8291870951652527
6399,-0.8197094202041626
6449,-0.8464078307151794
6499,-0.8307816982269287
6549,-0.8374986052513123
6599,-0.8346364498138428
6649,-0.8439981937408447
6699,-0.838722825050354
6749,-0.8390302062034607
6799,-0.8480087518692017
6849,-0.84270179271698
6899,-0.8375687599182129
6949,-0.8511842489242554
6999,-0.8457751274108887
7049,-0.8354772329330444
7099,-0.83984375
7149,-0.8291508555412292
7199,-0.8351706266403198
7249,-0.8273242712020874
7299,-0.8259389400482178
7349,-0.8396224975585938
7399,-0.8469526767730713
7449,-0.8459942936897278
7499,-0.8360598087310791
7549,-0.8270664811134338
7599,-0.83519446849823
7649,-0.8312476873397827
7699,-0.8275145888328552
7749,-0.8357664942741394
7799,-0.8422163724899292
7849,-0.8308985233306885
7899,-0.8472926616668701
7949,-0.8432080745697021
7999,-0.8508710861206055
8049,-0.8198550343513489
8099,-0.8488330245018005
8149,-0.829037606716156
8199,-0.8451811075210571
8249,-0.8315290808677673
8299,-0.8309807777404785
8349,-0.8230836391448975
8399,-0.8350153565406799
8449,-0.8496561050415039
8499,-0.8463826775550842
8549,-0.8509319424629211
8599,-0.8427115082740784
8649,-0.831278920173645
8699,-0.8621699213981628
8749,-0.83709716796875
8799,-0.8382308483123779
8849,-0.8300319910049438
8899,-0.8186326622962952
8949,-0.8419660329818726
8999,-0.8497517108917236
9049,-0.851646363735199
9099,-0.8358664512634277
9149,-0.828061580657959
9199,-0.8414204120635986
9249,-0.853091835975647
9299,-0.8317314386367798
9349,-0.8510003685951233
9399,-0.8404202461242676
9449,-0.85715651512146
9499,-0.8357303142547607
9549,-0.8420186638832092
9599,-0.8408671617507935
9649,-0.8361821174621582
9699,-0.8359870910644531
9749,-0.8325704336166382
9799,-0.8513727188110352
9849,-0.8360622525215149
9899,-0.8538699150085449
9949,-0.8456968069076538
9999,-0.8637115955352783
10049,-0.8458976745605469
10099,-0.8544993996620178
10149,-0.8503756523132324
10199,-0.8530874848365784
10249,-0.8551199436187744
10299,-0.8640519380569458
10349,-0.8530918955802917
10399,-0.8457969427108765
10449,-0.8368953466415405
10499,-0.8367119431495667
10549,-0.8505920171737671
10599,-0.8405152559280396
10649,-0.8497134447097778
10699,-0.841255784034729
10749,-0.8512243628501892
10799,-0.8612011671066284
10849,-0.8493274450302124
10899,-0.8469138145446777
10949,-0.858691394329071
10999,-0.838073194026947
11049,-0.8449389934539795
11099,-0.8556687235832214
11149,-0.8566515445709229
11199,-0.8481781482696533
11249,-0.8516997694969177
11299,-0.8673721551895142
11349,-0.8531337380409241
11399,-0.8497130870819092
11449,-0.8475508689880371
