step,std_batch_emb
49,4.299330711364746
99,4.263411521911621
149,4.152538299560547
199,4.1366286277771
249,4.032087326049805
299,3.9106311798095703
349,3.806286334991455
399,3.684691905975342
449,3.5971806049346924
499,3.4995603561401367
549,3.389190912246704
599,3.283071517944336
649,3.203947067260742
699,3.128120183944702
749,3.034040689468384
799,2.9659790992736816
849,2.94219708442688
899,2.8083438873291016
949,2.7912611961364746
999,2.753960609436035
1049,2.709444046020508
1099,2.6714882850646973
1149,2.651820182800293
1199,2.5896568298339844
1249,2.57155704498291
1299,2.5298855304718018
1349,2.5014662742614746
1399,2.432694673538208
1449,2.4156265258789062
1499,2.4209091663360596
1549,2.3634650707244873
1599,2.3553128242492676
1649,2.320469856262207
1699,2.3290324211120605
1749,2.33587646484375
1799,2.28165864944458
1849,2.308683395385742
1899,2.2797799110412598
1949,2.264094829559326
1999,2.2570738792419434
2049,2.2373170852661133
2099,2.225635290145874
2149,2.223587989807129
2199,2.224865436553955
2249,2.227102279663086
2299,2.2356956005096436
2349,2.2087812423706055
2399,2.1992979049682617
2449,2.183406352996826
2499,2.187140464782715
2549,2.1663095951080322
2599,2.1631674766540527
2649,2.15682053565979
2699,2.1479709148406982
2749,2.1200432777404785
2799,2.152468681335449
2849,2.133432149887085
2899,2.1376659870147705
2949,2.146145820617676
2999,2.1665964126586914
3049,2.145040273666382
3099,2.1554856300354004
3149,2.131762981414795
3199,2.1439671516418457
3249,2.1502087116241455
3299,2.149811267852783
3349,2.1363613605499268
3399,2.1202244758605957
3449,2.1124024391174316
3499,2.1147444248199463
3549,2.1082816123962402
3599,2.1124892234802246
3649,2.113335609436035
3699,2.097382068634033
3749,2.073050022125244
3799,2.0879693031311035
3849,2.075502634048462
3899,2.061703681945801
3949,2.082350730895996
3999,2.0616626739501953
4049,2.032351493835449
4099,2.056251049041748
4149,2.0442404747009277
4199,2.029965877532959
4249,2.0298595428466797
4299,2.024681568145752
4349,2.0006027221679688
4399,2.008681058883667
4449,1.9908366203308105
4499,1.9883146286010742
4549,2.0151309967041016
4599,2.0061755180358887
4649,1.9915187358856201
4699,1.9782114028930664
4749,1.9522895812988281
4799,1.968079924583435
4849,1.9474701881408691
4899,1.9431800842285156
4949,1.9501779079437256
4999,1.9533782005310059
5049,1.9507006406784058
5099,1.9281084537506104
5149,1.9035394191741943
5199,1.9214770793914795
5249,1.9236183166503906
5299,1.9199318885803223
5349,1.9269695281982422
5399,1.8797847032546997
5449,1.8919256925582886
5499,1.8891468048095703
5549,1.895512342453003
5599,1.8808817863464355
5649,1.866593837738037
5699,1.870874047279358
5749,1.838573694229126
5799,1.8366947174072266
5849,1.8449201583862305
5899,1.8152482509613037
5949,1.7958762645721436
5999,1.8172576427459717
6049,1.8088915348052979
6099,1.8088892698287964
6149,1.801414966583252
6199,1.8033844232559204
6249,1.775984764099121
6299,1.7733347415924072
6349,1.779388427734375
6399,1.7549893856048584
6449,1.7608246803283691
6499,1.752683401107788
6549,1.7395174503326416
6599,1.7427942752838135
6649,1.7336719036102295
6699,1.7339887619018555
6749,1.7195725440979004
6799,1.7009438276290894
6849,1.7205663919448853
6899,1.7096660137176514
6949,1.6893212795257568
6999,1.6839418411254883
7049,1.6919585466384888
7099,1.6764991283416748
7149,1.6813896894454956
7199,1.6759085655212402
7249,1.6558855772018433
7299,1.6589690446853638
7349,1.6486997604370117
7399,1.646383285522461
7449,1.6398088932037354
7499,1.631841778755188
7549,1.6286566257476807
7599,1.6220066547393799
7649,1.6191039085388184
7699,1.6111817359924316
7749,1.6036278009414673
7799,1.6050058603286743
7849,1.6111565828323364
7899,1.6059913635253906
7949,1.60977041721344
7999,1.6093108654022217
8049,1.6105644702911377
8099,1.6000070571899414
8149,1.5946295261383057
8199,1.5887537002563477
8249,1.587878942489624
8299,1.57686185836792
8349,1.581735372543335
8399,1.5764039754867554
8449,1.5750179290771484
8499,1.5771819353103638
8549,1.5757886171340942
8599,1.5772924423217773
8649,1.5710721015930176
8699,1.575717568397522
8749,1.549474835395813
8799,1.5595649480819702
8849,1.5567049980163574
8899,1.5492050647735596
8949,1.5505274534225464
8999,1.5598783493041992
9049,1.5569372177124023
9099,1.560463547706604
9149,1.5554254055023193
9199,1.5586426258087158
9249,1.5598020553588867
9299,1.5657106637954712
9349,1.5570425987243652
9399,1.545142650604248
9449,1.5648858547210693
9499,1.5513584613800049
9549,1.549560785293579
9599,1.5493903160095215
9649,1.5569199323654175
9699,1.5551447868347168
9749,1.5486966371536255
