step,epoch
1399,14
49,0
96,0
99,1
149,1
193,1
199,2
249,2
290,2
299,3
349,3
387,3
399,4
449,4
484,4
499,5
549,5
581,5
599,6
649,6
678,6
699,7
749,7
775,7
799,8
849,8
872,8
899,9
949,9
969,9
999,10
1049,10
1066,10
1099,11
1149,11
1163,11
1199,12
1249,12
1260,12
1299,13
1349,13
1357,13
1399,14
1449,14
1454,14
1499,15
1549,15
1551,15
1599,16
1648,16
1649,17
1699,17
1745,17
1749,18
1799,18
1842,18
1849,19
1899,19
1939,19
1949,20
1999,20
2036,20
2049,21
2099,21
2133,21
2149,22
2199,22
2230,22
2249,23
2299,23
2327,23
2349,24
2399,24
2424,24
2449,25
2499,25
2521,25
2549,26
2599,26
2618,26
2649,27
2699,27
2715,27
2749,28
2799,28
2812,28
2849,29
2899,29
2909,29
2949,30
2999,30
3006,30
3049,31
3099,31
3103,31
3149,32
3199,32
3200,32
3249,33
3297,33
3299,34
3349,34
3394,34
3399,35
3449,35
3491,35
3499,36
3549,36
3588,36
3599,37
3649,37
3685,37
3699,38
3749,38
3782,38
3799,39
3849,39
3879,39
3899,40
3949,40
3976,40
3999,41
4049,41
4073,41
4099,42
4149,42
4170,42
4199,43
4249,43
4267,43
4299,44
4349,44
4364,44
4399,45
4449,45
4461,45
4499,46
4549,46
4558,46
4599,47
4649,47
4655,47
4699,48
4749,48
4752,48
4799,49
4849,49
4849,49
4899,50
4946,50
4949,51
4999,51
5043,51
5049,52
5099,52
5140,52
5149,53
5199,53
5237,53
5249,54
5299,54
5334,54
5349,55
5399,55
5431,55
5449,56
5499,56
5528,56
5549,57
5599,57
5625,57
5649,58
5699,58
5722,58
5749,59
5799,59
5819,59
5849,60
5899,60
5916,60
5949,61
5999,61
6013,61
6049,62
6099,62
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
