step,kNN_accuracy
974,42.3957633972168
1949,48.265174865722656
2924,51.8148193359375
3899,58.01419448852539
4874,61.883811950683594
5849,64.31356811523438
6824,67.27326965332031
7799,69.21308135986328
8774,70.22297668457031
9749,70.6529312133789
