step,Cor_batch_ik_01_emb
49,0.16970022022724152
99,0.28848040103912354
149,0.3129095435142517
199,0.32550209760665894
249,0.45632243156433105
299,0.43006348609924316
349,0.4941231906414032
399,0.48941218852996826
449,0.5130234956741333
499,0.5181657671928406
549,0.5397003293037415
599,0.5959174633026123
649,0.5451434850692749
699,0.5954698324203491
749,0.5897806882858276
799,0.5735124945640564
849,0.6351169943809509
899,0.5405952334403992
949,0.6036012768745422
999,0.5971722602844238
1049,0.6553021669387817
1099,0.6175262928009033
1149,0.6154140830039978
1199,0.6403093338012695
1249,0.6361074447631836
1299,0.6169277429580688
1349,0.6414089202880859
1399,0.6179988384246826
1449,0.6187820434570312
1499,0.6357157230377197
1549,0.6571457386016846
1599,0.663253664970398
1649,0.6419875621795654
1699,0.64111328125
1749,0.6578692197799683
1799,0.6732195019721985
1849,0.6788830161094666
1899,0.6684433817863464
1949,0.6259138584136963
1999,0.7048702836036682
2049,0.6668822765350342
2099,0.644011378288269
2149,0.6718777418136597
2199,0.6791712641716003
2249,0.6804115772247314
2299,0.6812256574630737
2349,0.6580029726028442
2399,0.6360988616943359
2449,0.6848458051681519
2499,0.686437726020813
2549,0.6488982439041138
2599,0.6601672172546387
2649,0.6877956986427307
2699,0.6549318432807922
2749,0.6678109765052795
2799,0.6826171875
2849,0.7121531963348389
2899,0.6771179437637329
2949,0.6728310585021973
2999,0.6883375644683838
3049,0.6761384010314941
3099,0.6963297724723816
3149,0.6647900938987732
3199,0.6895468235015869
3249,0.7122679352760315
3299,0.6872916221618652
3349,0.6947990655899048
3399,0.6574864983558655
3449,0.7118594646453857
3499,0.6952127814292908
3549,0.6811553239822388
3599,0.7148540019989014
3649,0.6596022248268127
3699,0.7026886343955994
3749,0.7170134782791138
3799,0.7291886210441589
3849,0.7240782380104065
3899,0.7132482528686523
3949,0.7130551934242249
3999,0.7059656977653503
4049,0.7157031297683716
4099,0.6908705234527588
4149,0.6929610967636108
4199,0.7163897752761841
4249,0.7173221707344055
4299,0.6997010707855225
4349,0.6810101270675659
4399,0.7362781167030334
4449,0.7163562774658203
4499,0.7414975166320801
4549,0.7170836925506592
4599,0.7185827493667603
4649,0.7258115410804749
4699,0.7302360534667969
4749,0.7229507565498352
4799,0.7080246806144714
4849,0.7158334255218506
4899,0.7497696876525879
4949,0.7323691844940186
4999,0.7137874364852905
5049,0.705604612827301
5099,0.7281341552734375
5149,0.7271897792816162
5199,0.7362163662910461
5249,0.7219629287719727
5299,0.742519736289978
5349,0.7234424352645874
5399,0.6965141296386719
5449,0.7044042348861694
5499,0.7314707636833191
5549,0.7593971490859985
5599,0.7485450506210327
5649,0.7316847443580627
5699,0.7462285757064819
5749,0.7189356088638306
5799,0.7114221453666687
5849,0.7414382696151733
5899,0.7251421213150024
5949,0.7465373277664185
5999,0.7045099139213562
6049,0.7229249477386475
6099,0.7365072965621948
6149,0.703039288520813
6199,0.6908905506134033
6249,0.7402724027633667
6299,0.743234395980835
6349,0.7412083745002747
6399,0.7194463014602661
6449,0.7115417718887329
6499,0.7310708165168762
6549,0.7332261800765991
6599,0.7426273822784424
6649,0.7407455444335938
6699,0.7513613700866699
6749,0.731548547744751
6799,0.7445515394210815
6849,0.7607066631317139
6899,0.7502245903015137
6949,0.7308819890022278
6999,0.7520788908004761
7049,0.7508749961853027
7099,0.7317913770675659
7149,0.7416492700576782
7199,0.7651604413986206
