step,std_batch
49,0.9800435304641724
99,0.9581530094146729
149,0.9361585974693298
199,0.9140959978103638
249,0.8935924172401428
299,0.8728587627410889
349,0.8531219959259033
399,0.8343695998191833
449,0.8167079091072083
499,0.799140214920044
549,0.7827116847038269
599,0.7665968537330627
649,0.7516621351242065
699,0.7375167608261108
749,0.7247670292854309
799,0.7120310068130493
849,0.7004290819168091
899,0.6890687942504883
949,0.6781409382820129
999,0.6684857606887817
1049,0.6594266891479492
1099,0.6516342163085938
1149,0.6439947485923767
1199,0.6369838714599609
1249,0.6302756071090698
1299,0.6244547963142395
1349,0.6182829141616821
1399,0.613052248954773
1449,0.6082103848457336
1499,0.602791428565979
1549,0.5973799824714661
1599,0.593663215637207
1649,0.5907056331634521
1699,0.5877052545547485
1749,0.5848420858383179
1799,0.5825896263122559
1849,0.5807415246963501
1899,0.5777561664581299
1949,0.5755987167358398
1999,0.572970986366272
2049,0.5699961185455322
2099,0.5680570602416992
2149,0.5653893947601318
2199,0.5626969337463379
2249,0.5609225034713745
2299,0.5585099458694458
2349,0.5579366087913513
2399,0.5571081042289734
2449,0.5549038648605347
2499,0.5526949167251587
2549,0.5506307482719421
2599,0.5483129024505615
2649,0.5463504195213318
2699,0.5446215867996216
2749,0.5441077947616577
2799,0.542176365852356
2849,0.5411842465400696
2899,0.5402853488922119
2949,0.5400093197822571
2999,0.538536012172699
3049,0.5370283722877502
3099,0.5352818369865417
3149,0.5336933135986328
3199,0.5325095653533936
3249,0.5317860245704651
3299,0.5302845239639282
3349,0.5290049314498901
3399,0.5279960632324219
3449,0.527174711227417
3499,0.5255191922187805
3549,0.5241968035697937
3599,0.5223267078399658
3649,0.5207200050354004
3699,0.5195425748825073
3749,0.518498420715332
3799,0.5166146755218506
3849,0.5152697563171387
3899,0.5132087469100952
3949,0.5117620229721069
3999,0.5100549459457397
4049,0.5083559155464172
4099,0.5067325830459595
4149,0.5048370361328125
4199,0.5029310584068298
4249,0.5019385814666748
4299,0.5003727674484253
4349,0.4989356994628906
4399,0.4970857501029968
4449,0.4954824149608612
4499,0.4935426712036133
4549,0.4915781617164612
4599,0.48992204666137695
4649,0.4884767532348633
4699,0.4872179627418518
4749,0.48538386821746826
4799,0.4834243059158325
4849,0.4812619090080261
4899,0.47979462146759033
4949,0.47792482376098633
4999,0.476494163274765
5049,0.47558292746543884
5099,0.4743610918521881
5149,0.4723827838897705
5199,0.4707992970943451
5249,0.4688000977039337
5299,0.4674091935157776
5349,0.46617141366004944
5399,0.4643617868423462
5449,0.46293121576309204
5499,0.4614076614379883
5549,0.45973584055900574
5599,0.45819538831710815
5649,0.45662134885787964
5699,0.4549992084503174
5749,0.45329344272613525
5799,0.4515719711780548
5849,0.4498792290687561
5899,0.44847923517227173
5949,0.44661062955856323
5999,0.4450961947441101
6049,0.44381076097488403
6099,0.4422900676727295
6149,0.4408208131790161
6199,0.4392446279525757
6249,0.4379875361919403
6299,0.43638259172439575
6349,0.4347009062767029
6399,0.43342125415802
6449,0.43172913789749146
6499,0.43011581897735596
6549,0.4287166893482208
6599,0.4272404909133911
6649,0.42575496435165405
6699,0.42426204681396484
6749,0.42282307147979736
6799,0.4212814271450043
6849,0.4200504422187805
6899,0.41872090101242065
6949,0.41727370023727417
6999,0.41605591773986816
7049,0.4148310720920563
7099,0.4134678244590759
7149,0.41215917468070984
7199,0.41087180376052856
7249,0.40968722105026245
7299,0.40846335887908936
7349,0.4071698784828186
7399,0.4059816896915436
7449,0.404936820268631
7499,0.4038625955581665
7549,0.40278613567352295
7599,0.4017385244369507
7649,0.40079471468925476
7699,0.3998097777366638
7749,0.3988412022590637
7799,0.39787399768829346
7849,0.3970651924610138
7899,0.39617377519607544
7949,0.39535248279571533
7999,0.3945157527923584
8049,0.3938261568546295
8099,0.3930831551551819
8149,0.39236539602279663
8199,0.3916744589805603
8249,0.39107853174209595
8299,0.39048147201538086
8349,0.3898822069168091
8399,0.38933661580085754
8449,0.38883841037750244
8499,0.38837167620658875
8549,0.3878736197948456
8599,0.3874334692955017
8649,0.3870762586593628
8699,0.3867157995700836
8749,0.38635194301605225
8799,0.3860417306423187
8849,0.38577529788017273
8899,0.3855186104774475
8949,0.38525962829589844
8999,0.3850524425506592
9049,0.384883314371109
9099,0.3847081661224365
9149,0.3845286965370178
9199,0.38440650701522827
9249,0.3843086063861847
9299,0.3842095732688904
9349,0.38411304354667664
9399,0.3840569853782654
9449,0.38401326537132263
9499,0.38396984338760376
9549,0.3839249908924103
9599,0.3839094340801239
9649,0.38389861583709717
9699,0.3838873505592346
9749,0.3838762044906616
