step,kNN_accuracy
179,38.87897872924805
359,43.92356491088867
539,47.133758544921875
719,49.1464958190918
899,51.94904327392578
1079,55.464969635009766
1259,57.528663635253906
1439,60.6114616394043
1619,62.8535041809082
1799,64.71337890625
1979,66.80255126953125
2159,69.01911163330078
2339,69.96178436279297
2519,72.1019058227539
2699,72.58599090576172
2879,75.61782836914062
3059,76.12738800048828
3239,76.9936294555664
3419,78.03821563720703
3599,79.26114654541016
3779,79.59236145019531
3959,80.356689453125
4139,81.32483673095703
4319,81.37579345703125
4499,82.34394836425781
4679,82.4713363647461
4859,82.85350036621094
5039,83.08280181884766
5219,83.51592254638672
5399,84.43312072753906
5579,84.86624145507812
5759,84.76432800292969
5939,84.78981018066406
6119,84.86624145507812
6299,84.94267272949219
6479,85.24840545654297
6659,85.24840545654297
6839,85.52865600585938
7019,85.60509490966797
7199,85.47770690917969
