step,kNN_accuracy
974,42.665733337402344
1949,49.73502731323242
2924,55.99440383911133
3899,61.86381530761719
4874,65.9634017944336
5849,68.72312927246094
6824,72.16278076171875
7799,73.52264404296875
8774,74.80252075195312
9749,75.13249206542969
