step,time_log
49,0.020930051803588867
99,0.017940044403076172
149,0.0219266414642334
199,0.018936872482299805
249,0.030896902084350586
299,0.03687715530395508
349,0.018936634063720703
399,0.01694321632385254
449,0.01694321632385254
499,0.0189361572265625
549,0.01694345474243164
599,0.025913000106811523
649,0.016942977905273438
699,0.01694345474243164
749,0.01694345474243164
799,0.01793980598449707
849,0.01694345474243164
899,0.01694321632385254
949,0.0219266414642334
999,0.017940282821655273
1049,0.01793956756591797
1099,0.023920059204101562
1149,0.020929813385009766
1199,0.01694321632385254
1249,0.017940044403076172
1299,0.0189363956451416
1349,0.018936634063720703
1399,0.0189361572265625
1449,0.02093029022216797
1499,0.01694321632385254
1549,0.01694345474243164
1599,0.0219271183013916
1649,0.01694345474243164
1699,0.017940044403076172
1749,0.016943693161010742
1799,0.01694345474243164
1849,0.01694321632385254
1899,0.017940044403076172
1949,0.014949798583984375
1999,0.01694321632385254
2049,0.016942739486694336
2099,0.018936634063720703
2149,0.02292323112487793
2199,0.01793980598449707
2249,0.01694321632385254
2299,0.018936872482299805
2349,0.016942739486694336
2399,0.020930051803588867
2449,0.017940044403076172
2499,0.017940044403076172
2549,0.01694345474243164
2599,0.01694345474243164
2649,0.020930051803588867
2699,0.017940044403076172
2749,0.01694321632385254
2799,0.017940759658813477
2849,0.017940282821655273
2899,0.01694345474243164
2949,0.019933462142944336
2999,0.0189363956451416
3049,0.018936872482299805
3099,0.019933700561523438
3149,0.018936634063720703
3199,0.016942977905273438
3249,0.018936634063720703
3299,0.01694345474243164
3349,0.020929813385009766
3399,0.028903484344482422
3449,0.017940044403076172
3499,0.016943693161010742
3549,0.01694321632385254
3599,0.01793980598449707
3649,0.02989983558654785
3699,0.017940282821655273
3749,0.01793980598449707
3799,0.01694321632385254
3849,0.016942739486694336
3899,0.013953447341918945
3949,0.017940044403076172
3999,0.017940521240234375
4049,0.01694321632385254
4099,0.016943693161010742
4149,0.01694345474243164
4199,0.017940044403076172
4249,0.017940282821655273
4299,0.019933223724365234
4349,0.016942977905273438
4399,0.020929574966430664
4449,0.0189363956451416
4499,0.017940044403076172
4549,0.020929574966430664
4599,0.017940044403076172
4649,0.0189363956451416
4699,0.021926164627075195
4749,0.019933462142944336
4799,0.023920297622680664
4849,0.017940044403076172
4899,0.02491617202758789
4949,0.017940044403076172
4999,0.02093029022216797
5049,0.01694345474243164
5099,0.018936872482299805
5149,0.01694345474243164
5199,0.016944169998168945
5249,0.01793980598449707
5299,0.019933700561523438
5349,0.01694345474243164
5399,0.01793980598449707
5449,0.01694345474243164
5499,0.023920059204101562
5549,0.01793980598449707
5599,0.017940282821655273
5649,0.01694321632385254
5699,0.01793956756591797
5749,0.016942977905273438
5799,0.01793980598449707
5849,0.012956619262695312
5899,0.03488326072692871
5949,0.016943693161010742
5999,0.023920059204101562
6049,0.01694321632385254
6099,0.024916648864746094
6149,0.01694321632385254
6199,0.016943693161010742
6249,0.016942739486694336
6299,0.017940521240234375
6349,0.01694345474243164
6399,0.017940282821655273
6449,0.016942977905273438
6499,0.0189363956451416
6549,0.01793980598449707
6599,0.016942977905273438
6649,0.0219268798828125
6699,0.01694321632385254
6749,0.016942977905273438
6799,0.027906417846679688
6849,0.023920297622680664
6899,0.017940282821655273
6949,0.016942739486694336
6999,0.018936872482299805
7049,0.018936872482299805
7099,0.02391982078552246
7149,0.01793980598449707
7199,0.016943693161010742
7249,0.018936634063720703
7299,0.0189363956451416
7349,0.01694321632385254
7399,0.014950037002563477
7449,0.01793980598449707
7499,0.02292323112487793
7549,0.020930051803588867
7599,0.018936872482299805
