step,kNN_accuracy
974,47.74522399902344
1949,52.15478515625
2924,56.63433837890625
3899,59.35406494140625
4874,61.14388656616211
5849,63.343666076660156
6824,64.56354522705078
7799,66.95330810546875
8774,67.79322052001953
9749,68.45315551757812
