step,std_view
49,0.038337476551532745
99,0.030757591128349304
149,0.01940455660223961
199,0.015489771962165833
249,0.011741597205400467
299,0.008377674967050552
349,0.007685881573706865
399,0.006595532409846783
449,0.0048598721623420715
499,0.005051311105489731
549,0.00564868189394474
599,0.0033639639150351286
649,0.0030022766441106796
699,0.0034934254363179207
749,0.003182893618941307
799,0.0033272800501435995
849,0.0024857257958501577
899,0.0020244703628122807
949,0.0027212384156882763
999,0.002358444035053253
1049,0.0027956515550613403
1099,0.002367121633142233
1149,0.0034143361262977123
1199,0.0014703418128192425
1249,0.0021647638641297817
1299,0.0014486049767583609
1349,0.0019485530210658908
1399,0.001642822753638029
1449,0.0017062132246792316
1499,0.0014632600359618664
1549,0.0019092978909611702
1599,0.0016329374630004168
1649,0.0018897490808740258
1699,0.0012739007361233234
1749,0.0016542422818019986
1799,0.0018044451717287302
1849,0.0017471443861722946
1899,0.0011922488920390606
1949,0.0016380252782255411
1999,0.0011915434151887894
2049,0.002040151273831725
2099,0.001428151736035943
2149,0.0011149931233376265
2199,0.003965637180954218
2249,0.001447104150429368
2299,0.002281283028423786
2349,0.0011285042855888605
2399,0.005650043021887541
2449,0.002644182648509741
2499,0.002167145721614361
2549,0.0010748475324362516
2599,0.0008124766172841191
2649,0.0011939795222133398
2699,0.0019817017018795013
2749,0.0005754614248871803
2799,0.0008992207003757358
2849,0.0030205529183149338
2899,0.001256182906217873
2949,0.0012293203035369515
2999,0.0009711406310088933
3049,0.0006918586441315711
3099,0.0006736930226907134
3149,0.0008553057559765875
3199,0.0005424476694315672
3249,0.000488514022435993
3299,0.00039690715493634343
3349,0.0009892398957163095
3399,0.0008374168537557125
3449,0.003329826518893242
3499,0.000512384925968945
3549,0.0006371066556312144
3599,0.0011564907617866993
3649,0.0005372730083763599
3699,0.0001383711933158338
3749,0.0002288142713950947
3799,0.000598753453232348
3849,0.0001479851343901828
3899,0.0005155152175575495
3949,0.0002364073443459347
3999,0.0001822645717766136
4049,0.000506812590174377
