step,std_view
17,0.6042701005935669
35,0.49055588245391846
53,0.3932482898235321
71,0.40809905529022217
89,0.35271012783050537
107,0.35155367851257324
125,0.33153271675109863
143,0.29592496156692505
161,0.3199927508831024
179,0.31555604934692383
197,0.3295997977256775
215,0.34433814883232117
233,0.32141581177711487
251,0.34494319558143616
269,0.3222201466560364
287,0.31796714663505554
305,0.3141215443611145
323,0.28475797176361084
341,0.296012818813324
359,0.26684918999671936
377,0.3099961280822754
395,0.295770525932312
413,0.26739174127578735
431,0.26950007677078247
449,0.2440633475780487
467,0.2783896028995514
485,0.25201064348220825
503,0.24136687815189362
521,0.2888873517513275
539,0.2598068416118622
557,0.25440865755081177
575,0.2668410837650299
593,0.25562918186187744
611,0.2390935719013214
629,0.24111050367355347
647,0.23862554132938385
665,0.2074439823627472
683,0.22547373175621033
701,0.20560917258262634
719,0.2355760931968689
737,0.2404121607542038
755,0.2311706840991974
773,0.21465964615345
791,0.21969887614250183
809,0.2020781934261322
827,0.22415143251419067
845,0.2308591604232788
863,0.206028014421463
881,0.1989302933216095
899,0.20411740243434906
917,0.21818594634532928
935,0.2089395523071289
953,0.2051331102848053
971,0.21149112284183502
989,0.20825457572937012
1007,0.21035508811473846
1025,0.209979847073555
1043,0.2146245837211609
1061,0.20399795472621918
1079,0.19933970272541046
1097,0.1965532749891281
1115,0.18491840362548828
1133,0.18084698915481567
1151,0.17627063393592834
1169,0.1761195957660675
1187,0.18101611733436584
1205,0.18196842074394226
1223,0.17744550108909607
1241,0.17484980821609497
1259,0.17666809260845184
1277,0.1747521013021469
1295,0.17285649478435516
1313,0.1622927039861679
1331,0.16398608684539795
1349,0.161161869764328
1367,0.15526507794857025
1385,0.1666898876428604
1403,0.1717343032360077
1421,0.15573491156101227
1439,0.14418618381023407
1457,0.1590760350227356
1475,0.158586323261261
1493,0.14859211444854736
1511,0.1533123105764389
1529,0.13186460733413696
1547,0.13896408677101135
1565,0.13984283804893494
1583,0.14730945229530334
1601,0.15922218561172485
1619,0.13570937514305115
1637,0.13752910494804382
1655,0.13608741760253906
1673,0.13733455538749695
1691,0.1380322277545929
1709,0.14014673233032227
1727,0.1286512166261673
1745,0.1429373025894165
1763,0.1310419738292694
1781,0.12854008376598358
1799,0.12520340085029602
1817,0.12852688133716583
1835,0.12795290350914001
1853,0.12193602323532104
1871,0.13632777333259583
1889,0.1270698606967926
1907,0.12366365641355515
1925,0.12053382396697998
1943,0.12219592928886414
1961,0.12104331701993942
1979,0.11914217472076416
1997,0.1173914298415184
2015,0.10422768443822861
2033,0.11966903507709503
2051,0.11788807809352875
2069,0.11284390091896057
2087,0.11697855591773987
2105,0.11476466804742813
2123,0.10743831098079681
2141,0.11142344772815704
2159,0.11841042339801788
2177,0.10697150230407715
2195,0.10712458193302155
2213,0.1051693856716156
2231,0.1003984585404396
2249,0.10428008437156677
2267,0.10725023597478867
2285,0.10227803885936737
2303,0.09785839915275574
2321,0.10323666781187057
2339,0.0986301451921463
2357,0.10590213537216187
2375,0.09755736589431763
2393,0.09944730997085571
2411,0.09376387298107147
2429,0.09715594351291656
2447,0.09704767167568207
2465,0.09154190123081207
2483,0.09803881496191025
2501,0.08490591496229172
2519,0.08319984376430511
2537,0.09096881747245789
2555,0.08763924241065979
2573,0.08448568731546402
2591,0.08668575435876846
2609,0.08416081964969635
2627,0.08537311106920242
2645,0.08253873139619827
2663,0.0852196216583252
2681,0.08021768927574158
2699,0.08078572154045105
2717,0.08048880845308304
2735,0.07913251221179962
2753,0.07886360585689545
2771,0.08083603531122208
2789,0.07332764565944672
2807,0.07433681190013885
2825,0.07363869249820709
2843,0.07499895244836807
2861,0.0730806514620781
2879,0.07426255196332932
2897,0.07276466488838196
2915,0.07017923891544342
2933,0.07173357903957367
2951,0.0715186819434166
2969,0.0716855600476265
2987,0.0675709992647171
3005,0.07358825951814651
3023,0.06890244781970978
3041,0.07124382257461548
3059,0.06309664249420166
3077,0.06817226111888885
3095,0.06680739670991898
3113,0.0676947832107544
3131,0.06705297529697418
3149,0.06959180533885956
3167,0.06483384221792221
3185,0.0635083019733429
3203,0.06201762706041336
3221,0.06476915627717972
3239,0.06299886107444763
3257,0.059915147721767426
3275,0.056854814291000366
3293,0.059406034648418427
3311,0.0607171431183815
3329,0.06185920163989067
3347,0.06072822958230972
3365,0.05438661202788353
3383,0.05945081263780594
3401,0.05888891965150833
3419,0.05780940130352974
3437,0.053249090909957886
3455,0.05540604889392853
3473,0.05395010858774185
3491,0.054593801498413086
3509,0.0555160790681839
3527,0.05881623923778534
3545,0.05196323245763779
3563,0.053229786455631256
3581,0.04977555572986603
3599,0.050305917859077454
3617,0.05152975767850876
3635,0.05100885406136513
3653,0.05125342309474945
3671,0.051963210105895996
3689,0.05083290487527847
3707,0.046827878803014755
3725,0.05047992244362831
3743,0.04825117439031601
3761,0.04976019263267517
3779,0.044645316898822784
3797,0.05054589360952377
3815,0.044955454766750336
3833,0.04494382441043854
3851,0.04754072427749634
3869,0.04467466473579407
3887,0.0431123748421669
3905,0.04602569714188576
3923,0.044458404183387756
3941,0.045636989176273346
3959,0.04441893845796585
3977,0.043849751353263855
3995,0.041464611887931824
4013,0.042530398815870285
4031,0.04104728251695633
4049,0.042255811393260956
4067,0.04160430282354355
4085,0.042526669800281525
4103,0.04139164835214615
4121,0.04119537025690079
4139,0.042710594832897186
4157,0.04179149866104126
4175,0.04213821887969971
4193,0.04122544080018997
4211,0.037914685904979706
4229,0.04008397459983826
4247,0.041366659104824066
4265,0.03977223485708237
4283,0.038505129516124725
4301,0.0392838716506958
4319,0.03810958191752434
4337,0.0383581668138504
4355,0.035464249551296234
4373,0.041486844420433044
4391,0.03890629857778549
4409,0.03957396745681763
4427,0.03622835874557495
4445,0.037729062139987946
4463,0.03541257604956627
4481,0.03344214707612991
4499,0.033012837171554565
4517,0.03408025950193405
4535,0.03697195276618004
4553,0.03284525126218796
4571,0.03470347076654434
4589,0.0363873690366745
4607,0.03312811627984047
4625,0.03586854040622711
4643,0.03514142334461212
4661,0.03561881184577942
4679,0.03228798508644104
4697,0.03059484250843525
4715,0.0326114222407341
4733,0.03098943829536438
4751,0.029651079326868057
4769,0.03212983161211014
4787,0.03259319067001343
4805,0.03435695543885231
4823,0.03197390213608742
4841,0.032772500067949295
4859,0.030290089547634125
4877,0.030827146023511887
4895,0.034359805285930634
4913,0.029868844896554947
4931,0.031863488256931305
4949,0.028971347957849503
4967,0.03080843575298786
4985,0.03130283206701279
5003,0.03201625496149063
5021,0.03172505646944046
5039,0.02892325073480606
5057,0.029903708025813103
5075,0.02994864620268345
5093,0.02885422483086586
5111,0.03111608885228634
5129,0.027087077498435974
5147,0.030906381085515022
5165,0.030182980000972748
5183,0.03072144091129303
5201,0.02857721969485283
5219,0.028785526752471924
5237,0.02675662189722061
5255,0.027857165783643723
5273,0.028639931231737137
5291,0.03064696118235588
5309,0.027096103876829147
5327,0.03016861528158188
5345,0.029796041548252106
5363,0.02956409938633442
5381,0.03038109466433525
5399,0.030626501888036728
5417,0.027951708063483238
5435,0.02811776101589203
