step,kNN_accuracy
179,43.0318489074707
359,46.59872817993164
539,49.50318145751953
719,54.828025817871094
899,57.83439254760742
1079,58.80254364013672
1259,60.662418365478516
1439,63.184715270996094
1619,62.98088836669922
1799,64.94267272949219
1979,67.89808654785156
2159,67.26114654541016
2339,68.94268035888672
2519,68.76432800292969
2699,70.4203872680664
2879,71.13375854492188
3059,71.33757781982422
3239,73.80891418457031
3419,74.70063781738281
3599,75.26114654541016
3779,75.31210327148438
3959,77.45223236083984
4139,76.33120727539062
4319,79.1082763671875
4499,79.33757781982422
4679,80.56050872802734
4859,81.12102508544922
5039,82.21656036376953
5219,82.36943054199219
5399,83.1847152709961
5579,83.94905090332031
5759,84.22929382324219
5939,84.89171600341797
6119,85.09554290771484
6299,85.73248291015625
6479,85.7579574584961
6659,85.73248291015625
6839,85.93630981445312
7019,86.21656036376953
7199,86.24203491210938
