step,Cor_batch_ik_01_emb
49,0.21398690342903137
99,0.2839708924293518
149,0.2984200119972229
199,0.38687098026275635
249,0.4783480167388916
299,0.46734511852264404
349,0.49760639667510986
399,0.572102427482605
449,0.5187389850616455
499,0.5640318393707275
549,0.6304988861083984
599,0.6056224703788757
649,0.582757830619812
699,0.6236094236373901
749,0.5995112061500549
799,0.6370468139648438
849,0.6343580484390259
899,0.650005578994751
949,0.6978135108947754
999,0.6274551153182983
1049,0.5439281463623047
1099,0.6413748264312744
1149,0.7015070915222168
1199,0.6412347555160522
1249,0.6775627136230469
1299,0.6602081060409546
1349,0.6993542909622192
1399,0.6833286285400391
1449,0.6327289342880249
1499,0.7025092840194702
1549,0.6925162672996521
1599,0.679606556892395
1649,0.7356279492378235
1699,0.6902803778648376
1749,0.692956268787384
1799,0.6749013662338257
1849,0.7108344435691833
1899,0.7007116079330444
1949,0.7040071487426758
1999,0.7282472848892212
2049,0.6961156129837036
2099,0.6687793135643005
2149,0.7092477083206177
2199,0.7059041261672974
2249,0.6710817813873291
2299,0.6990764737129211
2349,0.6869786381721497
2399,0.7097053527832031
2449,0.7307336330413818
2499,0.7265294790267944
2549,0.7181806564331055
2599,0.7051819562911987
2649,0.6856302618980408
2699,0.6947923302650452
2749,0.7236049175262451
2799,0.6712595224380493
2849,0.6943691372871399
2899,0.704676628112793
2949,0.7404787540435791
2999,0.6927204132080078
3049,0.725470781326294
3099,0.7403514385223389
3149,0.7026561498641968
3199,0.6999660730361938
3249,0.7074620723724365
3299,0.7103031277656555
3349,0.7000283598899841
3399,0.732886552810669
3449,0.731124997138977
3499,0.7158843874931335
3549,0.7261337637901306
3599,0.7041103839874268
3649,0.7309442758560181
3699,0.7258684039115906
3749,0.7001508474349976
3799,0.7416315674781799
3849,0.7485145330429077
3899,0.7507743239402771
3949,0.7495942115783691
3999,0.7143956422805786
4049,0.7474135756492615
4099,0.7148962020874023
4149,0.7626558542251587
4199,0.7402405142784119
4249,0.7237691879272461
4299,0.7488631010055542
4349,0.7421249151229858
4399,0.7255483865737915
4449,0.7298438549041748
4499,0.7730051279067993
4549,0.7433626651763916
4599,0.7809845805168152
4649,0.7526642084121704
4699,0.7523125410079956
4749,0.7298097014427185
4799,0.7435903549194336
4849,0.7425878047943115
4899,0.7635435461997986
4949,0.7128210663795471
4999,0.7684066295623779
5049,0.7571165561676025
5099,0.7614521980285645
5149,0.7590770721435547
5199,0.751265287399292
5249,0.7446355223655701
5299,0.7437630295753479
5349,0.7715346813201904
5399,0.7349568605422974
5449,0.7575559020042419
5499,0.7569829225540161
5549,0.7599672079086304
5599,0.7664669752120972
5649,0.7511435151100159
5699,0.7307454347610474
5749,0.7269914150238037
5799,0.7683944702148438
5849,0.7872416973114014
5899,0.7549670338630676
5949,0.7628544569015503
5999,0.759329080581665
6049,0.7882667779922485
6099,0.7688465118408203
6149,0.740534245967865
6199,0.7830462455749512
6249,0.7333692312240601
6299,0.7877026796340942
6349,0.7622692584991455
6399,0.769935131072998
6449,0.7594312429428101
6499,0.7718331813812256
6549,0.7713172435760498
6599,0.7961261868476868
6649,0.7638616561889648
6699,0.7854362726211548
6749,0.7593860626220703
6799,0.7920013666152954
6849,0.7794492244720459
6899,0.7812641859054565
6949,0.7639150619506836
6999,0.7692456841468811
7049,0.7907336354255676
7099,0.8154994249343872
7149,0.7936171293258667
7199,0.7658990025520325
7249,0.7876042127609253
7299,0.7905457019805908
7349,0.7963430881500244
7399,0.8048691749572754
7449,0.7850220203399658
7499,0.796944260597229
7549,0.8050898313522339
7599,0.7851355075836182
7649,0.7919296622276306
7699,0.7848232984542847
7749,0.8058854341506958
7799,0.8018948435783386
7849,0.7926983833312988
7899,0.8008053302764893
7949,0.8191474676132202
7999,0.7947713136672974
8049,0.8077706098556519
8099,0.7929054498672485
8149,0.7626529335975647
8199,0.782558798789978
8249,0.7727184295654297
8299,0.8045194149017334
8349,0.7714682817459106
8399,0.7881615161895752
8449,0.7901372909545898
8499,0.8026391267776489
8549,0.8064903020858765
8599,0.7902345657348633
8649,0.7828917503356934
8699,0.7902730703353882
8749,0.8161303400993347
8799,0.8057515025138855
8849,0.8062658309936523
8899,0.7838565111160278
8949,0.8253799080848694
8999,0.8013363480567932
9049,0.8122527599334717
9099,0.8324911594390869
9149,0.8160211443901062
9199,0.8072322010993958
9249,0.7885383367538452
9299,0.7988190650939941
9349,0.798700213432312
9399,0.8184309005737305
9449,0.818751335144043
9499,0.8035632371902466
9549,0.806439995765686
9599,0.8184792995452881
9649,0.7819623947143555
9699,0.8193413019180298
9749,0.7899519205093384
