step,Cor_view_jk_10_emb
49,0.5087732076644897
99,0.599542498588562
149,0.6076563596725464
199,0.6076779961585999
249,0.609554648399353
299,0.5816889405250549
349,0.639643132686615
399,0.5233806371688843
449,0.6092747449874878
499,0.6939502358436584
549,0.5540773868560791
599,0.6655486226081848
649,0.6554379463195801
699,0.5730494260787964
749,0.7069379091262817
799,0.5808687806129456
849,0.7077828645706177
899,0.6357854604721069
949,0.6497104167938232
999,0.6001573801040649
1049,0.5920032262802124
1099,0.5267661809921265
1149,0.591903805732727
1199,0.5847815275192261
1249,0.633621871471405
1299,0.6194708347320557
1349,0.6499976515769958
1399,0.6365128755569458
1449,0.5648916959762573
1499,0.5788045525550842
1549,0.5572413802146912
1599,0.6693807244300842
1649,0.6034554243087769
1699,0.706341564655304
1749,0.5889449715614319
1799,0.5825095176696777
1849,0.623847484588623
1899,0.6278690099716187
1949,0.6864108443260193
1999,0.7158350944519043
2049,0.6179746389389038
2099,0.5637898445129395
2149,0.5986237525939941
2199,0.6061519980430603
2249,0.5896024703979492
2299,0.7015366554260254
2349,0.5616418123245239
2399,0.6830636262893677
2449,0.571622371673584
2499,0.6370381712913513
2549,0.6522125005722046
2599,0.6220886707305908
2649,0.6348938345909119
2699,0.6116272807121277
2749,0.6756882667541504
2799,0.6277945041656494
2849,0.5673877000808716
2899,0.5504017472267151
2949,0.5699056386947632
2999,0.6750948429107666
3049,0.5969880819320679
3099,0.6053870916366577
3149,0.5608032941818237
3199,0.5848352313041687
3249,0.6991606950759888
3299,0.5591570138931274
3349,0.5599114298820496
3399,0.5587729215621948
3449,0.5981704592704773
3499,0.5965051651000977
3549,0.5870850682258606
3599,0.5706011056900024
3649,0.6272872686386108
3699,0.5913106203079224
3749,0.5723253488540649
3799,0.5545551776885986
3849,0.5688728094100952
3899,0.5851699113845825
3949,0.5708835124969482
3999,0.5780798196792603
4049,0.5440992116928101
4099,0.547115683555603
4149,0.6271576881408691
4199,0.7127841711044312
4249,0.5616275072097778
4299,0.6092421412467957
4349,0.577539324760437
4399,0.5816709995269775
4449,0.5778689384460449
4499,0.596400260925293
4549,0.6727323532104492
4599,0.5949622392654419
4649,0.6252747774124146
4699,0.600161075592041
4749,0.6045053005218506
4799,0.7070891857147217
4849,0.5779157876968384
4899,0.586188554763794
4949,0.7032420635223389
4999,0.5655620098114014
5049,0.6411325931549072
5099,0.6230185031890869
5149,0.5985844135284424
5199,0.794793963432312
5249,0.5897732973098755
5299,0.5860155820846558
5349,0.6682640314102173
5399,0.5873268842697144
5449,0.616848886013031
5499,0.6508440971374512
5549,0.6108673810958862
5599,0.6762946844100952
5649,0.6030927300453186
5699,0.5667756199836731
5749,0.5689226984977722
5799,0.5911963582038879
5849,0.6859654784202576
5899,0.589381217956543
5949,0.7318352460861206
5999,0.5874477624893188
6049,0.7536621689796448
6099,0.6003541350364685
6149,0.6113145351409912
6199,0.5535339117050171
6249,0.5863626003265381
6299,0.7266057729721069
6349,0.5691317319869995
6399,0.7197562456130981
6449,0.6353894472122192
6499,0.6104873418807983
6549,0.6276558637619019
6599,0.629040539264679
6649,0.7181679010391235
6699,0.6063636541366577
6749,0.6731250286102295
6799,0.7122342586517334
6849,0.7385200262069702
6899,0.6372078061103821
6949,0.617400586605072
6999,0.6007864475250244
7049,0.5725302696228027
7099,0.7261734008789062
7149,0.575966477394104
7199,0.6122413873672485
7249,0.586735725402832
7299,0.6006889343261719
7349,0.6092892289161682
7399,0.6024395227432251
7449,0.5872892141342163
7499,0.5808733105659485
7549,0.5732107162475586
7599,0.5864704251289368
7649,0.6268783807754517
7699,0.6146306395530701
7749,0.5893331170082092
7799,0.6206113696098328
7849,0.5583046674728394
7899,0.5490109920501709
7949,0.5790683031082153
7999,0.668548583984375
8049,0.5499018430709839
8099,0.6982961893081665
8149,0.650236189365387
8199,0.5695245265960693
8249,0.6274828314781189
8299,0.5930452346801758
8349,0.6161459684371948
8399,0.5815606117248535
8449,0.586064338684082
8499,0.5739673376083374
8549,0.6115714311599731
8599,0.6251611709594727
8649,0.5805385112762451
8699,0.610633373260498
8749,0.6083422899246216
8799,0.5533139705657959
8849,0.5691183805465698
8899,0.6835615038871765
8949,0.5649827718734741
8999,0.6344276666641235
9049,0.5478681921958923
9099,0.5978500247001648
9149,0.6271272897720337
9199,0.7502354383468628
9249,0.5972992181777954
9299,0.592281699180603
9349,0.5524664521217346
9399,0.5820583701133728
9449,0.6462374925613403
9499,0.610045850276947
9549,0.6067859530448914
9599,0.6240148544311523
9649,0.5899474024772644
9699,0.5937097072601318
9749,0.6399840116500854
9799,0.608377993106842
9849,0.5733027458190918
9899,0.5627424716949463
9949,0.6184216737747192
9999,0.6155877113342285
10049,0.674835205078125
10099,0.6566740870475769
10149,0.7017120122909546
10199,0.5785893201828003
10249,0.5878368020057678
10299,0.6121110916137695
10349,0.6585546135902405
10399,0.5330703854560852
10449,0.5857530832290649
10499,0.5845166444778442
10549,0.7145366668701172
10599,0.5492637753486633
10649,0.583965539932251
10699,0.5919114947319031
10749,0.65549635887146
10799,0.5511390566825867
10849,0.5406522750854492
10899,0.6081122159957886
10949,0.6479979753494263
10999,0.6043384075164795
11049,0.5900781154632568
11099,0.6275511384010315
11149,0.5800483226776123
11199,0.553497314453125
11249,0.6424404382705688
11299,0.5959906578063965
11349,0.6354192495346069
11399,0.5679096579551697
11449,0.5686075687408447
11499,0.5762462615966797
11549,0.5691224336624146
11599,0.6182588338851929
11649,0.640515923500061
11699,0.6787779331207275
11749,0.7637839317321777
11799,0.633784294128418
11849,0.6035332083702087
11899,0.5418699979782104
11949,0.6492708921432495
11999,0.6890652179718018
12049,0.6796426177024841
12099,0.5820066928863525
12149,0.5847752094268799
12199,0.5788586139678955
12249,0.7024493217468262
12299,0.5751889944076538
12349,0.5491480827331543
12399,0.5885751247406006
12449,0.5801653265953064
12499,0.6302093267440796
12549,0.603969395160675
12599,0.567331075668335
12649,0.6523569822311401
12699,0.5393627882003784
12749,0.6045119762420654
12799,0.5812364816665649
12849,0.6075576543807983
12899,0.5388966798782349
12949,0.5608332753181458
12999,0.6001190543174744
13049,0.5886337757110596
13099,0.6040246486663818
13149,0.5977012515068054
13199,0.5899609923362732
13249,0.5703383684158325
13299,0.5933177471160889
13349,0.6085708141326904
13399,0.5937925577163696
13449,0.5288682579994202
13499,0.5625547170639038
13549,0.5564488768577576
13599,0.5846196413040161
13649,0.597689151763916
13699,0.5937865376472473
13749,0.5909394025802612
13799,0.5827739834785461
13849,0.5611873865127563
13899,0.5725598931312561
13949,0.5833796262741089
13999,0.5874031782150269
14049,0.5970474481582642
14099,0.6516013145446777
14149,0.6253457069396973
14199,0.564662516117096
14249,0.5802227258682251
14299,0.5385030508041382
14349,0.5355897545814514
14399,0.570816695690155
14449,0.608433723449707
14499,0.6017403602600098
14549,0.586353063583374
14599,0.5792534947395325
14649,0.6194216012954712
14699,0.5941270589828491
14749,0.5797537565231323
14799,0.615756630897522
14849,0.5711381435394287
14899,0.5936319231987
14949,0.5490603446960449
14999,0.5287673473358154
15049,0.5708832740783691
15099,0.6566431522369385
15149,0.5780103206634521
15199,0.5521882772445679
15249,0.6241500377655029
15299,0.6779704689979553
15349,0.636439859867096
15399,0.692338228225708
15449,0.6066086292266846
15499,0.5425017476081848
15549,0.6009033918380737
15599,0.6107910871505737
15649,0.61116623878479
15699,0.5690382719039917
15749,0.5507212281227112
15799,0.5707865953445435
15849,0.5965135097503662
15899,0.5827994346618652
15949,0.6005175113677979
15999,0.57171231508255
16049,0.5965156555175781
16099,0.6666795015335083
16149,0.5618823170661926
16199,0.5600311756134033
16249,0.615467369556427
16299,0.5646335482597351
16349,0.5344247817993164
16399,0.5914784073829651
16449,0.5862191915512085
16499,0.6097092032432556
16549,0.5715945959091187
16599,0.5528329610824585
16649,0.5535503625869751
16699,0.6298508644104004
16749,0.5873180627822876
16799,0.6424223184585571
16849,0.6609764099121094
16899,0.6423020362854004
16949,0.5400139093399048
16999,0.5891050696372986
17049,0.5310261249542236
17099,0.642289936542511
17149,0.5915654897689819
17199,0.587955892086029
17249,0.6796762943267822
17299,0.6067028045654297
17349,0.7002941370010376
17399,0.5547881722450256
17449,0.682184100151062
17499,0.6460434198379517
17549,0.5851309299468994
17599,0.5930228233337402
17649,0.64171302318573
17699,0.592400074005127
17749,0.6762951016426086
17799,0.6108192801475525
17849,0.5680545568466187
17899,0.5847491025924683
17949,0.6546499133110046
17999,0.5906804800033569
18049,0.599901556968689
18099,0.5927124619483948
18149,0.6962708234786987
18199,0.6024352312088013
18249,0.6582937836647034
18299,0.5700985789299011
18349,0.6046607494354248
18399,0.6059489250183105
18449,0.6278505921363831
18499,0.5822857618331909
18549,0.6540062427520752
18599,0.5602152347564697
18649,0.593864917755127
18699,0.6040111780166626
18749,0.5640031099319458
18799,0.5396990776062012
18849,0.6147347688674927
18899,0.5432666540145874
18949,0.571600615978241
18999,0.5457165241241455
19049,0.5927654504776001
19099,0.5880818963050842
19149,0.6120315194129944
19199,0.6287471055984497
19249,0.6435449123382568
19299,0.5598402619361877
19349,0.6374843120574951
19399,0.5756083130836487
19449,0.5503610372543335
19499,0.615586519241333
