step,std_view
17,0.2226475179195404
35,0.25061944127082825
53,0.2567972242832184
71,0.2868419885635376
89,0.34028545022010803
107,0.3401148021221161
125,0.35665687918663025
143,0.30947381258010864
161,0.32520055770874023
179,0.3685951828956604
197,0.3415221571922302
215,0.34048688411712646
233,0.35652849078178406
251,0.36478444933891296
269,0.3613148331642151
287,0.34549790620803833
305,0.37198683619499207
323,0.376399427652359
341,0.35848551988601685
359,0.3870553970336914
377,0.3729504346847534
395,0.3840320408344269
413,0.3943648338317871
431,0.38690346479415894
449,0.3694530427455902
467,0.3862802982330322
485,0.36594462394714355
503,0.3842904567718506
521,0.3850969672203064
539,0.3739631772041321
557,0.3890098035335541
575,0.3802383542060852
593,0.3874222934246063
611,0.3910539150238037
629,0.38431718945503235
647,0.3640902638435364
665,0.3662167191505432
683,0.3759012520313263
701,0.3707737922668457
719,0.36010807752609253
737,0.3582722246646881
755,0.3625430464744568
773,0.35514014959335327
791,0.3696158230304718
809,0.35300686955451965
827,0.36219674348831177
845,0.34717386960983276
863,0.3420031666755676
881,0.33737581968307495
899,0.3408249616622925
917,0.3446658253669739
935,0.33233964443206787
953,0.32908985018730164
971,0.33455222845077515
989,0.34029150009155273
1007,0.3352072834968567
1025,0.3333624005317688
1043,0.32541388273239136
1061,0.32698482275009155
1079,0.3256427049636841
1097,0.3243987262248993
1115,0.3246603012084961
1133,0.319728285074234
1151,0.3258502185344696
1169,0.31866568326950073
1187,0.31539198756217957
1205,0.31718283891677856
1223,0.3215031027793884
1241,0.31451964378356934
1259,0.31067681312561035
1277,0.30606234073638916
1295,0.3084198236465454
1313,0.31051814556121826
1331,0.3025525212287903
1349,0.30114904046058655
1367,0.29675185680389404
1385,0.30423033237457275
1403,0.2957610785961151
1421,0.294054239988327
1439,0.30848562717437744
1457,0.297855943441391
1475,0.29640689492225647
1493,0.29376596212387085
1511,0.29631519317626953
1529,0.2942133843898773
1547,0.2937449812889099
1565,0.2935904860496521
1583,0.29294297099113464
1601,0.29097163677215576
1619,0.287905752658844
1637,0.2974901795387268
1655,0.3008281886577606
1673,0.28985944390296936
1691,0.290630578994751
1709,0.2857099771499634
1727,0.2828527092933655
1745,0.29386258125305176
1763,0.28856581449508667
1781,0.2781425714492798
1799,0.27536529302597046
1817,0.2861773371696472
1835,0.2769972085952759
1853,0.28213241696357727
