step,std_batch_emb
49,1.086037278175354
99,1.1338298320770264
149,1.1467880010604858
199,1.1525615453720093
249,1.1504071950912476
299,1.1484663486480713
349,1.1363317966461182
399,1.1265674829483032
449,1.110186219215393
499,1.0976452827453613
549,1.0828816890716553
599,1.0698977708816528
649,1.05574631690979
699,1.0380409955978394
749,1.0227972269058228
799,1.0133755207061768
849,1.0027540922164917
899,0.9951203465461731
949,0.9829244613647461
999,0.9622384905815125
1049,0.9547471404075623
1099,0.9413167238235474
1149,0.9319286346435547
1199,0.9168031811714172
1249,0.9078888297080994
1299,0.8982914090156555
1349,0.8877493143081665
1399,0.875296413898468
1449,0.8655592799186707
1499,0.8521831631660461
1549,0.8445649147033691
1599,0.8336504101753235
1649,0.8261858224868774
1699,0.8119136691093445
1749,0.8025884628295898
1799,0.7901210188865662
1849,0.779050350189209
1899,0.7730029821395874
1949,0.7618024945259094
1999,0.7556403279304504
2049,0.7458659410476685
2099,0.7372345328330994
2149,0.7273251414299011
2199,0.7180863618850708
2249,0.7080253958702087
2299,0.7028278708457947
2349,0.6920644044876099
2399,0.6830634474754333
2449,0.6741604208946228
2499,0.6667749285697937
2549,0.6590773463249207
2599,0.6514652967453003
2649,0.6410131454467773
2699,0.6350539326667786
2749,0.6293163299560547
2799,0.6184792518615723
2849,0.6087661981582642
2899,0.6018304228782654
2949,0.5973784327507019
2999,0.58954256772995
3049,0.5822197794914246
3099,0.5769557356834412
3149,0.5695809721946716
3199,0.5612545609474182
3249,0.5578102469444275
3299,0.5513060688972473
3349,0.5469248294830322
3399,0.5369067192077637
3449,0.5319414734840393
3499,0.5280359387397766
3549,0.5194582939147949
3599,0.5123446583747864
3649,0.5077272653579712
3699,0.5022282004356384
3749,0.4950326085090637
3799,0.49080315232276917
3849,0.4844840168952942
3899,0.4810693860054016
3949,0.47513705492019653
3999,0.4705343246459961
4049,0.46363481879234314
4099,0.45931217074394226
4149,0.4531686007976532
4199,0.44738903641700745
4249,0.44136640429496765
4299,0.43823179602622986
4349,0.43248578906059265
4399,0.4286978840827942
4449,0.42605477571487427
4499,0.42052721977233887
4549,0.41271981596946716
4599,0.40938082337379456
4649,0.4034624993801117
4699,0.4018504321575165
4749,0.395109623670578
4799,0.3918568789958954
4849,0.3879779279232025
4899,0.3846868574619293
4949,0.38008397817611694
4999,0.3752889335155487
5049,0.37213024497032166
5099,0.36865606904029846
5149,0.3635241985321045
5199,0.35939690470695496
5249,0.35661157965660095
5299,0.35159122943878174
5349,0.35027891397476196
5399,0.3448697626590729
5449,0.34226474165916443
5499,0.3388476073741913
5549,0.3349229395389557
5599,0.3324890434741974
5649,0.3288081884384155
5699,0.3260951340198517
5749,0.32385778427124023
5799,0.32062339782714844
5849,0.31713804602622986
5899,0.3133319318294525
5949,0.30988988280296326
5999,0.3088809847831726
6049,0.30605071783065796
6099,0.30314958095550537
6149,0.3007163405418396
6199,0.29674258828163147
6249,0.2935963273048401
6299,0.29077181220054626
6349,0.2879776954650879
6399,0.2866888642311096
6449,0.28317055106163025
6499,0.2802754044532776
6549,0.2780907154083252
6599,0.2758699357509613
6649,0.272475004196167
6699,0.2711084485054016
6749,0.26804319024086
6799,0.2661263048648834
6849,0.26518121361732483
6899,0.2620367109775543
6949,0.25851351022720337
6999,0.2582132816314697
7049,0.2552967071533203
7099,0.2530571520328522
7149,0.2523455023765564
7199,0.2503551244735718
7249,0.24700728058815002
7299,0.24510431289672852
7349,0.2422528713941574
7399,0.24167537689208984
7449,0.24011504650115967
7499,0.23823857307434082
7549,0.2363283634185791
7599,0.2344866842031479
7649,0.23235951364040375
7699,0.23012469708919525
7749,0.22851280868053436
7799,0.22614648938179016
7849,0.2244635671377182
7899,0.2231874316930771
7949,0.22226369380950928
7999,0.22060608863830566
8049,0.21911822259426117
8099,0.21755079925060272
8149,0.21760280430316925
8199,0.21493005752563477
8249,0.21252553164958954
8299,0.21125297248363495
8349,0.21043725311756134
8399,0.20875607430934906
8449,0.20735850930213928
