step,kNN_accuracy
1949,34.576541900634766
3899,40.79591751098633
5849,44.585540771484375
7799,46.67533493041992
9749,48.53514862060547
11699,48.385162353515625
13649,50.44495391845703
15599,52.39476013183594
17549,53.5146484375
19499,53.67463302612305
