step,kNN_accuracy
974,24.57754135131836
1949,27.237276077270508
2924,28.33716583251953
3899,30.236976623535156
4874,32.83671569824219
5849,36.3963623046875
6824,38.61613845825195
7799,40.98590087890625
8774,41.99580001831055
9749,42.235774993896484
