step,Cor_feature_ij_00
49,0.5366567969322205
99,0.5485942959785461
149,0.5433089137077332
199,0.5631093382835388
249,0.553005576133728
299,0.5676286816596985
349,0.5716298222541809
399,0.5788694024085999
449,0.5781168937683105
499,0.5761063098907471
549,0.5769749283790588
599,0.5805945992469788
649,0.5795763731002808
699,0.5707283020019531
749,0.5911871790885925
799,0.5772281885147095
849,0.5720391869544983
899,0.5753928422927856
949,0.5816604495048523
999,0.5843517780303955
1049,0.5826256275177002
1099,0.5809457898139954
1149,0.5751194953918457
1199,0.5782067179679871
1249,0.5672096014022827
1299,0.5733725428581238
1349,0.5807545781135559
1399,0.5716372728347778
1449,0.5591636896133423
1499,0.5708730816841125
1549,0.5619031190872192
1599,0.5619533061981201
1649,0.5527750253677368
1699,0.5416226983070374
1749,0.5484277606010437
1799,0.5471727848052979
1849,0.5333386659622192
1899,0.526626467704773
1949,0.5219452977180481
1999,0.514308512210846
2049,0.5179307460784912
2099,0.5046724677085876
2149,0.49910202622413635
2199,0.499998539686203
2249,0.4877004325389862
2299,0.4937728941440582
2349,0.4860401451587677
2399,0.47956526279449463
2449,0.4669090211391449
2499,0.4606332778930664
2549,0.4590262770652771
2599,0.4507834315299988
2649,0.454150915145874
2699,0.44519951939582825
2749,0.4499584436416626
2799,0.4389720857143402
2849,0.4456147253513336
2899,0.4500909745693207
2949,0.44516974687576294
2999,0.4563400149345398
3049,0.4417343735694885
3099,0.44223421812057495
3149,0.43653199076652527
3199,0.4268094599246979
3249,0.4111718535423279
3299,0.4032972455024719
3349,0.3995324373245239
3399,0.3990713059902191
3449,0.40035030245780945
3499,0.3895237445831299
3549,0.37941938638687134
3599,0.37143757939338684
3649,0.37082424759864807
3699,0.3702630400657654
3749,0.35982954502105713
3799,0.35956045985221863
3849,0.35332754254341125
3899,0.354092001914978
3949,0.34956952929496765
3999,0.3369751274585724
4049,0.33047181367874146
4099,0.322857141494751
4149,0.31840598583221436
4199,0.3163842558860779
4249,0.31593650579452515
4299,0.3088695704936981
4349,0.3115769624710083
4399,0.30937498807907104
4449,0.311797171831131
4499,0.3114544749259949
4549,0.30419644713401794
4599,0.3016078472137451
4649,0.29669323563575745
4699,0.29499828815460205
4749,0.29125916957855225
4799,0.29307258129119873
4849,0.28894925117492676
4899,0.2842161953449249
4949,0.2859381139278412
4999,0.2818359434604645
5049,0.2800360918045044
5099,0.2676405608654022
5149,0.2662046551704407
5199,0.26926305890083313
5249,0.2638171911239624
5299,0.2679499089717865
5349,0.262416273355484
5399,0.26063859462738037
5449,0.2599788308143616
5499,0.25882241129875183
5549,0.2495451271533966
5599,0.2463562786579132
5649,0.24248401820659637
5699,0.23135575652122498
5749,0.23068323731422424
5799,0.22731703519821167
5849,0.22485998272895813
5899,0.21984781324863434
5949,0.21923677623271942
5999,0.21817950904369354
6049,0.21916352212429047
6099,0.21524976193904877
6149,0.21249791979789734
6199,0.21071888506412506
6249,0.21145831048488617
6299,0.20837703347206116
6349,0.20454536378383636
6399,0.20305459201335907
6449,0.1992829293012619
6499,0.19608667492866516
6549,0.1944941133260727
6599,0.19128619134426117
6649,0.18630056083202362
6699,0.1851586550474167
6749,0.18288949131965637
6799,0.18151907622814178
6849,0.18112297356128693
6899,0.17831481993198395
6949,0.1773717850446701
6999,0.17410826683044434
7049,0.1717502921819687
7099,0.1706368327140808
7149,0.16918200254440308
7199,0.16808916628360748
7249,0.16702112555503845
7299,0.16617512702941895
7349,0.1659066379070282
7399,0.16247282922267914
7449,0.15999960899353027
7499,0.15850070118904114
7549,0.1618884652853012
7599,0.1595524400472641
7649,0.1575407236814499
7699,0.1570652425289154
7749,0.1570376753807068
7799,0.15274447202682495
7849,0.15102644264698029
7899,0.15250636637210846
7949,0.14869900047779083
7999,0.14984984695911407
8049,0.14829227328300476
8099,0.1489643007516861
8149,0.14640459418296814
8199,0.14545881748199463
8249,0.14796124398708344
8299,0.14323674142360687
8349,0.1442476511001587
8399,0.14504511654376984
8449,0.14419527351856232
8499,0.1426411122083664
8549,0.14285977184772491
8599,0.1424589604139328
8649,0.14262519776821136
8699,0.14124789834022522
8749,0.14196732640266418
8799,0.1403740793466568
8849,0.14347514510154724
8899,0.1429395228624344
8949,0.14019079506397247
8999,0.1413509100675583
9049,0.13949264585971832
9099,0.13875454664230347
9149,0.13888275623321533
9199,0.13997480273246765
9249,0.13873375952243805
9299,0.14069582521915436
9349,0.13970023393630981
9399,0.13967131078243256
9449,0.1375548243522644
9499,0.13882413506507874
9549,0.13956589996814728
9599,0.1384877860546112
9649,0.13816429674625397
9699,0.14018669724464417
9749,0.13894355297088623
