step,kNN_accuracy
1949,24.007598876953125
3899,33.41666030883789
5849,40.4659538269043
7799,44.42555618286133
9749,47.785221099853516
11699,49.1050910949707
13649,50.31496810913086
15599,51.72482681274414
17549,52.87471389770508
19499,52.93470764160156
