step,kNN_accuracy
1949,38.67613220214844
3899,37.66623306274414
5849,39.40605926513672
7799,39.92600631713867
9749,41.28587341308594
11699,41.93580627441406
13649,43.105690002441406
15599,43.515647888183594
17549,43.55564498901367
19499,44.1055908203125
