step,Cor_batch_ik_01_emb
49,0.6862071752548218
99,0.707868218421936
149,0.7764871716499329
199,0.8255519866943359
249,0.7811031341552734
299,0.8084399700164795
349,0.8520806431770325
399,0.8288241624832153
449,0.8626106977462769
499,0.8912995457649231
549,0.7291049361228943
599,0.9079490303993225
649,0.8934025764465332
699,0.9173019528388977
749,0.8384882211685181
799,0.8949369788169861
849,0.8348946571350098
899,0.8927373886108398
949,0.8485569953918457
999,0.9186843633651733
1049,0.8863398432731628
1099,0.9059930443763733
1149,0.8306752443313599
1199,0.7491138577461243
1249,0.7876399755477905
1299,0.8479969501495361
1349,0.9069720506668091
1399,0.9431843757629395
1449,0.9295713901519775
1499,0.8206677436828613
1549,0.9246584177017212
1599,0.9109928607940674
1649,0.9152219295501709
1699,0.9382748007774353
1749,0.9402530789375305
1799,0.9345536231994629
1849,0.8954355716705322
1899,0.7669039368629456
1949,0.9001462459564209
1999,0.9164938926696777
2049,0.8005838394165039
2099,0.91888427734375
2149,0.8874382376670837
2199,0.7973610162734985
2249,0.9425903558731079
2299,0.9294930696487427
2349,0.924125075340271
2399,0.9505261182785034
2449,0.8035876750946045
2499,0.8551160097122192
2549,0.8409152030944824
2599,0.7105019092559814
2649,0.9004586935043335
2699,0.707381010055542
2749,0.9440228939056396
2799,0.9174433946609497
2849,0.8550541996955872
2899,0.9155315160751343
2949,0.9253803491592407
2999,0.8060389757156372
3049,0.9206696152687073
3099,0.9276672601699829
3149,0.9184290170669556
3199,0.9228914976119995
3249,0.8113116025924683
3299,0.8312943577766418
3349,0.7293448448181152
3399,0.8470572233200073
3449,0.934546947479248
3499,0.9379671812057495
3549,0.6417138576507568
3599,0.9494657516479492
3649,0.9122782349586487
3699,0.9246973991394043
3749,0.8527798056602478
3799,0.9175958037376404
3849,0.8820627927780151
3899,0.9467242956161499
3949,0.8452738523483276
3999,0.8275743126869202
4049,0.9042677283287048
4099,0.866338849067688
4149,0.9473710060119629
4199,0.7904578447341919
4249,0.9210585951805115
4299,0.7652541399002075
4349,0.8613919019699097
4399,0.8627767562866211
4449,0.9111875295639038
4499,0.7385680675506592
4549,0.8810632228851318
4599,0.9509726166725159
4649,0.885749101638794
4699,0.7790522575378418
4749,0.8226684331893921
4799,0.9415497183799744
4849,0.9436368346214294
4899,0.9187281131744385
4949,0.882604718208313
4999,0.9096941947937012
5049,0.5808115601539612
5099,0.9122301936149597
5149,0.9590727090835571
5199,0.863585352897644
5249,0.9461660385131836
5299,0.7051137685775757
5349,0.907532811164856
5399,0.810089111328125
5449,0.9382658004760742
5499,0.947597324848175
5549,0.8432285785675049
5599,0.6425600051879883
5649,0.9518763422966003
5699,0.8819451332092285
5749,0.9374334216117859
5799,0.9141942262649536
5849,0.9090144634246826
5899,0.7832401990890503
5949,0.9189562797546387
5999,0.8421965837478638
6049,0.952444314956665
6099,0.9012594819068909
6149,0.9244303703308105
6199,0.9146631956100464
6249,0.6865308284759521
6299,0.6288057565689087
6349,0.6400449275970459
6399,0.6324747800827026
6449,0.7504442930221558
6499,0.900863528251648
6549,0.9180587530136108
6599,0.9090679883956909
6649,0.9317319989204407
6699,0.9239333868026733
6749,0.8760348558425903
6799,0.861107349395752
6849,0.9324703216552734
6899,0.9163395166397095
6949,0.9082836508750916
6999,0.7340726256370544
7049,0.9201643466949463
7099,0.831421971321106
7149,0.9218392968177795
7199,0.63938307762146
7249,0.9309081435203552
7299,0.9160069227218628
7349,0.8984307646751404
7399,0.6802879571914673
7449,0.6661214232444763
7499,0.9180755615234375
7549,0.7856564521789551
7599,0.630479633808136
7649,0.9298208951950073
7699,0.9295337200164795
7749,0.9352074861526489
7799,0.9138278961181641
7849,0.6540732383728027
7899,0.9344928860664368
7949,0.9266494512557983
7999,0.9263079166412354
8049,0.9032382965087891
8099,0.7785364389419556
8149,0.9266260862350464
8199,0.9462395906448364
8249,0.7291220426559448
8299,0.9286139011383057
8349,0.9482690095901489
8399,0.9370453357696533
8449,0.7849524021148682
8499,0.6754920482635498
8549,0.6989118456840515
8599,0.9623705148696899
8649,0.9129945039749146
8699,0.8876664638519287
8749,0.9538354277610779
8799,0.898716151714325
8849,0.9323413968086243
8899,0.8629293441772461
8949,0.7525594234466553
8999,0.9411736726760864
9049,0.8047630190849304
9099,0.8855658769607544
9149,0.868933916091919
9199,0.8161510229110718
9249,0.8847787380218506
9299,0.8870940208435059
9349,0.9402409791946411
9399,0.8571661114692688
9449,0.9218180179595947
9499,0.9046725630760193
9549,0.935839831829071
9599,0.7978265285491943
9649,0.9391881227493286
9699,0.7981257438659668
9749,0.7988901138305664
9799,0.9147361516952515
9849,0.7553309202194214
9899,0.8990750312805176
9949,0.9038743376731873
9999,0.8376352787017822
10049,0.9450743794441223
10099,0.9320793747901917
10149,0.9501823782920837
10199,0.9514373540878296
10249,0.9262417554855347
10299,0.9602619409561157
10349,0.9510533809661865
10399,0.9373497366905212
10449,0.8818008899688721
10499,0.9095112085342407
10549,0.9398167133331299
10599,0.9605729579925537
10649,0.9118527770042419
10699,0.9330466389656067
10749,0.8003787994384766
10799,0.8690558671951294
10849,0.851667582988739
10899,0.8613927364349365
10949,0.8656940460205078
10999,0.9338574409484863
11049,0.9481464624404907
11099,0.772987961769104
11149,0.8777633905410767
11199,0.9334065318107605
11249,0.923368513584137
11299,0.868731677532196
11349,0.9489473104476929
11399,0.9452303051948547
11449,0.8080295324325562
11499,0.9301495552062988
11549,0.9295850992202759
11599,0.9094678163528442
11649,0.8206222057342529
11699,0.9447172284126282
11749,0.9444286823272705
11799,0.9179880619049072
11849,0.7911052703857422
11899,0.81405109167099
11949,0.88019198179245
11999,0.9498600959777832
12049,0.9402073621749878
12099,0.9318654537200928
12149,0.918036699295044
12199,0.9498626589775085
12249,0.9473291039466858
12299,0.9508532285690308
12349,0.9376348853111267
12399,0.8951478004455566
12449,0.9002838730812073
12499,0.9442095160484314
12549,0.8889521360397339
12599,0.9399207234382629
12649,0.8770133852958679
12699,0.9180153608322144
12749,0.945432186126709
12799,0.9513235092163086
12849,0.9274082183837891
12899,0.9466472864151001
12949,0.9201854467391968
12999,0.9196652173995972
13049,0.7886606454849243
13099,0.9515337347984314
13149,0.9402134418487549
13199,0.9414357542991638
13249,0.9200127124786377
13299,0.9502021074295044
13349,0.9173021912574768
13399,0.8184788227081299
13449,0.9284058809280396
13499,0.8414729833602905
13549,0.9363991022109985
13599,0.9312101602554321
13649,0.9280407428741455
13699,0.860967755317688
13749,0.8656909465789795
13799,0.9324487447738647
13849,0.9484758377075195
13899,0.9327696561813354
13949,0.8905988931655884
13999,0.9518939256668091
14049,0.8891433477401733
14099,0.9487607479095459
14149,0.9334121346473694
14199,0.9317852854728699
14249,0.9559862017631531
14299,0.948022723197937
14349,0.9373100399971008
14399,0.938820481300354
14449,0.9406411647796631
14499,0.9408917427062988
14549,0.9334601163864136
14599,0.9453850984573364
14649,0.8544213175773621
14699,0.9391078948974609
14749,0.9199331998825073
14799,0.9302883148193359
14849,0.93633633852005
14899,0.9448466300964355
14949,0.9504365921020508
14999,0.9084535241127014
15049,0.9555700421333313
15099,0.9645771384239197
15149,0.933689296245575
15199,0.953510046005249
15249,0.8728638887405396
15299,0.9053660035133362
15349,0.9541493654251099
15399,0.9406907558441162
15449,0.929714560508728
15499,0.9388787150382996
15549,0.9420398473739624
15599,0.9437206983566284
15649,0.9364549517631531
15699,0.9613120555877686
15749,0.9144915342330933
15799,0.9534432888031006
15849,0.9557298421859741
15899,0.9329370260238647
