step,kNN_accuracy
974,42.56574249267578
1949,47.23527908325195
2924,48.415157318115234
3899,49.055091857910156
4874,50.95490264892578
5849,52.43475341796875
6824,54.46455383300781
7799,55.90441131591797
8774,57.09428787231445
9749,57.35426712036133
