step,std_batch
49,0.04494936391711235
99,0.07504627853631973
149,0.10867102444171906
199,0.1359712779521942
249,0.15772825479507446
299,0.1743512600660324
349,0.18654224276542664
399,0.19565118849277496
449,0.20437970757484436
499,0.20681555569171906
549,0.20677195489406586
599,0.20862102508544922
649,0.2097749412059784
699,0.20860807597637177
749,0.207230344414711
799,0.20413616299629211
849,0.20334018766880035
899,0.19922354817390442
949,0.19732436537742615
999,0.19370687007904053
1049,0.19199523329734802
1099,0.18964515626430511
1149,0.18562141060829163
1199,0.18182775378227234
1249,0.18018490076065063
1299,0.173381969332695
1349,0.17094573378562927
1399,0.1699817180633545
1449,0.16664278507232666
1499,0.16476577520370483
1549,0.16217181086540222
1599,0.15780878067016602
1649,0.1545044481754303
1699,0.15187957882881165
1749,0.14806699752807617
1799,0.14600126445293427
1849,0.1445206105709076
1899,0.14131146669387817
1949,0.1418723315000534
1999,0.1388147473335266
2049,0.13595670461654663
2099,0.13419130444526672
2149,0.13085639476776123
2199,0.12914961576461792
2249,0.1276577115058899
2299,0.12543803453445435
2349,0.12331944704055786
2399,0.12240304052829742
2449,0.12094220519065857
2499,0.11709285527467728
2549,0.11596740782260895
2599,0.11416381597518921
2649,0.11247512698173523
2699,0.11128340661525726
2749,0.10938868671655655
2799,0.10859475284814835
2849,0.10638704150915146
2899,0.10577118396759033
2949,0.1049513965845108
2999,0.10200235247612
3049,0.10073314607143402
3099,0.10017509758472443
3149,0.09862055629491806
3199,0.09678058326244354
3249,0.09593097865581512
3299,0.09501258283853531
3349,0.09333863109350204
3399,0.09263981878757477
3449,0.09151221066713333
3499,0.0909276008605957
3549,0.08982913941144943
3599,0.08926835656166077
3649,0.08822421729564667
3699,0.08755950629711151
3749,0.08626428246498108
3799,0.08489003032445908
3849,0.08405336737632751
3899,0.08350126445293427
3949,0.08248846232891083
3999,0.08068492263555527
4049,0.08052142709493637
4099,0.07984364777803421
4149,0.07995560765266418
4199,0.07834765315055847
4249,0.07812611758708954
4299,0.07768857479095459
4349,0.07569296658039093
4399,0.0752478837966919
4449,0.07416927069425583
4499,0.07380257546901703
4549,0.07290180772542953
4599,0.07230759412050247
4649,0.07188887894153595
4699,0.07054117321968079
4749,0.07029549032449722
4799,0.0689089372754097
4849,0.06909903883934021
4899,0.06886506080627441
4949,0.06878170371055603
4999,0.0674312487244606
5049,0.06715726852416992
5099,0.06694561243057251
5149,0.06571312248706818
5199,0.06535126268863678
5249,0.06461337208747864
5299,0.06451143324375153
5349,0.06403712183237076
5399,0.0635271891951561
5449,0.06360632181167603
5499,0.06334802508354187
5549,0.06288298219442368
5599,0.06236429885029793
5649,0.062010206282138824
5699,0.061440855264663696
5749,0.06129361689090729
5799,0.060785338282585144
5849,0.06111019104719162
5899,0.060308799147605896
5949,0.059415750205516815
5999,0.059676170349121094
6049,0.05814490467309952
6099,0.0576917827129364
6149,0.056942764669656754
6199,0.056688323616981506
6249,0.05659464746713638
6299,0.055930282920598984
6349,0.055630821734666824
6399,0.055134572088718414
6449,0.05489896237850189
6499,0.0548924095928669
6549,0.05496281385421753
6599,0.05484651401638985
6649,0.054039277136325836
6699,0.05396673083305359
6749,0.05376651883125305
6799,0.05276907980442047
6849,0.052235208451747894
6899,0.051111526787281036
6949,0.05105946213006973
6999,0.05115057900547981
7049,0.050650499761104584
7099,0.05025225132703781
7149,0.049747757613658905
7199,0.04926450550556183
7249,0.04863154888153076
7299,0.0478447787463665
7349,0.04743354395031929
7399,0.047281935811042786
7449,0.04755808413028717
7499,0.047601595520973206
7549,0.04740844666957855
7599,0.046624332666397095
7649,0.0464620515704155
7699,0.04595679044723511
7749,0.04567178711295128
7799,0.045799240469932556
7849,0.04495753347873688
7899,0.04438644275069237
7949,0.044852498918771744
7999,0.04457166790962219
8049,0.04406944662332535
8099,0.044079214334487915
8149,0.043482664972543716
8199,0.04380353167653084
8249,0.04299694299697876
8299,0.043035805225372314
8349,0.04246089980006218
8399,0.0424877367913723
8449,0.0421384796500206
8499,0.04217546060681343
8549,0.0420716255903244
8599,0.042283955961465836
8649,0.04202554374933243
8699,0.041732922196388245
8749,0.041210100054740906
8799,0.04142364114522934
8849,0.04084703326225281
8899,0.041012462228536606
8949,0.04044059291481972
8999,0.04025035351514816
9049,0.0399797260761261
9099,0.04015772044658661
9149,0.039131853729486465
9199,0.03916901350021362
9249,0.038403190672397614
9299,0.038475748151540756
9349,0.03872101381421089
9399,0.038064323365688324
9449,0.03821901977062225
9499,0.037337273359298706
9549,0.03707227110862732
9599,0.03703915700316429
9649,0.03668983280658722
9699,0.036874547600746155
9749,0.03663957118988037
9799,0.036806754767894745
9849,0.03632298484444618
9899,0.0360896922647953
9949,0.03569938242435455
9999,0.03567134216427803
10049,0.03543327748775482
10099,0.03490286320447922
10149,0.03477881848812103
10199,0.03516003489494324
10249,0.03486911579966545
10299,0.03444001078605652
10349,0.03411686792969704
10399,0.03352449834346771
10449,0.0339655801653862
10499,0.033500850200653076
10549,0.03340405970811844
10599,0.0333590991795063
10649,0.032558880746364594
10699,0.03260960429906845
10749,0.03246087208390236
10799,0.03218081220984459
10849,0.032037846744060516
10899,0.03204582631587982
10949,0.031410131603479385
10999,0.0315079391002655
11049,0.031642742455005646
11099,0.031191851943731308
11149,0.031175050884485245
11199,0.030821412801742554
11249,0.03115662932395935
11299,0.030546175315976143
11349,0.0306974146515131
11399,0.030374102294445038
11449,0.030420567840337753
11499,0.030166935175657272
11549,0.03011510893702507
11599,0.0297172199934721
11649,0.02945718728005886
11699,0.029324829578399658
11749,0.029376428574323654
11799,0.029229428619146347
11849,0.028719179332256317
11899,0.028586577624082565
11949,0.02854057401418686
11999,0.02857523411512375
12049,0.028238587081432343
12099,0.02845332771539688
12149,0.0281917043030262
