step,time_log
49,0.016943693161010742
99,0.015946626663208008
149,0.015946626663208008
199,0.016943931579589844
249,0.01694345474243164
299,0.024916648864746094
349,0.01694321632385254
399,0.01694345474243164
449,0.01694321632385254
499,0.01694321632385254
549,0.017940044403076172
599,0.01694321632385254
649,0.017940282821655273
699,0.020930051803588867
749,0.01694345474243164
799,0.01793980598449707
849,0.018936872482299805
899,0.0189363956451416
949,0.02093029022216797
999,0.01694321632385254
1049,0.017940044403076172
1099,0.0219271183013916
1149,0.016943693161010742
1199,0.01694321632385254
1249,0.01594710350036621
1299,0.022922992706298828
1349,0.01694321632385254
1399,0.020930051803588867
1449,0.0189361572265625
1499,0.015946626663208008
1549,0.01594710350036621
1599,0.015946626663208008
1649,0.015946626663208008
1699,0.020930051803588867
1749,0.01793980598449707
1799,0.018936872482299805
1849,0.01694321632385254
1899,0.01694345474243164
1949,0.011960029602050781
1999,0.01694345474243164
2049,0.019933462142944336
2099,0.01694345474243164
2149,0.019933223724365234
2199,0.015946388244628906
2249,0.015946626663208008
2299,0.01594686508178711
2349,0.018936634063720703
2399,0.016943693161010742
2449,0.020930051803588867
2499,0.01594686508178711
2549,0.02292323112487793
2599,0.016943693161010742
2649,0.01694345474243164
2699,0.018937110900878906
2749,0.021926164627075195
2799,0.018936872482299805
2849,0.018936872482299805
2899,0.018936634063720703
2949,0.01594686508178711
2999,0.016943693161010742
3049,0.01793956756591797
3099,0.01793956756591797
3149,0.0189363956451416
3199,0.018936634063720703
3249,0.017940044403076172
3299,0.01793980598449707
3349,0.017940282821655273
3399,0.01694321632385254
3449,0.01694345474243164
3499,0.014949798583984375
3549,0.01793980598449707
3599,0.016942977905273438
3649,0.015946626663208008
3699,0.019933223724365234
3749,0.018936872482299805
3799,0.017940044403076172
3849,0.01694321632385254
3899,0.01195979118347168
3949,0.019933462142944336
3999,0.017940044403076172
4049,0.01594686508178711
4099,0.018937110900878906
4149,0.023920297622680664
4199,0.020929574966430664
4249,0.019933223724365234
4299,0.01694345474243164
4349,0.017940044403076172
4399,0.016942977905273438
4449,0.018936634063720703
4499,0.023920297622680664
4549,0.017940282821655273
4599,0.01694321632385254
4649,0.016942977905273438
4699,0.02093029022216797
4749,0.015946626663208008
4799,0.01594686508178711
4849,0.016943693161010742
4899,0.018936872482299805
4949,0.01793980598449707
4999,0.017940282821655273
5049,0.019932985305786133
5099,0.016942977905273438
5149,0.019933700561523438
5199,0.020930051803588867
5249,0.019933223724365234
5299,0.023930072784423828
5349,0.015946626663208008
5399,0.0219268798828125
5449,0.01793980598449707
5499,0.015946626663208008
5549,0.01694321632385254
5599,0.01694321632385254
5649,0.01793980598449707
5699,0.01694321632385254
5749,0.02292346954345703
5799,0.017940044403076172
5849,0.011960029602050781
5899,0.021926403045654297
5949,0.01793980598449707
5999,0.018936634063720703
6049,0.017940044403076172
6099,0.020930051803588867
6149,0.017940044403076172
6199,0.019933462142944336
6249,0.01594710350036621
6299,0.01694321632385254
6349,0.018936872482299805
6399,0.019933223724365234
6449,0.018936634063720703
6499,0.022923707962036133
6549,0.01594686508178711
6599,0.01694345474243164
6649,0.015946388244628906
6699,0.017940044403076172
6749,0.01793980598449707
6799,0.020929813385009766
6849,0.017940044403076172
6899,0.015946626663208008
6949,0.01694321632385254
6999,0.01694321632385254
7049,0.018936872482299805
7099,0.0189363956451416
7149,0.023920059204101562
7199,0.018936872482299805
7249,0.01594710350036621
7299,0.015946626663208008
7349,0.019933462142944336
7399,0.01594710350036621
7449,0.015946626663208008
7499,0.018936872482299805
7549,0.020930051803588867
7599,0.017940044403076172
7649,0.01594710350036621
7699,0.017940044403076172
7749,0.0189363956451416
7799,0.011960268020629883
7849,0.020930051803588867
7899,0.0189363956451416
7949,0.017940044403076172
7999,0.02093029022216797
8049,0.021926403045654297
8099,0.018936872482299805
8149,0.01694321632385254
8199,0.015946626663208008
8249,0.015946149826049805
8299,0.017940044403076172
8349,0.01694321632385254
8399,0.019932985305786133
8449,0.019933223724365234
8499,0.01694345474243164
8549,0.017940044403076172
8599,0.01594686508178711
8649,0.01793980598449707
8699,0.01694321632385254
8749,0.02790689468383789
8799,0.01594686508178711
8849,0.01793980598449707
8899,0.01594710350036621
8949,0.018936634063720703
8999,0.015946626663208008
9049,0.01594710350036621
9099,0.016942977905273438
9149,0.01594710350036621
9199,0.026909828186035156
9249,0.017940044403076172
9299,0.01694345474243164
9349,0.015946626663208008
9399,0.019933462142944336
9449,0.019933223724365234
9499,0.024916648864746094
9549,0.022922992706298828
9599,0.01694345474243164
9649,0.017940044403076172
9699,0.016943693161010742
9749,0.012956857681274414
9799,0.015946388244628906
9849,0.017940282821655273
9899,0.017940521240234375
9949,0.017940282821655273
9999,0.016943693161010742
10049,0.017940044403076172
10099,0.01793956756591797
10149,0.016943693161010742
10199,0.019933462142944336
10249,0.020930051803588867
10299,0.01694321632385254
10349,0.01594710350036621
10399,0.016943693161010742
10449,0.019932985305786133
10499,0.019933223724365234
10549,0.01594710350036621
10599,0.020930051803588867
10649,0.015946626663208008
10699,0.0189363956451416
10749,0.01694321632385254
10799,0.017940282821655273
10849,0.017940282821655273
10899,0.015946626663208008
10949,0.016942977905273438
10999,0.017940044403076172
11049,0.019933223724365234
11099,0.01694321632385254
11149,0.01594686508178711
11199,0.017940044403076172
11249,0.01694345474243164
11299,0.01594710350036621
11349,0.01694321632385254
11399,0.016942977905273438
11449,0.019933462142944336
11499,0.015946388244628906
11549,0.018936634063720703
11599,0.019933223724365234
11649,0.019933462142944336
11699,0.012956857681274414
11749,0.019933462142944336
11799,0.01694345474243164
11849,0.01793980598449707
11899,0.018936872482299805
11949,0.02292323112487793
11999,0.01694345474243164
12049,0.02790689468383789
12099,0.01694345474243164
12149,0.01694345474243164
12199,0.01594686508178711
12249,0.019933223724365234
12299,0.01694321632385254
12349,0.01694345474243164
12399,0.016943693161010742
12449,0.019933223724365234
12499,0.015946388244628906
12549,0.01694345474243164
12599,0.017940282821655273
12649,0.016943693161010742
12699,0.015946388244628906
12749,0.018936872482299805
12799,0.01694321632385254
12849,0.020930051803588867
12899,0.024916887283325195
12949,0.01694321632385254
12999,0.01694345474243164
13049,0.015946626663208008
13099,0.023920059204101562
13149,0.015946626663208008
13199,0.015946626663208008
13249,0.016943693161010742
13299,0.017940282821655273
13349,0.020930051803588867
13399,0.015946388244628906
13449,0.01793956756591797
13499,0.017940044403076172
13549,0.022923707962036133
13599,0.01594686508178711
13649,0.012956619262695312
13699,0.016943693161010742
13749,0.016943693161010742
13799,0.015946626663208008
13849,0.01694345474243164
13899,0.017940044403076172
13949,0.01694321632385254
13999,0.019933462142944336
14049,0.01594686508178711
14099,0.026910066604614258
14149,0.024917125701904297
14199,0.01694345474243164
14249,0.01694345474243164
14299,0.022923707962036133
14349,0.019933462142944336
14399,0.017940282821655273
14449,0.018936872482299805
14499,0.01793980598449707
14549,0.017940282821655273
14599,0.01694321632385254
14649,0.01694345474243164
14699,0.016942977905273438
14749,0.019933462142944336
14799,0.020930051803588867
14849,0.01793980598449707
14899,0.019933462142944336
14949,0.0189363956451416
14999,0.017940044403076172
15049,0.01793980598449707
15099,0.018936634063720703
15149,0.020930051803588867
15199,0.01594686508178711
15249,0.019933462142944336
15299,0.015946388244628906
15349,0.01694321632385254
15399,0.017940044403076172
15449,0.01793980598449707
15499,0.018936872482299805
15549,0.01694345474243164
15599,0.012957572937011719
15649,0.0219266414642334
15699,0.01694321632385254
15749,0.020930051803588867
15799,0.015946626663208008
15849,0.015946626663208008
15899,0.01694321632385254
15949,0.017940282821655273
15999,0.01694321632385254
16049,0.016943693161010742
16099,0.01694321632385254
16149,0.01793980598449707
16199,0.016942977905273438
16249,0.01793980598449707
16299,0.01694321632385254
16349,0.016943693161010742
16399,0.017940044403076172
16449,0.018936872482299805
16499,0.019932985305786133
16549,0.0219266414642334
16599,0.016943693161010742
16649,0.01694345474243164
16699,0.018936634063720703
16749,0.018936872482299805
16799,0.020930051803588867
16849,0.01694321632385254
16899,0.018936872482299805
16949,0.018936872482299805
16999,0.016943931579589844
17049,0.020930051803588867
17099,0.019933462142944336
17149,0.016943693161010742
17199,0.01694345474243164
17249,0.0189363956451416
17299,0.017940044403076172
17349,0.024916648864746094
17399,0.017940044403076172
17449,0.01694321632385254
17499,0.018936634063720703
17549,0.010963201522827148
17599,0.02093052864074707
17649,0.020930051803588867
17699,0.01694321632385254
17749,0.017940044403076172
17799,0.019933462142944336
17849,0.01694321632385254
17899,0.01694345474243164
17949,0.015946626663208008
17999,0.019933223724365234
18049,0.016942977905273438
18099,0.0189361572265625
18149,0.024916887283325195
18199,0.019933462142944336
18249,0.01694321632385254
18299,0.017940282821655273
18349,0.015946388244628906
18399,0.016943693161010742
18449,0.01694321632385254
18499,0.015946626663208008
18549,0.01594686508178711
18599,0.018936872482299805
18649,0.015946626663208008
18699,0.01694321632385254
18749,0.01694345474243164
18799,0.02292346954345703
18849,0.019933462142944336
18899,0.01594686508178711
18949,0.0189363956451416
18999,0.01694345474243164
19049,0.015946626663208008
19099,0.017940282821655273
19149,0.019933462142944336
19199,0.01694345474243164
19249,0.01793980598449707
19299,0.016943693161010742
19349,0.015946626663208008
19399,0.01694345474243164
19449,0.01694321632385254
19499,0.011960268020629883
