step,Cor_batch_ik_00
49,0.33802351355552673
99,0.5663959383964539
149,0.40138310194015503
199,0.5961697101593018
249,0.5512497425079346
299,0.5211805105209351
349,0.516963541507721
399,0.35797184705734253
449,0.34248241782188416
499,0.6342920064926147
549,0.4437987506389618
599,0.44145962595939636
649,0.5107831954956055
699,0.4746811091899872
749,0.428626149892807
799,0.6781668066978455
849,0.45297861099243164
899,0.38150665163993835
949,0.23397108912467957
999,0.5084168314933777
1049,0.3412376046180725
1099,0.46637770533561707
1149,0.46466684341430664
1199,0.4895066022872925
1249,0.4183495342731476
1299,0.5109561085700989
1349,0.4103086590766907
1399,0.49404072761535645
1449,0.3681676983833313
1499,0.28291788697242737
1549,0.3231547772884369
1599,0.3300977349281311
1649,0.34071221947669983
1699,0.30709904432296753
1749,0.27127039432525635
1799,0.2978666424751282
1849,0.30779099464416504
1899,0.26529431343078613
1949,0.30536022782325745
1999,0.3118163049221039
2049,0.3047509491443634
2099,0.30152276158332825
2149,0.3259054720401764
2199,0.35604628920555115
2249,0.30300796031951904
2299,0.28779271245002747
2349,0.32125380635261536
2399,0.2795247435569763
2449,0.3272663950920105
2499,0.30598416924476624
2549,0.2790369689464569
2599,0.28824853897094727
2649,0.3050363063812256
2699,0.3011848032474518
2749,0.30055463314056396
2799,0.321755051612854
2849,0.28892087936401367
2899,0.26188382506370544
2949,0.269327312707901
2999,0.26755914092063904
3049,0.30673766136169434
3099,0.26394593715667725
3149,0.28512996435165405
3199,0.3022935688495636
3249,0.26399660110473633
3299,0.25411030650138855
3349,0.2560928463935852
3399,0.2788313031196594
3449,0.28688856959342957
3499,0.2745039165019989
3549,0.2510874271392822
3599,0.2847305238246918
3649,0.2760218679904938
3699,0.257850706577301
3749,0.2733142375946045
3799,0.28513258695602417
3849,0.2713513970375061
3899,0.26226481795310974
3949,0.23524102568626404
3999,0.2649769186973572
4049,0.24897925555706024
4099,0.26284900307655334
4149,0.24928253889083862
4199,0.2496408075094223
4249,0.2440977692604065
4299,0.24365177750587463
4349,0.23885312676429749
4399,0.23583397269248962
4449,0.24188914895057678
4499,0.24996191263198853
4549,0.22967012226581573
4599,0.24393774569034576
4649,0.25417906045913696
4699,0.2189399003982544
4749,0.2148091346025467
4799,0.26705628633499146
4849,0.23754113912582397
4899,0.2253345549106598
4949,0.216831237077713
4999,0.2045765072107315
5049,0.21976572275161743
5099,0.207282155752182
5149,0.19934725761413574
5199,0.20601323246955872
5249,0.20843307673931122
5299,0.2088267058134079
5349,0.20434722304344177
5399,0.21699514985084534
5449,0.26491546630859375
5499,0.22607402503490448
5549,0.19873160123825073
5599,0.19876454770565033
5649,0.21158401668071747
5699,0.23361386358737946
5749,0.1977519989013672
5799,0.24713703989982605
5849,0.18801073729991913
5899,0.21255283057689667
5949,0.23225481808185577
5999,0.22215521335601807
6049,0.19624069333076477
6099,0.20391321182250977
6149,0.19305768609046936
6199,0.2056809365749359
6249,0.2135685682296753
6299,0.2003057301044464
6349,0.2168150395154953
6399,0.21373462677001953
6449,0.21791046857833862
6499,0.2239152193069458
6549,0.21180595457553864
6599,0.21159176528453827
6649,0.19916149973869324
6699,0.2224871814250946
6749,0.20441725850105286
6799,0.21300753951072693
6849,0.228899285197258
6899,0.2186785191297531
6949,0.24205021560192108
6999,0.22743289172649384
7049,0.20307815074920654
7099,0.21482424437999725
7149,0.19349947571754456
7199,0.24241942167282104
7249,0.2347748726606369
7299,0.2076583057641983
7349,0.20209625363349915
7399,0.2118908315896988
7449,0.21163658797740936
7499,0.21274331212043762
7549,0.1901506781578064
7599,0.22755932807922363
7649,0.21950529515743256
7699,0.20967848598957062
7749,0.25072401762008667
7799,0.2109972983598709
7849,0.252046138048172
7899,0.22123359143733978
7949,0.2324737161397934
7999,0.21147792041301727
8049,0.22843478620052338
8099,0.2170533835887909
8149,0.22173041105270386
8199,0.2077440768480301
8249,0.24488011002540588
8299,0.2509189546108246
8349,0.21452152729034424
8399,0.2241220474243164
8449,0.21389338374137878
8499,0.2170768678188324
8549,0.223879873752594
8599,0.21145828068256378
8649,0.23840482532978058
8699,0.20140281319618225
8749,0.2491845041513443
8799,0.22197607159614563
8849,0.21983176469802856
8899,0.24633841216564178
8949,0.23172317445278168
8999,0.22338305413722992
9049,0.22171185910701752
9099,0.2068118155002594
9149,0.2095857411623001
9199,0.2424735277891159
9249,0.230942502617836
9299,0.2061617076396942
9349,0.20069488883018494
9399,0.22360263764858246
9449,0.20253156125545502
9499,0.2079947590827942
9549,0.2159358114004135
9599,0.20466308295726776
9649,0.22015595436096191
9699,0.22099195420742035
9749,0.2570760250091553
9799,0.21714632213115692
9849,0.21123652160167694
9899,0.20213158428668976
9949,0.19014768302440643
9999,0.20799116790294647
10049,0.19775554537773132
10099,0.22362160682678223
10149,0.21660204231739044
10199,0.21663381159305573
10249,0.21190761029720306
10299,0.20998956263065338
10349,0.20124351978302002
10399,0.20986610651016235
10449,0.22918060421943665
10499,0.21542830765247345
10549,0.20051713287830353
10599,0.19331258535385132
10649,0.2583264410495758
10699,0.2267070859670639
10749,0.21069550514221191
10799,0.23151135444641113
10849,0.21729302406311035
10899,0.21143454313278198
10949,0.21026623249053955
10999,0.23117613792419434
11049,0.2068696916103363
11099,0.2167518585920334
11149,0.20571693778038025
11199,0.22504690289497375
11249,0.2033916413784027
11299,0.20449960231781006
11349,0.19320766627788544
11399,0.20825731754302979
11449,0.22019658982753754
11499,0.21254639327526093
11549,0.21430347859859467
11599,0.20820768177509308
11649,0.20093661546707153
11699,0.19332970678806305
11749,0.19076688587665558
11799,0.19564102590084076
11849,0.20325233042240143
11899,0.19837883114814758
11949,0.20767025649547577
11999,0.20365498960018158
12049,0.19960977137088776
12099,0.19407598674297333
12149,0.2105923742055893
12199,0.21305027604103088
12249,0.20166882872581482
12299,0.23727412521839142
12349,0.22318105399608612
12399,0.23007334768772125
12449,0.21564671397209167
12499,0.19976888597011566
12549,0.2545222342014313
12599,0.2592372000217438
12649,0.2197808474302292
12699,0.2001463770866394
12749,0.19946637749671936
12799,0.2035415768623352
12849,0.21161246299743652
12899,0.19596000015735626
12949,0.2614697515964508
12999,0.20742222666740417
13049,0.20283037424087524
13099,0.19891604781150818
13149,0.1949283331632614
13199,0.1928822100162506
13249,0.2358366698026657
13299,0.23233957588672638
13349,0.21021829545497894
13399,0.20440617203712463
13449,0.21129478514194489
13499,0.19784246385097504
13549,0.22035710513591766
13599,0.2122173309326172
13649,0.2372041940689087
13699,0.25556519627571106
13749,0.23161457479000092
13799,0.24635814130306244
13849,0.22062043845653534
13899,0.20453934371471405
13949,0.21525262296199799
13999,0.25195983052253723
14049,0.21691572666168213
14099,0.24550481140613556
14149,0.24898134171962738
14199,0.25987493991851807
14249,0.2659863829612732
14299,0.21933043003082275
14349,0.19144870340824127
14399,0.22334575653076172
14449,0.22082717716693878
14499,0.23087076842784882
14549,0.20354300737380981
14599,0.2171044647693634
14649,0.22153085470199585
14699,0.21180187165737152
14749,0.22856959700584412
14799,0.28193068504333496
14849,0.266451895236969
14899,0.24315446615219116
14949,0.21124058961868286
14999,0.22150415182113647
15049,0.19920222461223602
15099,0.2879496216773987
15149,0.24864192306995392
15199,0.23139122128486633
15249,0.21223388612270355
15299,0.22499454021453857
15349,0.23584693670272827
15399,0.2569342851638794
15449,0.2289259135723114
15499,0.23470880091190338
15549,0.19983923435211182
15599,0.2053510993719101
15649,0.20529486238956451
15699,0.2162497639656067
15749,0.21731363236904144
15799,0.2078024297952652
15849,0.20549698173999786
15899,0.2631464898586273
15949,0.22113385796546936
15999,0.23446355760097504
16049,0.21928425133228302
16099,0.21748262643814087
16149,0.1978875994682312
16199,0.20695865154266357
16249,0.24073956906795502
16299,0.23093126714229584
16349,0.20746967196464539
16399,0.20598243176937103
16449,0.19786813855171204
16499,0.2424686998128891
16549,0.2441130131483078
16599,0.2387995570898056
16649,0.21298404037952423
16699,0.19963747262954712
16749,0.1882776916027069
16799,0.20443256199359894
16849,0.20042042434215546
16899,0.19892705976963043
16949,0.1885199397802353
16999,0.24187660217285156
17049,0.2411109060049057
17099,0.22457067668437958
17149,0.2196231186389923
17199,0.2174113392829895
17249,0.20707842707633972
17299,0.20276138186454773
17349,0.1966806948184967
17399,0.19208765029907227
17449,0.18489126861095428
17499,0.20738205313682556
17549,0.18914473056793213
17599,0.19609306752681732
17649,0.20461229979991913
17699,0.20925356447696686
17749,0.2157360315322876
17799,0.20402248203754425
17849,0.2022434026002884
17899,0.20329293608665466
17949,0.1933336704969406
17999,0.19970770180225372
18049,0.19267308712005615
18099,0.19154606759548187
18149,0.19373783469200134
18199,0.18942208588123322
18249,0.1948767602443695
18299,0.1885310262441635
18349,0.18993932008743286
18399,0.187189981341362
18449,0.19060009717941284
18499,0.18184898793697357
18549,0.18525317311286926
18599,0.1845366507768631
18649,0.19128921627998352
18699,0.18433082103729248
18749,0.1934434473514557
18799,0.19710859656333923
18849,0.1815185844898224
18899,0.19073179364204407
18949,0.19030246138572693
18999,0.19364982843399048
19049,0.19242185354232788
19099,0.1877501755952835
19149,0.19333212077617645
19199,0.19484074413776398
19249,0.19944477081298828
19299,0.19796226918697357
19349,0.19899530708789825
19399,0.19620312750339508
19449,0.19736161828041077
19499,0.19868217408657074
