step,epoch
49,0
99,0
149,0
199,1
249,1
299,1
349,1
399,2
449,2
499,2
549,2
599,3
649,3
699,3
749,3
799,4
849,4
899,4
949,4
974,4
999,5
1049,5
1099,5
1149,5
1199,6
1249,6
1299,6
1349,6
1399,7
1449,7
1499,7
1549,7
1599,8
1649,8
1699,8
1749,8
1799,9
1849,9
1899,9
1949,9
1949,9
1999,10
2049,10
2099,10
2149,11
2199,11
2249,11
2299,11
2349,12
2399,12
2449,12
2499,12
2549,13
2599,13
2649,13
2699,13
2749,14
2799,14
2849,14
2899,14
2924,14
2949,15
2999,15
3049,15
3099,15
3149,16
3199,16
3249,16
3299,16
3349,17
3399,17
3449,17
3499,17
3549,18
3599,18
3649,18
3699,18
3749,19
3799,19
3849,19
3899,19
3899,19
3949,20
3999,20
4049,20
4099,21
4149,21
4199,21
4249,21
4299,22
4349,22
4399,22
4449,22
4499,23
4549,23
4599,23
4649,23
4699,24
4749,24
4799,24
4849,24
4874,24
4899,25
4949,25
4999,25
5049,25
5099,26
5149,26
5199,26
5249,26
5299,27
5349,27
5399,27
5449,27
5499,28
5549,28
5599,28
5649,28
5699,29
5749,29
5799,29
5849,29
5849,29
5899,30
5949,30
5999,30
6049,31
6099,31
6149,31
6199,31
6249,32
6299,32
6349,32
6399,32
6449,33
6499,33
6549,33
6599,33
6649,34
6699,34
6749,34
6799,34
6824,34
6849,35
6899,35
6949,35
6999,35
7049,36
7099,36
7149,36
7199,36
7249,37
7299,37
7349,37
7399,37
7449,38
7499,38
7549,38
7599,38
7649,39
7699,39
7749,39
7799,39
7799,39
7849,40
7899,40
7949,40
7999,41
8049,41
8099,41
8149,41
8199,42
8249,42
8299,42
8349,42
8399,43
8449,43
8499,43
8549,43
8599,44
8649,44
8699,44
8749,44
8774,44
8799,45
8849,45
8899,45
8949,45
8999,46
9049,46
9099,46
9149,46
9199,47
9249,47
9299,47
9349,47
9399,48
9449,48
9499,48
9549,48
9599,49
9649,49
9699,49
9749,49
9749,49
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
194,0
195,1
196,1
197,1
198,1
199,1
200,1
201,1
202,1
203,1
204,1
205,1
206,1
207,1
208,1
209,1
210,1
211,1
212,1
213,1
214,1
215,1
216,1
217,1
218,1
219,1
220,1
221,1
222,1
223,1
224,1
225,1
226,1
227,1
228,1
229,1
230,1
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,1
239,1
240,1
241,1
242,1
243,1
244,1
245,1
246,1
247,1
248,1
249,1
250,1
251,1
252,1
253,1
254,1
255,1
256,1
257,1
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,1
266,1
267,1
268,1
269,1
270,1
271,1
272,1
273,1
274,1
275,1
276,1
277,1
278,1
279,1
280,1
281,1
282,1
283,1
284,1
285,1
286,1
287,1
288,1
289,1
290,1
291,1
292,1
293,1
294,1
295,1
296,1
297,1
298,1
299,1
300,1
301,1
302,1
303,1
304,1
305,1
306,1
307,1
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,1
318,1
319,1
320,1
321,1
322,1
323,1
324,1
325,1
326,1
327,1
328,1
329,1
330,1
331,1
332,1
333,1
334,1
335,1
336,1
337,1
338,1
339,1
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,1
349,1
350,1
351,1
352,1
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,1
366,1
367,1
368,1
369,1
370,1
371,1
372,1
373,1
374,1
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
389,1
390,2
391,2
392,2
393,2
394,2
395,2
396,2
397,2
398,2
399,2
400,2
401,2
