step,std_batch_emb
49,0.8829655051231384
99,0.8810634613037109
149,0.8785259127616882
199,0.8758001327514648
249,0.8710590600967407
299,0.866216778755188
349,0.8506919741630554
399,0.8347244262695312
449,0.8284019827842712
499,0.8100501894950867
549,0.801483154296875
599,0.7850309610366821
649,0.7783114314079285
699,0.7647894620895386
749,0.7461879849433899
799,0.7357457280158997
849,0.727188766002655
899,0.7123350501060486
949,0.7041152119636536
999,0.6939736604690552
1049,0.6813281178474426
1099,0.6713265776634216
1149,0.6660658121109009
1199,0.6533393859863281
1249,0.6464992761611938
1299,0.6343459486961365
1349,0.6231788396835327
1399,0.6172323822975159
1449,0.6046328544616699
1499,0.5984078645706177
1549,0.5886610150337219
1599,0.5777695775032043
1649,0.5697997212409973
1699,0.5605370402336121
1749,0.5557398200035095
1799,0.5448421835899353
1849,0.5345932245254517
1899,0.5271006226539612
1949,0.5195876359939575
1999,0.5113732218742371
2049,0.5023290514945984
2099,0.49716565012931824
2149,0.4882792532444
2199,0.4741130769252777
2249,0.4698812961578369
2299,0.4642186164855957
2349,0.4557114541530609
2399,0.4483192563056946
2449,0.44029656052589417
2499,0.4372994601726532
2549,0.42863163352012634
2599,0.42425885796546936
2649,0.4188985824584961
2699,0.411948025226593
2749,0.4066801965236664
2799,0.40167036652565
2849,0.3956960439682007
2899,0.3911859393119812
2949,0.3856649696826935
2999,0.37877580523490906
3049,0.3732394278049469
3099,0.36614084243774414
3149,0.3615363836288452
3199,0.3558327853679657
3249,0.3517211377620697
3299,0.346207857131958
3349,0.3401798903942108
3399,0.33207228779792786
3449,0.3267984092235565
3499,0.32129260897636414
3549,0.31756192445755005
3599,0.3119371831417084
3649,0.3089577853679657
3699,0.3047601878643036
3749,0.29754164814949036
3799,0.29206353425979614
3849,0.2898649275302887
3899,0.2824651896953583
3949,0.278704971075058
3999,0.27522850036621094
4049,0.27100667357444763
4099,0.2665063440799713
4149,0.264190673828125
4199,0.26108434796333313
4249,0.25455474853515625
4299,0.2531239092350006
4349,0.24607253074645996
4399,0.24198193848133087
4449,0.2398521453142166
4499,0.23621916770935059
4549,0.2304549664258957
4599,0.2276245653629303
4649,0.22446051239967346
4699,0.22026276588439941
4749,0.2150767296552658
4799,0.21223507821559906
4849,0.2102876454591751
4899,0.20463041961193085
4949,0.20243577659130096
4999,0.19943387806415558
5049,0.1945711076259613
5099,0.1922338306903839
5149,0.18871894478797913
5199,0.1851169914007187
5249,0.18150721490383148
5299,0.17912672460079193
5349,0.1759495735168457
5399,0.17238664627075195
5449,0.17073598504066467
5499,0.16806630790233612
5549,0.16667887568473816
5599,0.16284413635730743
5649,0.1600155532360077
5699,0.15638472139835358
5749,0.15469974279403687
5799,0.151649609208107
5849,0.1498182862997055
5899,0.14750126004219055
5949,0.14437487721443176
5999,0.14227859675884247
6049,0.1399206668138504
6099,0.13846521079540253
6149,0.13600566983222961
6199,0.13313184678554535
6249,0.13191960752010345
6299,0.12978921830654144
6349,0.12812601029872894
6399,0.12705683708190918
6449,0.12492360919713974
6499,0.12381582707166672
6549,0.12217596918344498
6599,0.11933159828186035
6649,0.11755764484405518
6699,0.11655020713806152
6749,0.1152208000421524
6799,0.11422929912805557
6849,0.1121671199798584
6899,0.11093294620513916
6949,0.10936605930328369
6999,0.10883426666259766
7049,0.1082921251654625
7099,0.10758441686630249
7149,0.10609205812215805
7199,0.10483074188232422
7249,0.10406142473220825
7299,0.10328369587659836
7349,0.10097485035657883
7399,0.10074903815984726
7449,0.09923181682825089
7499,0.09965302795171738
7549,0.09825316816568375
7599,0.09743093699216843
7649,0.0961170569062233
7699,0.09641019254922867
7749,0.09610199183225632
7799,0.09525319188833237
7849,0.09427004307508469
7899,0.09395035356283188
7949,0.09335669130086899
7999,0.09156087040901184
8049,0.09269040077924728
8099,0.09221811592578888
8149,0.09146072715520859
8199,0.09038513153791428
8249,0.09066933393478394
8299,0.08935048431158066
8349,0.08975613117218018
8399,0.08887862414121628
8449,0.0882587879896164
8499,0.0877031609416008
8549,0.08817991614341736
8599,0.08759184926748276
8649,0.08784681558609009
8699,0.08676411956548691
8749,0.08527325838804245
8799,0.0863361582159996
8849,0.08600205183029175
8899,0.08578195422887802
