step,Cov_batch_ik_10_emb
49,0.2981884479522705
99,0.515661895275116
149,0.46818989515304565
199,0.3166911005973816
249,0.3879184126853943
299,0.4083780348300934
349,0.32535263895988464
399,0.21299472451210022
449,0.3786909580230713
499,0.33907508850097656
549,0.4618707299232483
599,0.34867149591445923
649,0.3044770359992981
699,0.3547866642475128
749,0.3486102223396301
799,0.3194938600063324
849,0.26054731011390686
899,0.2638057470321655
949,0.13742509484291077
999,0.2556465268135071
1049,0.13620436191558838
1099,0.15919554233551025
1149,0.16491255164146423
1199,0.1781023144721985
1249,0.15756143629550934
1299,0.14061175286769867
1349,0.12731513381004333
1399,0.12174816429615021
1449,0.16144239902496338
1499,0.11403695493936539
1549,0.13717377185821533
1599,0.10627099871635437
1649,0.11425891518592834
1699,0.10905613005161285
1749,0.10099758207798004
1799,0.0927516296505928
1849,0.08635120093822479
1899,0.09447586536407471
1949,0.08544769138097763
1999,0.08280839025974274
2049,0.07881593704223633
2099,0.0606149360537529
2149,0.06953885406255722
2199,0.05781606212258339
2249,0.05035138130187988
2299,0.051177915185689926
2349,0.04879051446914673
2399,0.047477103769779205
2449,0.04506096988916397
2499,0.046735431998968124
2549,0.048736076802015305
2599,0.047856174409389496
2649,0.04197830706834793
2699,0.03981722146272659
2749,0.03772921860218048
2799,0.03451329097151756
2849,0.03313760459423065
2899,0.031707245856523514
2949,0.028618475422263145
2999,0.025362584739923477
3049,0.027224281802773476
3099,0.022143211215734482
3149,0.02191760204732418
3199,0.021893829107284546
3249,0.01592583954334259
3299,0.017220530658960342
3349,0.01639610528945923
3399,0.01605590060353279
3449,0.013844043016433716
3499,0.014104323461651802
3549,0.014046283438801765
3599,0.012503435835242271
3649,0.01127355545759201
3699,0.01138998568058014
3749,0.011455453932285309
3799,0.009924802929162979
3849,0.009309126064181328
3899,0.008321065455675125
3949,0.01005449891090393
3999,0.008958682417869568
4049,0.007369674742221832
4099,0.0059015871956944466
4149,0.007523480337113142
4199,0.0056467922404408455
4249,0.005565490573644638
4299,0.005619528703391552
4349,0.0039040350820869207
4399,0.004267310723662376
4449,0.003821867285296321
4499,0.003589194267988205
4549,0.0042033726349473
4599,0.0029884404502809048
4649,0.0035963936243206263
4699,0.003668668447062373
4749,0.003308006562292576
4799,0.003078918904066086
4849,0.0032185695599764585
4899,0.0029404573142528534
4949,0.0024706250987946987
4999,0.002880415413528681
5049,0.002563804853707552
5099,0.0024684416130185127
5149,0.0021410321351140738
5199,0.001966079231351614
5249,0.001902862568385899
5299,0.0017428146675229073
5349,0.0015404303558170795
5399,0.0015164813958108425
5449,0.0014587219338864088
5499,0.0014998179394751787
5549,0.0015541061293333769
5599,0.0017284535570070148
5649,0.0018880285788327456
5699,0.0018629892729222775
5749,0.0013503571972250938
5799,0.0013267530594021082
5849,0.001176814315840602
5899,0.0011512651108205318
5949,0.0010653143981471658
5999,0.001006793580017984
6049,0.0009527351940050721
6099,0.0009757857187651098
6149,0.0008934818906709552
6199,0.0008698845631442964
6249,0.0008174849208444357
6299,0.0008297835593111813
6349,0.0007250892231240869
6399,0.0007465685484930873
6449,0.0006274095503613353
6499,0.0006491814274340868
6549,0.0006063289474695921
6599,0.0005240017781034112
6649,0.0005665249191224575
6699,0.000594698591157794
6749,0.000585380126722157
6799,0.0005228973459452391
6849,0.0005193504621274769
6899,0.00046160834608599544
6949,0.0004263593000359833
6999,0.0004102150851394981
7049,0.0004134524497203529
7099,0.0003690958837978542
7149,0.00033008126774802804
7199,0.0003676596679724753
7249,0.00033492466900497675
7299,0.00034119613701477647
7349,0.00027734434115700424
7399,0.0003602364449761808
7449,0.0002740849740803242
7499,0.0002630279341246933
7549,0.000261658919043839
7599,0.0002456871443428099
7649,0.0002573382807895541
7699,0.00023800693452358246
7749,0.0002214399864897132
7799,0.00020806051907129586
7849,0.0002031198819167912
7899,0.00018899144197348505
7949,0.00017884110275190324
7999,0.0001724980102153495
8049,0.0001349303056485951
8099,0.00012983297347091138
8149,0.00015457204426638782
8199,0.00014840239600744098
8249,0.00013447989476844668
8299,0.00012586367665790021
8349,0.0001336721470579505
8399,0.00012290483573451638
8449,0.00012310477904975414
8499,0.00011185882613062859
8549,0.00011204670590814203
8599,0.00011123085278086364
8649,0.00011399535287637264
8699,0.00010629405733197927
8749,0.0001015054585877806
8799,8.620903099654242e-05
8849,7.770546653773636e-05
8899,8.458054799120873e-05
8949,8.747601532377303e-05
8999,8.211372187361121e-05
9049,7.321831799345091e-05
9099,7.649503095308319e-05
9149,7.571213063783944e-05
9199,6.983916682656854e-05
9249,6.677940837107599e-05
9299,6.0056856455048546e-05
9349,5.4732285207137465e-05
9399,5.045675061410293e-05
9449,4.968203938915394e-05
9499,5.333575973054394e-05
9549,4.871567216468975e-05
9599,4.3187683331780136e-05
9649,4.1266350308433175e-05
9699,4.143967089476064e-05
9749,3.973743150709197e-05
9799,3.8403413782361895e-05
9849,3.5419801861280575e-05
9899,3.576740709831938e-05
9949,3.4667136787902564e-05
9999,3.472275420790538e-05
10049,3.3317926863674074e-05
10099,3.076197026530281e-05
10149,3.0491952202282846e-05
10199,2.9008311685174704e-05
10249,2.9734774216194637e-05
10299,2.7947371563641354e-05
10349,2.6662248274078593e-05
10399,2.4971135644591413e-05
10449,2.4820112230372615e-05
10499,2.43883205257589e-05
10549,2.359381687710993e-05
10599,2.335927274543792e-05
10649,2.2838343284092844e-05
10699,2.170592597394716e-05
10749,2.090302950819023e-05
10799,2.007886541832704e-05
10849,2.020809188252315e-05
10899,1.888913902803324e-05
10949,1.8492830349714495e-05
10999,1.8140748579753563e-05
11049,1.8033426385954954e-05
11099,1.7287184164160863e-05
11149,1.7010970623232424e-05
11199,1.631150553293992e-05
11249,1.719754800433293e-05
11299,1.4951921002648305e-05
11349,1.566563150845468e-05
11399,1.5218045518849976e-05
11449,1.431121381756384e-05
11499,1.453999720979482e-05
11549,1.4227329302229919e-05
11599,1.3976999980513938e-05
11649,1.3455056432576384e-05
11699,1.3659137948707212e-05
11749,1.2850731764046941e-05
11799,1.2701339073828422e-05
11849,1.2574054380820598e-05
11899,1.2188125765533186e-05
11949,1.2220823919051327e-05
11999,1.210257141792681e-05
12049,1.1360794815118425e-05
